chrysemys_picta_bellii ENSCPBG00000017956
gopherus_agassizii ENSGAGG00000016809
pelodiscus_sinensis ENSPSIG00000000989
apteryx_owenii ENSAOWG00000008406
apteryx_rowi ENSARWG00000008292
dromaius_novaehollandiae ENSDNVG00000003671
anolis_carolinensis ENSACAG00000023953
pogona_vitticeps ENSPVIG00000019825
notechis_scutatus ENSNSUG00000002750
salvator_merianae ENSSMRG00000011126
mus_musculus ENSMUSG00000071656
mus_spicilegus ENSMSIG00000031223
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022659
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023572
mus_pahari MGP_PahariEiJ_G0014154
rattus_norvegicus ENSRNOG00000026302
meriones_unguiculatus ENSMUGG00000002337
cricetulus_griseus_chok1gshd ENSCGRG00001009869
mesocricetus_auratus ENSMAUG00000012372
peromyscus_maniculatus_bairdii ENSPEMG00000016106
microtus_ochrogaster ENSMOCG00000009512
nannospalax_galili ENSNGAG00000019480
castor_canadensis ENSCCNG00000014271
heterocephalus_glaber_male ENSHGLG00100015539
heterocephalus_glaber_female ENSHGLG00000003336
fukomys_damarensis ENSFDAG00000002330
cavia_porcellus ENSCPOG00000036188
chinchilla_lanigera ENSCLAG00000000228
urocitellus_parryii ENSUPAG00010005167
ictidomys_tridecemlineatus ENSSTOG00000022001
marmota_marmota_marmota ENSMMMG00000002684
oryctolagus_cuniculus ENSOCUG00000023922
prolemur_simus ENSPSMG00000022803
otolemur_garnettii ENSOGAG00000031003
pongo_abelii ENSPPYG00000003152
homo_sapiens ENSG00000177363
nomascus_leucogenys ENSNLEG00000004054
macaca_nemestrina ENSMNEG00000008801
macaca_fascicularis ENSMFAG00000015388
macaca_mulatta ENSMMUG00000031129
papio_anubis ENSPANG00000003479
mandrillus_leucophaeus ENSMLEG00000006668
cercocebus_atys ENSCATG00000003551
theropithecus_gelada ENSTGEG00000015820
chlorocebus_sabaeus ENSCSAG00000019176
piliocolobus_tephrosceles ENSPTEG00000013867
callithrix_jacchus ENSCJAG00000047970
ursus_americanus ENSUAMG00000025974
ursus_maritimus ENSUMAG00000014439
ailuropoda_melanoleuca ENSAMEG00000020259
neovison_vison ENSNVIG00000020803
canis_lupus_dingo ENSCAFG00020013104
canis_lupus_familiaris ENSCAFG00000015703
vulpes_vulpes ENSVVUG00000029854
panthera_pardus ENSPPRG00000015844
panthera_tigris_altaica ENSPTIG00000000217
felis_catus ENSFCAG00000044682
equus_caballus ENSECAG00000005381
equus_asinus_asinus ENSEASG00005011238
bos_taurus ENSBTAG00000010484
bison_bison_bison ENSBBBG00000019428
capra_hircus ENSCHIG00000009031
tursiops_truncatus ENSTTRG00000002472
sus_scrofa ENSSSCG00000024917
pteropus_vampyrus ENSPVAG00000003472
choloepus_hoffmanni ENSCHOG00000002937
echinops_telfairi ENSETEG00000015690
phascolarctos_cinereus ENSPCIG00000015265
sarcophilus_harrisii ENSSHAG00000005050
monodelphis_domestica ENSMODG00000007887
ornithorhynchus_anatinus ENSOANG00000001564
xenopus_tropicalis ENSXETG00000006020
latimeria_chalumnae ENSLACG00000017638
gasterosteus_aculeatus ENSGACG00000017664
labrus_bergylta ENSLBEG00000027197
mola_mola ENSMMOG00000003066
scophthalmus_maximus ENSSMAG00000018339
cynoglossus_semilaevis ENSCSEG00000004698
seriola_dumerili ENSSDUG00000016072
seriola_lalandi_dorsalis ENSSLDG00000015105
monopterus_albus ENSMALG00000012963
anabas_testudineus ENSATEG00000013695
xiphophorus_maculatus ENSXMAG00000020185
gambusia_affinis ENSGAFG00000001285
poecilia_formosa ENSPFOG00000020257
poecilia_mexicana ENSPMEG00000003236
poecilia_latipinna ENSPLAG00000023108
cyprinodon_variegatus ENSCVAG00000011974
fundulus_heteroclitus ENSFHEG00000002804
kryptolebias_marmoratus ENSKMAG00000018243
oryzias_latipes ENSORLG00020018174
oryzias_latipes_asm223469v1 ENSORLG00015017952
oryzias_latipes ENSORLG00000002917
amphiprion_percula ENSAPEG00000010733
amphiprion_ocellaris ENSAOCG00000000710
acanthochromis_polyacanthus ENSAPOG00000022772
stegastes_partitus ENSSPAG00000009302
neolamprologus_brichardi ENSNBRG00000003310
neolamprologus_brichardi ENSNBRG00000003355
astatotilapia_calliptera ENSACLG00000015509
maylandia_zebra ENSMZEG00005004017
haplochromis_burtoni ENSHBUG00000011809
pundamilia_nyererei ENSPNYG00000015710
amphilophus_citrinellus ENSACIG00000021893
hippocampus_comes ENSHCOG00000009090
periophthalmus_magnuspinnatus ENSPMGG00000006547
takifugu_rubripes ENSTRUG00000021628
esox_lucius ENSELUG00000000173
astyanax_mexicanus ENSAMXG00000025565
pygocentrus_nattereri ENSPNAG00000022512
ictalurus_punctatus ENSIPUG00000000225
danio_rerio ENSDARG00000088247
fundulus_heteroclitus ENSFHEG00000004958
cyprinodon_variegatus ENSCVAG00000012412
gambusia_affinis ENSGAFG00000003734
kryptolebias_marmoratus ENSKMAG00000009593
stegastes_partitus ENSSPAG00000000827
amphiprion_ocellaris ENSAOCG00000008348
oryzias_melastigma ENSOMEG00000002203
labrus_bergylta ENSLBEG00000023890
esox_lucius ENSELUG00000017823
pygocentrus_nattereri ENSPNAG00000023951
astyanax_mexicanus ENSAMXG00000025988
ictalurus_punctatus ENSIPUG00000019798
danio_rerio ENSDARG00000116863
paramormyrops_kingsleyae ENSPKIG00000018231
paramormyrops_kingsleyae ENSPKIG00000005723
eptatretus_burgeri ENSEBUG00000013936
