pygocentrus_nattereri ENSPNAG00000027355
astyanax_mexicanus ENSAMXG00000032764
ictalurus_punctatus ENSIPUG00000007621
esox_lucius ENSELUG00000022219
paramormyrops_kingsleyae ENSPKIG00000002236
scophthalmus_maximus ENSSMAG00000007964
kryptolebias_marmoratus ENSKMAG00000008129
labrus_bergylta ENSLBEG00000001464
labrus_bergylta ENSLBEG00000004744
gasterosteus_aculeatus ENSGACG00000016715
monopterus_albus ENSMALG00000004101
mastacembelus_armatus ENSMAMG00000015230
anabas_testudineus ENSATEG00000006431
seriola_lalandi_dorsalis ENSSLDG00000021513
seriola_dumerili ENSSDUG00000007624
mola_mola ENSMMOG00000002688
amphiprion_ocellaris ENSAOCG00000012355
amphiprion_percula ENSAPEG00000001114
acanthochromis_polyacanthus ENSAPOG00000004075
stegastes_partitus ENSSPAG00000011347
astatotilapia_calliptera ENSACLG00000014019
pundamilia_nyererei ENSPNYG00000001585
maylandia_zebra ENSMZEG00005002992
haplochromis_burtoni ENSHBUG00000020519
neolamprologus_brichardi ENSNBRG00000014213
oreochromis_niloticus ENSONIG00000001409
amphilophus_citrinellus ENSACIG00000019216
tetraodon_nigroviridis ENSTNIG00000013060
takifugu_rubripes ENSTRUG00000008744
cynoglossus_semilaevis ENSCSEG00000004511
poecilia_formosa ENSPFOG00000018322
poecilia_mexicana ENSPMEG00000013760
poecilia_latipinna ENSPLAG00000014944
poecilia_reticulata ENSPREG00000006573
gambusia_affinis ENSGAFG00000017729
xiphophorus_maculatus ENSXMAG00000024440
xiphophorus_couchianus ENSXCOG00000015262
cyprinodon_variegatus ENSCVAG00000022312
fundulus_heteroclitus ENSFHEG00000017443
oryzias_latipes_asm223469v1 ENSORLG00015021977
oryzias_melastigma ENSOMEG00000003304
hippocampus_comes ENSHCOG00000004016
periophthalmus_magnuspinnatus ENSPMGG00000008292
danio_rerio ENSDARG00000041215
scleropages_formosus ENSSFOG00015002367
paramormyrops_kingsleyae ENSPKIG00000015161
lepisosteus_oculatus ENSLOCG00000002846
pogona_vitticeps ENSPVIG00000002033
anolis_carolinensis ENSACAG00000011939
notechis_scutatus ENSNSUG00000008766
salvator_merianae ENSSMRG00000015548
sphenodon_punctatus ENSSPUG00000009116
chelonoidis_abingdonii ENSCABG00000009018
gopherus_agassizii ENSGAGG00000014340
chrysemys_picta_bellii ENSCPBG00000024651
pelodiscus_sinensis ENSPSIG00000011978
apteryx_haastii ENSAHAG00000008999
apteryx_owenii ENSAOWG00000001932
apteryx_rowi ENSARWG00000005392
dromaius_novaehollandiae ENSDNVG00000009525
nothoprocta_perdicaria ENSNPEG00000008754
taeniopygia_guttata ENSTGUG00000002010
lonchura_striata_domestica ENSLSDG00000015411
serinus_canaria ENSSCAG00000002507
zonotrichia_albicollis ENSZALG00000017825
junco_hyemalis ENSJHYG00000005735
ficedula_albicollis ENSFALG00000008210
parus_major ENSPMJG00000007717
cyanistes_caeruleus ENSCCEG00000023834
lepidothrix_coronata ENSLCOG00000004368
manacus_vitellinus ENSMVIG00005005586
melopsittacus_undulatus ENSMUNG00000003106
meleagris_gallopavo ENSMGAG00000010564
gallus_gallus ENSGALG00000026741
coturnix_japonica ENSCJPG00005007606
numida_meleagris ENSNMEG00000019111
anas_platyrhynchos_platyrhynchos ENSAPLG00000006954
anser_brachyrhynchus ENSABRG00000007111
calidris_pugnax ENSCPUG00000012396
calidris_pygmaea ENSCPGG00000017375
crocodylus_porosus ENSCPRG00005004679
monodelphis_domestica ENSMODG00000018901
monodelphis_domestica ENSMODG00000024918
sarcophilus_harrisii ENSSHAG00000011145
phascolarctos_cinereus ENSPCIG00000027944
bos_taurus ENSBTAG00000016147
bos_mutus ENSBMUG00000014241
bison_bison_bison ENSBBBG00000007791
ovis_aries ENSOARG00000017596
capra_hircus ENSCHIG00000014740
bos_taurus ENSBTAG00000054967
bos_mutus ENSBMUG00000013340
bison_bison_bison ENSBBBG00000012224
sus_scrofa ENSSSCG00000034743
equus_asinus_asinus ENSEASG00005018192
equus_caballus ENSECAG00000014841
myotis_lucifugus ENSMLUG00000026158
ursus_americanus ENSUAMG00000022602
ursus_maritimus ENSUMAG00000004604
ailuropoda_melanoleuca ENSAMEG00000005873
neovison_vison ENSNVIG00000014308
mustela_putorius_furo ENSMPUG00000017388
