monopterus_albus ENSMALG00000010411
mastacembelus_armatus ENSMAMG00000012805
hippocampus_comes ENSHCOG00000008322
takifugu_rubripes ENSTRUG00000017759
tetraodon_nigroviridis ENSTNIG00000008693
periophthalmus_magnuspinnatus ENSPMGG00000004554
gasterosteus_aculeatus ENSGACG00000005557
labrus_bergylta ENSLBEG00000017461
seriola_dumerili ENSSDUG00000010838
seriola_lalandi_dorsalis ENSSLDG00000025256
scophthalmus_maximus ENSSMAG00000007967
oryzias_latipes ENSORLG00000013455
oryzias_latipes ENSORLG00020002960
oryzias_latipes_asm223469v1 ENSORLG00015003230
oryzias_melastigma ENSOMEG00000001074
astatotilapia_calliptera ENSACLG00000012731
maylandia_zebra ENSMZEG00005019537
pundamilia_nyererei ENSPNYG00000022273
haplochromis_burtoni ENSHBUG00000013893
neolamprologus_brichardi ENSNBRG00000011344
oreochromis_niloticus ENSONIG00000006606
amphilophus_citrinellus ENSACIG00000019212
amphiprion_ocellaris ENSAOCG00000022527
amphiprion_percula ENSAPEG00000008078
acanthochromis_polyacanthus ENSAPOG00000020877
stegastes_partitus ENSSPAG00000008868
poecilia_formosa ENSPFOG00000001005
poecilia_mexicana ENSPMEG00000022408
poecilia_latipinna ENSPLAG00000009720
poecilia_reticulata ENSPREG00000022430
xiphophorus_couchianus ENSXCOG00000015343
xiphophorus_maculatus ENSXMAG00000004485
gambusia_affinis ENSGAFG00000016827
cyprinodon_variegatus ENSCVAG00000004464
kryptolebias_marmoratus ENSKMAG00000021826
anabas_testudineus ENSATEG00000021849
mola_mola ENSMMOG00000004023
cynoglossus_semilaevis ENSCSEG00000001397
fundulus_heteroclitus ENSFHEG00000003938
gadus_morhua ENSGMOG00000018279
esox_lucius ENSELUG00000007954
pygocentrus_nattereri ENSPNAG00000011772
astyanax_mexicanus ENSAMXG00000039515
ictalurus_punctatus ENSIPUG00000021156
danio_rerio ENSDARG00000087226
scleropages_formosus ENSSFOG00015009997
scleropages_formosus ENSSFOG00015014496
paramormyrops_kingsleyae ENSPKIG00000015443
paramormyrops_kingsleyae ENSPKIG00000011745
lepisosteus_oculatus ENSLOCG00000012888
sarcophilus_harrisii ENSSHAG00000003697
monodelphis_domestica ENSMODG00000021551
phascolarctos_cinereus ENSPCIG00000030938
pan_troglodytes ENSPTRG00000046817
pan_troglodytes ENSPTRG00000019063
pan_paniscus ENSPPAG00000029686
homo_sapiens ENSG00000170852
gorilla_gorilla ENSGGOG00000003965
pongo_abelii ENSPPYG00000017656
nomascus_leucogenys ENSNLEG00000012407
rhinopithecus_roxellana ENSRROG00000032839
rhinopithecus_bieti ENSRBIG00000038897
piliocolobus_tephrosceles ENSPTEG00000015996
colobus_angolensis_palliatus ENSCANG00000028113
macaca_mulatta ENSMMUG00000004944
macaca_nemestrina ENSMNEG00000042522
macaca_fascicularis ENSMFAG00000045193
chlorocebus_sabaeus ENSCSAG00000014849
theropithecus_gelada ENSTGEG00000017974
papio_anubis ENSPANG00000017322
mandrillus_leucophaeus ENSMLEG00000038199
cercocebus_atys ENSCATG00000031782
saimiri_boliviensis_boliviensis ENSSBOG00000023096
cebus_capucinus ENSCCAG00000030563
callithrix_jacchus ENSCJAG00000009166
aotus_nancymaae ENSANAG00000030078
carlito_syrichta ENSTSYG00000006228
microcebus_murinus ENSMICG00000034686
prolemur_simus ENSPSMG00000017156
propithecus_coquereli ENSPCOG00000028154
otolemur_garnettii ENSOGAG00000001585
tupaia_belangeri ENSTBEG00000016374
mus_spicilegus ENSMSIG00000000504
mus_musculus ENSMUSG00000059486
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029425
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028423
mus_pahari MGP_PahariEiJ_G0022173
rattus_norvegicus ENSRNOG00000013809
meriones_unguiculatus ENSMUGG00000013336
peromyscus_maniculatus_bairdii ENSPEMG00000011809
peromyscus_maniculatus_bairdii ENSPEMG00000015927
microtus_ochrogaster ENSMOCG00000002029
cricetulus_griseus_crigri-picr ENSCGRG00015024173
cricetulus_griseus_crigri ENSCGRG00000012829
cricetulus_griseus_chok1gshd ENSCGRG00001019964
mesocricetus_auratus ENSMAUG00000013453
nannospalax_galili ENSNGAG00000005350
jaculus_jaculus ENSJJAG00000017181
marmota_marmota_marmota ENSMMMG00000010841
urocitellus_parryii ENSUPAG00010010292
spermophilus_dauricus ENSSDAG00000005474
ictidomys_tridecemlineatus ENSSTOG00000012679
chinchilla_lanigera ENSCLAG00000000590
chinchilla_lanigera ENSCLAG00000003797
octodon_degus ENSODEG00000008901
octodon_degus ENSODEG00000000866
cavia_aperea ENSCAPG00000016926
cavia_porcellus ENSCPOG00000035648
heterocephalus_glaber_female ENSHGLG00000010965
heterocephalus_glaber_male ENSHGLG00100004838
heterocephalus_glaber_female ENSHGLG00000000322
heterocephalus_glaber_male ENSHGLG00100002121
fukomys_damarensis ENSFDAG00000014760
fukomys_damarensis ENSFDAG00000018534
fukomys_damarensis ENSFDAG00000004517
castor_canadensis ENSCCNG00000011314
oryctolagus_cuniculus ENSOCUG00000012525
ochotona_princeps ENSOPRG00000002499
pteropus_vampyrus ENSPVAG00000009789
myotis_lucifugus ENSMLUG00000005395
sorex_araneus ENSSARG00000002633
equus_asinus_asinus ENSEASG00005003567
equus_caballus ENSECAG00000024001
mustela_putorius_furo ENSMPUG00000005482
neovison_vison ENSNVIG00000010578
ursus_maritimus ENSUMAG00000002778
ursus_americanus ENSUAMG00000004521
ailuropoda_melanoleuca ENSAMEG00000006674
canis_lupus_familiaris ENSCAFG00000003147
canis_lupus_dingo ENSCAFG00020005032
vulpes_vulpes ENSVVUG00000021321
panthera_tigris_altaica ENSPTIG00000015551
panthera_pardus ENSPPRG00000022634
felis_catus ENSFCAG00000024550
tursiops_truncatus ENSTTRG00000005751
tursiops_truncatus ENSTTRG00000007204
ovis_aries ENSOARG00000006780
capra_hircus ENSCHIG00000024220
bos_taurus ENSBTAG00000003115
bos_mutus ENSBMUG00000009778
bison_bison_bison ENSBBBG00000018442
vicugna_pacos ENSVPAG00000009987
sus_scrofa ENSSSCG00000022464
dasypus_novemcinctus ENSDNOG00000045748
choloepus_hoffmanni ENSCHOG00000005479
loxodonta_africana ENSLAFG00000031816
procavia_capensis ENSPCAG00000001241
echinops_telfairi ENSETEG00000003976
dipodomys_ordii ENSDORG00000016239
