cynoglossus_semilaevis ENSCSEG00000005115
mola_mola ENSMMOG00000008692
labrus_bergylta ENSLBEG00000023070
takifugu_rubripes ENSTRUG00000010724
gasterosteus_aculeatus ENSGACG00000006955
anabas_testudineus ENSATEG00000023974
mastacembelus_armatus ENSMAMG00000024001
seriola_dumerili ENSSDUG00000015868
seriola_lalandi_dorsalis ENSSLDG00000022185
scophthalmus_maximus ENSSMAG00000003093
fundulus_heteroclitus ENSFHEG00000003509
cyprinodon_variegatus ENSCVAG00000019277
xiphophorus_maculatus ENSXMAG00000010993
gambusia_affinis ENSGAFG00000001296
poecilia_formosa ENSPFOG00000009919
poecilia_latipinna ENSPLAG00000000586
poecilia_mexicana ENSPMEG00000017542
poecilia_reticulata ENSPREG00000009790
kryptolebias_marmoratus ENSKMAG00000018808
oryzias_latipes ENSORLG00020022633
oryzias_latipes ENSORLG00000004805
oryzias_latipes_asm223469v1 ENSORLG00015007491
oryzias_melastigma ENSOMEG00000012557
maylandia_zebra ENSMZEG00005025547
haplochromis_burtoni ENSHBUG00000011937
astatotilapia_calliptera ENSACLG00000013397
pundamilia_nyererei ENSPNYG00000003441
oreochromis_niloticus ENSONIG00000007011
neolamprologus_brichardi ENSNBRG00000020616
amphilophus_citrinellus ENSACIG00000011878
amphiprion_percula ENSAPEG00000013945
amphiprion_ocellaris ENSAOCG00000014629
acanthochromis_polyacanthus ENSAPOG00000011002
stegastes_partitus ENSSPAG00000002828
hippocampus_comes ENSHCOG00000011612
periophthalmus_magnuspinnatus ENSPMGG00000022607
gadus_morhua ENSGMOG00000018007
phascolarctos_cinereus ENSPCIG00000013394
notamacropus_eugenii ENSMEUG00000002357
sarcophilus_harrisii ENSSHAG00000018373
monodelphis_domestica ENSMODG00000001068
choloepus_hoffmanni ENSCHOG00000000419
dasypus_novemcinctus ENSDNOG00000000076
loxodonta_africana ENSLAFG00000010205
procavia_capensis ENSPCAG00000016278
echinops_telfairi ENSETEG00000018406
pan_troglodytes ENSPTRG00000020607
pan_paniscus ENSPPAG00000030339
homo_sapiens ENSG00000066827
gorilla_gorilla ENSGGOG00000007362
pongo_abelii ENSPPYG00000018898
nomascus_leucogenys ENSNLEG00000010576
cercocebus_atys ENSCATG00000031293
mandrillus_leucophaeus ENSMLEG00000040916
papio_anubis ENSPANG00000017457
theropithecus_gelada ENSTGEG00000013176
macaca_mulatta ENSMMUG00000004918
macaca_nemestrina ENSMNEG00000023253
macaca_fascicularis ENSMFAG00000041283
chlorocebus_sabaeus ENSCSAG00000009828
rhinopithecus_bieti ENSRBIG00000038226
rhinopithecus_roxellana ENSRROG00000005017
colobus_angolensis_palliatus ENSCANG00000037239
piliocolobus_tephrosceles ENSPTEG00000028153
saimiri_boliviensis_boliviensis ENSSBOG00000027340
cebus_capucinus ENSCCAG00000021827
callithrix_jacchus ENSCJAG00000004348
aotus_nancymaae ENSANAG00000023121
carlito_syrichta ENSTSYG00000008245
prolemur_simus ENSPSMG00000005207
propithecus_coquereli ENSPCOG00000025199
microcebus_murinus ENSMICG00000007692
otolemur_garnettii ENSOGAG00000014784
tupaia_belangeri ENSTBEG00000016655
chinchilla_lanigera ENSCLAG00000001985
octodon_degus ENSODEG00000000357
cavia_porcellus ENSCPOG00000000083
cavia_aperea ENSCAPG00000014794
heterocephalus_glaber_male ENSHGLG00100005446
heterocephalus_glaber_female ENSHGLG00000012551
heterocephalus_glaber_male ENSHGLG00100005936
fukomys_damarensis ENSFDAG00000015051
ictidomys_tridecemlineatus ENSSTOG00000006903
urocitellus_parryii ENSUPAG00010006618
spermophilus_dauricus ENSSDAG00000006548
marmota_marmota_marmota ENSMMMG00000004348
mus_musculus ENSMUSG00000022335
mus_spicilegus ENSMSIG00000027634
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020752
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019854
mus_pahari MGP_PahariEiJ_G0019859
rattus_norvegicus ENSRNOG00000025140
meriones_unguiculatus ENSMUGG00000016897
peromyscus_maniculatus_bairdii ENSPEMG00000016138
microtus_ochrogaster ENSMOCG00000018121
cricetulus_griseus_crigri-picr ENSCGRG00015000909
cricetulus_griseus_chok1gshd ENSCGRG00001011745
cricetulus_griseus_crigri ENSCGRG00000001009
mesocricetus_auratus ENSMAUG00000005462
nannospalax_galili ENSNGAG00000015547
jaculus_jaculus ENSJJAG00000024033
dipodomys_ordii ENSDORG00000007664
oryctolagus_cuniculus ENSOCUG00000017015
ochotona_princeps ENSOPRG00000004408
vicugna_pacos ENSVPAG00000001019
