anser_brachyrhynchus ENSABRG00000015120
anas_platyrhynchos_platyrhynchos ENSAPLG00000002866
gallus_gallus ENSGALG00000001651
coturnix_japonica ENSCJPG00005015150
meleagris_gallopavo ENSMGAG00000001612
numida_meleagris ENSNMEG00000019548
calidris_pugnax ENSCPUG00000004405
calidris_pygmaea ENSCPGG00000007326
manacus_vitellinus ENSMVIG00005019167
manacus_vitellinus ENSMVIG00005002571
manacus_vitellinus ENSMVIG00005004050
lepidothrix_coronata ENSLCOG00000008219
taeniopygia_guttata ENSTGUG00000017304
lonchura_striata_domestica ENSLSDG00000017332
serinus_canaria ENSSCAG00000011111
cyanistes_caeruleus ENSCCEG00000007146
parus_major ENSPMJG00000017804
junco_hyemalis ENSJHYG00000003223
ficedula_albicollis ENSFALG00000006824
apteryx_rowi ENSARWG00000011640
apteryx_haastii ENSAHAG00000002033
apteryx_owenii ENSAOWG00000001641
dromaius_novaehollandiae ENSDNVG00000006953
nothoprocta_perdicaria ENSNPEG00000010903
crocodylus_porosus ENSCPRG00005002772
gopherus_agassizii ENSGAGG00000022176
chelonoidis_abingdonii ENSCABG00000017210
chrysemys_picta_bellii ENSCPBG00000000155
pelodiscus_sinensis ENSPSIG00000011515
notechis_scutatus ENSNSUG00000002256
pogona_vitticeps ENSPVIG00000012345
salvator_merianae ENSSMRG00000000250
sphenodon_punctatus ENSSPUG00000008999
ursus_maritimus ENSUMAG00000021127
ursus_americanus ENSUAMG00000026896
ailuropoda_melanoleuca ENSAMEG00000002835
neovison_vison ENSNVIG00000006720
mustela_putorius_furo ENSMPUG00000010172
canis_lupus_dingo ENSCAFG00020001331
canis_lupus_familiaris ENSCAFG00000006302
vulpes_vulpes ENSVVUG00000019939
panthera_pardus ENSPPRG00000002077
panthera_tigris_altaica ENSPTIG00000013872
felis_catus ENSFCAG00000015300
pteropus_vampyrus ENSPVAG00000004696
erinaceus_europaeus ENSEEUG00000006439
erinaceus_europaeus ENSEEUG00000005389
sorex_araneus ENSSARG00000009564
equus_caballus ENSECAG00000016076
equus_asinus_asinus ENSEASG00005016757
bos_mutus ENSBMUG00000005426
bos_taurus ENSBTAG00000015463
bison_bison_bison ENSBBBG00000021704
capra_hircus ENSCHIG00000027034
ovis_aries ENSOARG00000000395
tursiops_truncatus ENSTTRG00000013007
sus_scrofa ENSSSCG00000015833
vicugna_pacos ENSVPAG00000011439
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032074
mus_musculus ENSMUSG00000031577
mus_spicilegus ENSMSIG00000030083
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030956
mus_pahari MGP_PahariEiJ_G0021425
rattus_norvegicus ENSRNOG00000023494
meriones_unguiculatus ENSMUGG00000018166
cricetulus_griseus_crigri ENSCGRG00000008043
cricetulus_griseus_chok1gshd ENSCGRG00001014541
cricetulus_griseus_crigri-picr ENSCGRG00015016887
mesocricetus_auratus ENSMAUG00000016364
microtus_ochrogaster ENSMOCG00000005440
peromyscus_maniculatus_bairdii ENSPEMG00000015846
nannospalax_galili ENSNGAG00000004502
jaculus_jaculus ENSJJAG00000013656
oryctolagus_cuniculus ENSOCUG00000008740
ochotona_princeps ENSOPRG00000002157
myotis_lucifugus ENSMLUG00000002764
pan_paniscus ENSPPAG00000033190
pan_troglodytes ENSPTRG00000020150
homo_sapiens ENSG00000129696
gorilla_gorilla ENSGGOG00000010498
pongo_abelii ENSPPYG00000018502
nomascus_leucogenys ENSNLEG00000012097
piliocolobus_tephrosceles ENSPTEG00000032946
colobus_angolensis_palliatus ENSCANG00000041761
theropithecus_gelada ENSTGEG00000006160
cercocebus_atys ENSCATG00000031089
macaca_fascicularis ENSMFAG00000039160
macaca_nemestrina ENSMNEG00000041704
macaca_mulatta ENSMMUG00000010246
mandrillus_leucophaeus ENSMLEG00000034183
rhinopithecus_roxellana ENSRROG00000019315
rhinopithecus_bieti ENSRBIG00000034845
chlorocebus_sabaeus ENSCSAG00000015786
papio_anubis ENSPANG00000009003
cebus_capucinus ENSCCAG00000030166
callithrix_jacchus ENSCJAG00000007580
aotus_nancymaae ENSANAG00000020405
saimiri_boliviensis_boliviensis ENSSBOG00000028473
carlito_syrichta ENSTSYG00000000067
microcebus_murinus ENSMICG00000013113
propithecus_coquereli ENSPCOG00000018445
prolemur_simus ENSPSMG00000008685
otolemur_garnettii ENSOGAG00000003393
heterocephalus_glaber_female ENSHGLG00000002506
heterocephalus_glaber_male ENSHGLG00100007651
fukomys_damarensis ENSFDAG00000013325
chinchilla_lanigera ENSCLAG00000002873
octodon_degus ENSODEG00000005419
cavia_porcellus ENSCPOG00000015720
cavia_aperea ENSCAPG00000007918
marmota_marmota_marmota ENSMMMG00000014782
spermophilus_dauricus ENSSDAG00000002795
urocitellus_parryii ENSUPAG00010022890
ictidomys_tridecemlineatus ENSSTOG00000007790
castor_canadensis ENSCCNG00000010170
dipodomys_ordii ENSDORG00000024219
choloepus_hoffmanni ENSCHOG00000009090
dasypus_novemcinctus ENSDNOG00000046897
loxodonta_africana ENSLAFG00000027910
procavia_capensis ENSPCAG00000016157
echinops_telfairi ENSETEG00000011645
monodelphis_domestica ENSMODG00000011073
sarcophilus_harrisii ENSSHAG00000007730
phascolarctos_cinereus ENSPCIG00000028006
notamacropus_eugenii ENSMEUG00000006961
latimeria_chalumnae ENSLACG00000018762
xiphophorus_maculatus ENSXMAG00000016507
gambusia_affinis ENSGAFG00000019032
poecilia_mexicana ENSPMEG00000011345
poecilia_formosa ENSPFOG00000008967
poecilia_latipinna ENSPLAG00000008403
poecilia_reticulata ENSPREG00000018153
fundulus_heteroclitus ENSFHEG00000007663
cyprinodon_variegatus ENSCVAG00000006076
kryptolebias_marmoratus ENSKMAG00000021268
oryzias_latipes ENSORLG00020013401
oryzias_latipes_asm223469v1 ENSORLG00015003620
oryzias_latipes ENSORLG00000017541
oryzias_melastigma ENSOMEG00000007899
amphiprion_ocellaris ENSAOCG00000010445
amphiprion_percula ENSAPEG00000022742
acanthochromis_polyacanthus ENSAPOG00000011582
stegastes_partitus ENSSPAG00000022808
pundamilia_nyererei ENSPNYG00000013488
haplochromis_burtoni ENSHBUG00000023782
astatotilapia_calliptera ENSACLG00000007467
maylandia_zebra ENSMZEG00005000621
oreochromis_niloticus ENSONIG00000000641
amphilophus_citrinellus ENSACIG00000002894
hippocampus_comes ENSHCOG00000021158
mastacembelus_armatus ENSMAMG00000018802
monopterus_albus ENSMALG00000003197
anabas_testudineus ENSATEG00000013299
scophthalmus_maximus ENSSMAG00000018064
cynoglossus_semilaevis ENSCSEG00000009126
seriola_lalandi_dorsalis ENSSLDG00000005631
takifugu_rubripes ENSTRUG00000020617
tetraodon_nigroviridis ENSTNIG00000005861
mola_mola ENSMMOG00000020787
labrus_bergylta ENSLBEG00000003502
labrus_bergylta ENSLBEG00000000536
gasterosteus_aculeatus ENSGACG00000014809
seriola_dumerili ENSSDUG00000013549
periophthalmus_magnuspinnatus ENSPMGG00000006031
gadus_morhua ENSGMOG00000007550
esox_lucius ENSELUG00000008330
pygocentrus_nattereri ENSPNAG00000014503
astyanax_mexicanus ENSAMXG00000042644
ictalurus_punctatus ENSIPUG00000005853
danio_rerio ENSDARG00000073773
paramormyrops_kingsleyae ENSPKIG00000002108
scleropages_formosus ENSSFOG00015019436
lepisosteus_oculatus ENSLOCG00000015132
petromyzon_marinus ENSPMAG00000006637
eptatretus_burgeri ENSEBUG00000016269
