apteryx_owenii ENSAOWG00000015440
apteryx_haastii ENSAHAG00000015442
apteryx_rowi ENSARWG00000009295
dromaius_novaehollandiae ENSDNVG00000008342
nothoprocta_perdicaria ENSNPEG00000008124
gallus_gallus ENSGALG00000013777
coturnix_japonica ENSCJPG00005008678
numida_meleagris ENSNMEG00000021963
anser_brachyrhynchus ENSABRG00000011414
anas_platyrhynchos ENSAPLG00000008521
melopsittacus_undulatus ENSMUNG00000004898
manacus_vitellinus ENSMVIG00005016993
lepidothrix_coronata ENSLCOG00000003579
parus_major ENSPMJG00000008425
cyanistes_caeruleus ENSCCEG00000013484
ficedula_albicollis ENSFALG00000012719
junco_hyemalis ENSJHYG00000016186
zonotrichia_albicollis ENSZALG00000009257
serinus_canaria ENSSCAG00000014300
lonchura_striata ENSLSDG00000010133
taeniopygia_guttata ENSTGUG00000010992
calidris_pugnax ENSCPUG00000004403
crocodylus_porosus ENSCPRG00005000998
pogona_vitticeps ENSPVIG00000012890
salvator_merianae ENSSMRG00000000172
xenopus_tropicalis ENSXETG00000011990
denticeps_clupeoides ENSDCDG00000020719
denticeps_clupeoides ENSDCDG00000020907
clupea_harengus ENSCHAG00000004595
astyanax_mexicanus ENSAMXG00000010455
astyanax_mexicanus ENSAMXG00005013125
pygocentrus_nattereri ENSPNAG00000027721
electrophorus_electricus ENSEEEG00000024620
ictalurus_punctatus ENSIPUG00000001763
danio_rerio ENSDARG00000013973
hucho_hucho ENSHHUG00000000413
hucho_hucho ENSHHUG00000034101
esox_lucius ENSELUG00000023636
scophthalmus_maximus ENSSMAG00000007264
cynoglossus_semilaevis ENSCSEG00000005804
poecilia_latipinna ENSPLAG00000021381
poecilia_formosa ENSPFOG00000017063
poecilia_mexicana ENSPMEG00000001598
poecilia_reticulata ENSPREG00000013958
gambusia_affinis ENSGAFG00000013761
xiphophorus_maculatus ENSXMAG00000021480
fundulus_heteroclitus ENSFHEG00000011775
cyprinodon_variegatus ENSCVAG00000021530
kryptolebias_marmoratus ENSKMAG00000015076
oryzias_latipes ENSORLG00015009695
oryzias_latipes ENSORLG00000021852
oryzias_melastigma ENSOMEG00000023022
gouania_willdenowi ENSGWIG00000007098
takifugu_rubripes ENSTRUG00000015942
tetraodon_nigroviridis ENSTNIG00000003887
gasterosteus_aculeatus ENSGACG00000011993
larimichthys_crocea ENSLCRG00005021140
labrus_bergylta ENSLBEG00000027231
mola_mola ENSMMOG00000015878
amphiprion_ocellaris ENSAOCG00000015029
amphiprion_percula ENSAPEG00000014259
acanthochromis_polyacanthus ENSAPOG00000023983
stegastes_partitus ENSSPAG00000002003
parambassis_ranga ENSPRNG00000006755
astatotilapia_calliptera ENSACLG00000006088
maylandia_zebra ENSMZEG00005012886
pundamilia_nyererei ENSPNYG00000001113
haplochromis_burtoni ENSHBUG00000004370
neolamprologus_brichardi ENSNBRG00000008992
oreochromis_niloticus ENSONIG00000018688
amphilophus_citrinellus ENSACIG00000014900
seriola_dumerili ENSSDUG00000008383
seriola_lalandi ENSSLDG00000007305
lates_calcarifer ENSLCAG00010021735
mastacembelus_armatus ENSMAMG00000019640
monopterus_albus ENSMALG00000004024
anabas_testudineus ENSATEG00000000247
betta_splendens ENSBSLG00000005275
periophthalmus_magnuspinnatus ENSPMGG00000007824
hippocampus_comes ENSHCOG00000012396
gadus_morhua ENSGMOG00000004257
scleropages_formosus ENSSFOG00015014407
paramormyrops_kingsleyae ENSPKIG00000001815
lepisosteus_oculatus ENSLOCG00000000733
erpetoichthys_calabaricus ENSECRG00000013171
eptatretus_burgeri ENSEBUG00000015554
