ciona_intestinalis ENSCING00000019861
ciona_savignyi ENSCSAVG00000006772
anolis_carolinensis ENSACAG00000003677
pogona_vitticeps ENSPVIG00000020290
notechis_scutatus ENSNSUG00000008023
salvator_merianae ENSSMRG00000011238
sphenodon_punctatus ENSSPUG00000012191
chelonoidis_abingdonii ENSCABG00000010228
gopherus_agassizii ENSGAGG00000020225
chrysemys_picta ENSCPBG00000016516
pelodiscus_sinensis ENSPSIG00000012883
cyprinodon_variegatus ENSCVAG00000018664
fundulus_heteroclitus ENSFHEG00000011099
xiphophorus_maculatus ENSXMAG00000009224
xiphophorus_couchianus ENSXCOG00000008576
gambusia_affinis ENSGAFG00000007733
poecilia_formosa ENSPFOG00000010765
poecilia_latipinna ENSPLAG00000020074
poecilia_mexicana ENSPMEG00000010117
poecilia_reticulata ENSPREG00000005153
oryzias_latipes ENSORLG00015000085
oryzias_latipes ENSORLG00000024706
oryzias_latipes ENSORLG00020010530
oryzias_melastigma ENSOMEG00000006769
stegastes_partitus ENSSPAG00000012281
kryptolebias_marmoratus ENSKMAG00000006213
astatotilapia_calliptera ENSACLG00000006909
haplochromis_burtoni ENSHBUG00000000023
pundamilia_nyererei ENSPNYG00000000272
maylandia_zebra ENSMZEG00005011831
maylandia_zebra ENSMZEG00005024607
neolamprologus_brichardi ENSNBRG00000012700
amphilophus_citrinellus ENSACIG00000006127
cottoperca_gobio ENSCGOG00000007938
hippocampus_comes ENSHCOG00000005457
gouania_willdenowi ENSGWIG00000020973
takifugu_rubripes ENSTRUG00000024111
tetraodon_nigroviridis ENSTNIG00000002046
scophthalmus_maximus ENSSMAG00000004844
lates_calcarifer ENSLCAG00010015576
gasterosteus_aculeatus ENSGACG00000018187
mola_mola ENSMMOG00000004299
labrus_bergylta ENSLBEG00000026868
larimichthys_crocea ENSLCRG00005018037
seriola_lalandi ENSSLDG00000013761
seriola_dumerili ENSSDUG00000006065
amphiprion_ocellaris ENSAOCG00000016340
amphiprion_percula ENSAPEG00000018787
acanthochromis_polyacanthus ENSAPOG00000012529
mastacembelus_armatus ENSMAMG00000008800
anabas_testudineus ENSATEG00000005468
periophthalmus_magnuspinnatus ENSPMGG00000017522
gadus_morhua ENSGMOG00000005594
hucho_hucho ENSHHUG00000019549
hucho_hucho ENSHHUG00000004865
esox_lucius ENSELUG00000023704
clupea_harengus ENSCHAG00000015813
denticeps_clupeoides ENSDCDG00000023405
danio_rerio ENSDARG00000029064
astyanax_mexicanus ENSAMXG00005000655
astyanax_mexicanus ENSAMXG00000033448
pygocentrus_nattereri ENSPNAG00000017747
ictalurus_punctatus ENSIPUG00000013566
electrophorus_electricus ENSEEEG00000014916
paramormyrops_kingsleyae ENSPKIG00000024365
scleropages_formosus ENSSFOG00015018732
lepisosteus_oculatus ENSLOCG00000010627
erpetoichthys_calabaricus ENSECRG00000007848
latimeria_chalumnae ENSLACG00000008524
callorhinchus_milii ENSCMIG00000002275
apteryx_haastii ENSAHAG00000007522
dromaius_novaehollandiae ENSDNVG00000011191
nothoprocta_perdicaria ENSNPEG00000002892
meleagris_gallopavo ENSMGAG00000009135
gallus_gallus ENSGALG00000028302
numida_meleagris ENSNMEG00000020507
anser_brachyrhynchus ENSABRG00000016335
manacus_vitellinus ENSMVIG00005017566
lepidothrix_coronata ENSLCOG00000011089
taeniopygia_guttata ENSTGUG00000000193
lonchura_striata ENSLSDG00000004335
serinus_canaria ENSSCAG00000001631
junco_hyemalis ENSJHYG00000006967
zonotrichia_albicollis ENSZALG00000014028
ficedula_albicollis ENSFALG00000008909
cyanistes_caeruleus ENSCCEG00000019150
parus_major ENSPMJG00000006309
calidris_pugnax ENSCPUG00000006431
calidris_pygmaea ENSCPGG00000010864
melopsittacus_undulatus ENSMUNG00000003907
crocodylus_porosus ENSCPRG00005008482
loxodonta_africana ENSLAFG00000010551
procavia_capensis ENSPCAG00000003960
castor_canadensis ENSCCNG00000028934
dipodomys_ordii ENSDORG00000023927
cricetulus_griseus ENSCGRG00015025075
cricetulus_griseus ENSCGRG00001017522
mesocricetus_auratus ENSMAUG00000021198
microtus_ochrogaster ENSMOCG00000019628
peromyscus_maniculatus ENSPEMG00000002846
mus_caroli MGP_CAROLIEiJ_G0016333
mus_spretus MGP_SPRETEiJ_G0017177
mus_musculus ENSMUSG00000044894
mus_spicilegus ENSMSIG00000018932
mus_pahari MGP_PahariEiJ_G0017468
mus_spicilegus ENSMSIG00000007637
rattus_norvegicus ENSRNOG00000048174
meriones_unguiculatus ENSMUGG00000018807
nannospalax_galili ENSNGAG00000016376
jaculus_jaculus ENSJJAG00000011956
oryctolagus_cuniculus ENSOCUG00000013627
pteropus_vampyrus ENSPVAG00000015201
myotis_lucifugus ENSMLUG00000007686
neovison_vison ENSNVIG00000017379
neovison_vison ENSNVIG00000007040
mustela_putorius ENSMPUG00000010443
canis_lupus ENSCAFG00020000932
canis_lupus ENSCAFG00000000919
vulpes_vulpes ENSVVUG00000024537
ursus_americanus ENSUAMG00000025986
ursus_maritimus ENSUMAG00000018082
ailuropoda_melanoleuca ENSAMEG00000017762
panthera_pardus ENSPPRG00000014061
panthera_tigris ENSPTIG00000019667
felis_catus ENSFCAG00000024071
equus_caballus ENSECAG00000029282
capra_hircus ENSCHIG00000017488
ovis_aries ENSOARG00000013236
bos_indicus ENSBIXG00005000603
bos_indicus ENSBIXG00000001997
bos_taurus ENSBTAG00000009479
bos_mutus ENSBMUG00000002537
bison_bison ENSBBBG00000004808
tursiops_truncatus ENSTTRG00000014727
sus_scrofa ENSSSCG00000014289
vicugna_pacos ENSVPAG00000008823
chinchilla_lanigera ENSCLAG00000015359
cavia_porcellus ENSCPOG00000022324
