takifugu_rubripes ENSTRUG00000018520
tetraodon_nigroviridis ENSTNIG00000013514
mola_mola ENSMMOG00000009382
labrus_bergylta ENSLBEG00000021783
gasterosteus_aculeatus ENSGACG00000015598
fundulus_heteroclitus ENSFHEG00000007837
cyprinodon_variegatus ENSCVAG00000006658
xiphophorus_maculatus ENSXMAG00000027972
xiphophorus_couchianus ENSXCOG00000010112
gambusia_affinis ENSGAFG00000004355
poecilia_formosa ENSPFOG00000006870
poecilia_latipinna ENSPLAG00000014761
poecilia_mexicana ENSPMEG00000020671
poecilia_reticulata ENSPREG00000016692
kryptolebias_marmoratus ENSKMAG00000022001
cynoglossus_semilaevis ENSCSEG00000012141
maylandia_zebra ENSMZEG00005008030
astatotilapia_calliptera ENSACLG00000024725
pundamilia_nyererei ENSPNYG00000003720
haplochromis_burtoni ENSHBUG00000011487
neolamprologus_brichardi ENSNBRG00000018808
oreochromis_niloticus ENSONIG00000015315
amphilophus_citrinellus ENSACIG00000007612
amphiprion_ocellaris ENSAOCG00000011972
amphiprion_percula ENSAPEG00000011091
acanthochromis_polyacanthus ENSAPOG00000013060
stegastes_partitus ENSSPAG00000011769
seriola_lalandi_dorsalis ENSSLDG00000011336
seriola_dumerili ENSSDUG00000023561
scophthalmus_maximus ENSSMAG00000010476
monopterus_albus ENSMALG00000018519
mastacembelus_armatus ENSMAMG00000011284
anabas_testudineus ENSATEG00000004100
periophthalmus_magnuspinnatus ENSPMGG00000017222
oryzias_latipes_asm223469v1 ENSORLG00015004947
oryzias_latipes ENSORLG00000000423
oryzias_melastigma ENSOMEG00000004349
hippocampus_comes ENSHCOG00000004679
gadus_morhua ENSGMOG00000017803
esox_lucius ENSELUG00000002604
pygocentrus_nattereri ENSPNAG00000020198
astyanax_mexicanus ENSAMXG00000013653
ictalurus_punctatus ENSIPUG00000020273
danio_rerio ENSDARG00000091402
paramormyrops_kingsleyae ENSPKIG00000023668
scleropages_formosus ENSSFOG00015018042
esox_lucius ENSELUG00000016223
