castor_canadensis ENSCCNG00000029393
oryctolagus_cuniculus ENSOCUG00000003128
erinaceus_europaeus ENSEEUG00000010241
myotis_lucifugus ENSMLUG00000023919
canis_lupus_dingo ENSCAFG00020025073
vulpes_vulpes ENSVVUG00000021000
canis_lupus_familiaris ENSCAFG00000024930
felis_catus ENSFCAG00000045381
sus_scrofa ENSSSCG00000036822
mustela_putorius_furo ENSMPUG00000009240
neovison_vison ENSNVIG00000005301
ursus_americanus ENSUAMG00000014923
ursus_maritimus ENSUMAG00000015713
panthera_tigris_altaica ENSPTIG00000016182
panthera_pardus ENSPPRG00000014432
bos_mutus ENSBMUG00000019876
bos_taurus ENSBTAG00000006042
bison_bison_bison ENSBBBG00000009966
ovis_aries ENSOARG00000001910
pteropus_vampyrus ENSPVAG00000006470
equus_caballus ENSECAG00000031209
equus_asinus_asinus ENSEASG00005019409
pan_troglodytes ENSPTRG00000031334
homo_sapiens ENSG00000204161
gorilla_gorilla ENSGGOG00000024425
nomascus_leucogenys ENSNLEG00000028739
colobus_angolensis_palliatus ENSCANG00000035369
piliocolobus_tephrosceles ENSPTEG00000021386
rhinopithecus_bieti ENSRBIG00000032316
rhinopithecus_roxellana ENSRROG00000028715
macaca_fascicularis ENSMFAG00000002242
macaca_nemestrina ENSMNEG00000034199
macaca_mulatta ENSMMUG00000030590
mandrillus_leucophaeus ENSMLEG00000034701
cercocebus_atys ENSCATG00000031839
theropithecus_gelada ENSTGEG00000012663
chlorocebus_sabaeus ENSCSAG00000010410
papio_anubis ENSPANG00000033574
cebus_capucinus ENSCCAG00000035615
saimiri_boliviensis_boliviensis ENSSBOG00000031292
callithrix_jacchus ENSCJAG00000013489
aotus_nancymaae ENSANAG00000018814
carlito_syrichta ENSTSYG00000030061
propithecus_coquereli ENSPCOG00000027347
microcebus_murinus ENSMICG00000045683
prolemur_simus ENSPSMG00000002412
otolemur_garnettii ENSOGAG00000024764
mus_spicilegus ENSMSIG00000012345
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019096
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019982
mus_musculus ENSMUSG00000041707
mus_pahari MGP_PahariEiJ_G0030114
rattus_norvegicus ENSRNOG00000042628
meriones_unguiculatus ENSMUGG00000026911
cricetulus_griseus_crigri-picr ENSCGRG00015020181
cricetulus_griseus_chok1gshd ENSCGRG00001018490
cricetulus_griseus_crigri ENSCGRG00000014375
mesocricetus_auratus ENSMAUG00000002008
microtus_ochrogaster ENSMOCG00000018319
peromyscus_maniculatus_bairdii ENSPEMG00000012231
nannospalax_galili ENSNGAG00000021469
cavia_aperea ENSCAPG00000008917
cavia_porcellus ENSCPOG00000030460
chinchilla_lanigera ENSCLAG00000000246
urocitellus_parryii ENSUPAG00010003609
marmota_marmota_marmota ENSMMMG00000019150
ictidomys_tridecemlineatus ENSSTOG00000010501
ochotona_princeps ENSOPRG00000005796
phascolarctos_cinereus ENSPCIG00000007884
sarcophilus_harrisii ENSSHAG00000018736
