drosophila_melanogaster FBgn0033350
caenorhabditis_elegans WBGene00018593
neovison_vison ENSNVIG00000020808
mustela_putorius ENSMPUG00000005173
ursus_americanus ENSUAMG00000015338
ursus_maritimus ENSUMAG00000017623
ailuropoda_melanoleuca ENSAMEG00000000720
canis_lupus ENSCAFG00020012400
canis_lupus ENSCAFG00000029590
vulpes_vulpes ENSVVUG00000003308
panthera_pardus ENSPPRG00000005870
panthera_tigris ENSPTIG00000016827
felis_catus ENSFCAG00000023432
pteropus_vampyrus ENSPVAG00000003760
myotis_lucifugus ENSMLUG00000004769
sus_scrofa ENSSSCG00000001070
vicugna_pacos ENSVPAG00000002071
ovis_aries ENSOARG00000011736
capra_hircus ENSCHIG00000010066
bos_indicus ENSBIXG00005001959
bos_indicus ENSBIXG00000028641
bos_taurus ENSBTAG00000017118
bos_mutus ENSBMUG00000012105
bison_bison ENSBBBG00000012208
tursiops_truncatus ENSTTRG00000007041
equus_asinus ENSEASG00005011781
pan_troglodytes ENSPTRG00000017751
pan_paniscus ENSPPAG00000027468
gorilla_gorilla ENSGGOG00000025141
homo_sapiens ENSG00000137414
pongo_abelii ENSPPYG00000016258
nomascus_leucogenys ENSNLEG00000001130
theropithecus_gelada ENSTGEG00000018483
papio_anubis ENSPANG00000016968
chlorocebus_sabaeus ENSCSAG00000007614
macaca_fascicularis ENSMFAG00000041198
macaca_mulatta ENSMMUG00000001992
macaca_nemestrina ENSMNEG00000031907
cercocebus_atys ENSCATG00000012676
mandrillus_leucophaeus ENSMLEG00000037907
rhinopithecus_bieti ENSRBIG00000029306
rhinopithecus_roxellana ENSRROG00000043348
colobus_angolensis ENSCANG00000035098
piliocolobus_tephrosceles ENSPTEG00000009263
cebus_capucinus ENSCCAG00000019876
saimiri_boliviensis ENSSBOG00000027114
callithrix_jacchus ENSCJAG00000006674
aotus_nancymaae ENSANAG00000033334
carlito_syrichta ENSTSYG00000031461
propithecus_coquereli ENSPCOG00000024881
prolemur_simus ENSPSMG00000019324
microcebus_murinus ENSMICG00000045527
otolemur_garnettii ENSOGAG00000026076
mus_musculus ENSMUSG00000069237
mus_spicilegus ENSMSIG00000001098
mus_spretus MGP_SPRETEiJ_G0019362
mus_pahari MGP_PahariEiJ_G0019550
