pygocentrus_nattereri ENSPNAG00000005653
astyanax_mexicanus ENSAMXG00000039533
ictalurus_punctatus ENSIPUG00000013150
danio_rerio ENSDARG00000075281
oryzias_latipes_asm223469v1 ENSORLG00015006743
oryzias_latipes ENSORLG00020007377
oryzias_latipes ENSORLG00000016842
oryzias_melastigma ENSOMEG00000000637
fundulus_heteroclitus ENSFHEG00000009361
cyprinodon_variegatus ENSCVAG00000001318
poecilia_reticulata ENSPREG00000018359
xiphophorus_couchianus ENSXCOG00000011931
poecilia_formosa ENSPFOG00000003778
poecilia_latipinna ENSPLAG00000000704
poecilia_mexicana ENSPMEG00000006088
xiphophorus_maculatus ENSXMAG00000002902
gambusia_affinis ENSGAFG00000004471
cynoglossus_semilaevis ENSCSEG00000020078
takifugu_rubripes ENSTRUG00000012364
tetraodon_nigroviridis ENSTNIG00000012645
mola_mola ENSMMOG00000006760
labrus_bergylta ENSLBEG00000022798
gasterosteus_aculeatus ENSGACG00000020092
seriola_dumerili ENSSDUG00000015199
seriola_lalandi_dorsalis ENSSLDG00000017239
scophthalmus_maximus ENSSMAG00000006172
mastacembelus_armatus ENSMAMG00000017674
anabas_testudineus ENSATEG00000022181
amphiprion_percula ENSAPEG00000018002
amphiprion_ocellaris ENSAOCG00000017836
acanthochromis_polyacanthus ENSAPOG00000015872
stegastes_partitus ENSSPAG00000000466
haplochromis_burtoni ENSHBUG00000005435
astatotilapia_calliptera ENSACLG00000014531
maylandia_zebra ENSMZEG00005000303
oreochromis_niloticus ENSONIG00000017899
pundamilia_nyererei ENSPNYG00000015471
neolamprologus_brichardi ENSNBRG00000012498
amphilophus_citrinellus ENSACIG00000003749
kryptolebias_marmoratus ENSKMAG00000014297
periophthalmus_magnuspinnatus ENSPMGG00000000403
hippocampus_comes ENSHCOG00000005272
gadus_morhua ENSGMOG00000000943
esox_lucius ENSELUG00000010356
paramormyrops_kingsleyae ENSPKIG00000009589
scleropages_formosus ENSSFOG00015023181
lepisosteus_oculatus ENSLOCG00000017068
apteryx_owenii ENSAOWG00000005763
apteryx_haastii ENSAHAG00000003438
apteryx_rowi ENSARWG00000003277
dromaius_novaehollandiae ENSDNVG00000008513
nothoprocta_perdicaria ENSNPEG00000007338
meleagris_gallopavo ENSMGAG00000010270
coturnix_japonica ENSCJPG00005015719
gallus_gallus ENSGALG00000009859
