drosophila_melanogaster FBgn0085430
caenorhabditis_elegans WBGene00004140
chinchilla_lanigera ENSCLAG00000011062
octodon_degus ENSODEG00000015594
cavia_porcellus ENSCPOG00000020625
cavia_aperea ENSCAPG00000017554
heterocephalus_glaber ENSHGLG00000014670
heterocephalus_glaber ENSHGLG00100009418
fukomys_damarensis ENSFDAG00000012997
urocitellus_parryii ENSUPAG00010010484
spermophilus_dauricus ENSSDAG00000011714
ictidomys_tridecemlineatus ENSSTOG00000023617
marmota_marmota ENSMMMG00000023458
castor_canadensis ENSCCNG00000015519
dipodomys_ordii ENSDORG00000005553
mus_spicilegus ENSMSIG00000007856
mus_spretus MGP_SPRETEiJ_G0019876
mus_musculus ENSMUSG00000021819
mus_caroli MGP_CAROLIEiJ_G0018998
mus_pahari MGP_PahariEiJ_G0030012
rattus_norvegicus ENSRNOG00000009596
rattus_norvegicus ENSRNOG00000056617
meriones_unguiculatus ENSMUGG00000019956
cricetulus_griseus ENSCGRG00015016455
cricetulus_griseus ENSCGRG00000010622
cricetulus_griseus ENSCGRG00001013510
mesocricetus_auratus ENSMAUG00000009221
microtus_ochrogaster ENSMOCG00000004984
peromyscus_maniculatus ENSPEMG00000020835
nannospalax_galili ENSNGAG00000019703
jaculus_jaculus ENSJJAG00000002294
oryctolagus_cuniculus ENSOCUG00000020924
cercocebus_atys ENSCATG00000018884
mandrillus_leucophaeus ENSMLEG00000038013
theropithecus_gelada ENSTGEG00000028231
macaca_nemestrina ENSMNEG00000043204
macaca_mulatta ENSMMUG00000004604
macaca_fascicularis ENSMFAG00000041406
chlorocebus_sabaeus ENSCSAG00000008933
colobus_angolensis ENSCANG00000039075
piliocolobus_tephrosceles ENSPTEG00000035722
rhinopithecus_bieti ENSRBIG00000044886
rhinopithecus_roxellana ENSRROG00000031925
gorilla_gorilla ENSGGOG00000006189
homo_sapiens ENSG00000214655
saimiri_boliviensis ENSSBOG00000024671
cebus_capucinus ENSCCAG00000029303
otolemur_garnettii ENSOGAG00000028969
bos_indicus ENSBIXG00000010616
bos_indicus ENSBIXG00005002210
bos_taurus ENSBTAG00000012657
bos_mutus ENSBMUG00000011988
bison_bison ENSBBBG00000005434
ovis_aries ENSOARG00000008144
capra_hircus ENSCHIG00000000068
