mastacembelus_armatus ENSMAMG00000022850
monopterus_albus ENSMALG00000000154
anabas_testudineus ENSATEG00000005953
seriola_dumerili ENSSDUG00000001662
astatotilapia_calliptera ENSACLG00000001261
haplochromis_burtoni ENSHBUG00000013099
maylandia_zebra ENSMZEG00005014081
oreochromis_niloticus ENSONIG00000012723
amphiprion_percula ENSAPEG00000020312
amphiprion_ocellaris ENSAOCG00000010540
oryzias_latipes ENSORLG00020002581
oryzias_latipes_asm223469v1 ENSORLG00015015482
oryzias_latipes ENSORLG00000025564
oryzias_melastigma ENSOMEG00000003571
poecilia_mexicana ENSPMEG00000015088
poecilia_formosa ENSPFOG00000010240
xiphophorus_maculatus ENSXMAG00000027761
gasterosteus_aculeatus ENSGACG00000000622
labrus_bergylta ENSLBEG00000012393
tetraodon_nigroviridis ENSTNIG00000010329
cynoglossus_semilaevis ENSCSEG00000015780
gadus_morhua ENSGMOG00000011296
esox_lucius ENSELUG00000015047
pygocentrus_nattereri ENSPNAG00000018153
astyanax_mexicanus ENSAMXG00000009861
ictalurus_punctatus ENSIPUG00000007743
scleropages_formosus ENSSFOG00015021006
lepisosteus_oculatus ENSLOCG00000003529
