anser_brachyrhynchus ENSABRG00000014036
gallus_gallus ENSGALG00000044313
serinus_canaria ENSSCAG00000014586
ficedula_albicollis ENSFALG00000012094
calidris_pygmaea ENSCPGG00000006840
coturnix_japonica ENSCJPG00005009308
gopherus_agassizii ENSGAGG00000025302
chelonoidis_abingdonii ENSCABG00000017315
chrysemys_picta_bellii ENSCPBG00000021577
pelodiscus_sinensis ENSPSIG00000017970
sphenodon_punctatus ENSSPUG00000000257
heterocephalus_glaber_female ENSHGLG00000016636
fukomys_damarensis ENSFDAG00000006271
cavia_porcellus ENSCPOG00000038117
cavia_aperea ENSCAPG00000010904
chinchilla_lanigera ENSCLAG00000007851
spermophilus_dauricus ENSSDAG00000017225
urocitellus_parryii ENSUPAG00010016745
marmota_marmota_marmota ENSMMMG00000020439
mus_spicilegus ENSMSIG00000007423
mus_musculus ENSMUSG00000040367
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027933
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026938
mus_pahari MGP_PahariEiJ_G0021711
rattus_norvegicus ENSRNOG00000026196
meriones_unguiculatus ENSMUGG00000010933
meriones_unguiculatus ENSMUGG00000010820
cricetulus_griseus_chok1gshd ENSCGRG00001013802
cricetulus_griseus_crigri ENSCGRG00000006416
cricetulus_griseus_crigri-picr ENSCGRG00015024487
mesocricetus_auratus ENSMAUG00000011173
peromyscus_maniculatus_bairdii ENSPEMG00000015593
microtus_ochrogaster ENSMOCG00000006030
nannospalax_galili ENSNGAG00000020640
jaculus_jaculus ENSJJAG00000015021
dipodomys_ordii ENSDORG00000023933
oryctolagus_cuniculus ENSOCUG00000004559
ochotona_princeps ENSOPRG00000010399
tupaia_belangeri ENSTBEG00000008373
gorilla_gorilla ENSGGOG00000011266
homo_sapiens ENSG00000240720
pan_troglodytes ENSPTRG00000041391
pan_troglodytes ENSPTRG00000051323
pan_paniscus ENSPPAG00000014062
nomascus_leucogenys ENSNLEG00000015252
piliocolobus_tephrosceles ENSPTEG00000028141
colobus_angolensis_palliatus ENSCANG00000031959
rhinopithecus_roxellana ENSRROG00000030215
theropithecus_gelada ENSTGEG00000003301
papio_anubis ENSPANG00000024550
cercocebus_atys ENSCATG00000020695
mandrillus_leucophaeus ENSMLEG00000030878
macaca_mulatta ENSMMUG00000038731
macaca_fascicularis ENSMFAG00000032600
macaca_nemestrina ENSMNEG00000027250
chlorocebus_sabaeus ENSCSAG00000012560
saimiri_boliviensis_boliviensis ENSSBOG00000034443
cebus_capucinus ENSCCAG00000020349
callithrix_jacchus ENSCJAG00000014016
aotus_nancymaae ENSANAG00000029885
rhinopithecus_bieti ENSRBIG00000029628
pongo_abelii ENSPPYG00000017823
carlito_syrichta ENSTSYG00000025726
prolemur_simus ENSPSMG00000011390
microcebus_murinus ENSMICG00000037045
propithecus_coquereli ENSPCOG00000015248
otolemur_garnettii ENSOGAG00000001383
bos_taurus ENSBTAG00000001571
bos_mutus ENSBMUG00000002539
bison_bison_bison ENSBBBG00000017736
ovis_aries ENSOARG00000017669
capra_hircus ENSCHIG00000018885
sus_scrofa ENSSSCG00000029092
equus_asinus_asinus ENSEASG00005020024
equus_caballus ENSECAG00000014527
ursus_maritimus ENSUMAG00000018987
ursus_americanus ENSUAMG00000025532
ailuropoda_melanoleuca ENSAMEG00000005721
neovison_vison ENSNVIG00000004024
mustela_putorius_furo ENSMPUG00000008496
canis_lupus_dingo ENSCAFG00020012589
canis_lupus_familiaris ENSCAFG00000001947
vulpes_vulpes ENSVVUG00000014702
felis_catus ENSFCAG00000042221
panthera_tigris_altaica ENSPTIG00000017125
erinaceus_europaeus ENSEEUG00000002680
sorex_araneus ENSSARG00000000465
loxodonta_africana ENSLAFG00000030816
procavia_capensis ENSPCAG00000011429
dasypus_novemcinctus ENSDNOG00000041070
felis_catus ENSFCAG00000031639
panthera_pardus ENSPPRG00000010461
pteropus_vampyrus ENSPVAG00000006623
tursiops_truncatus ENSTTRG00000010324
vicugna_pacos ENSVPAG00000005208
choloepus_hoffmanni ENSCHOG00000013249
echinops_telfairi ENSETEG00000000668
sarcophilus_harrisii ENSSHAG00000018854
ornithorhynchus_anatinus ENSOANG00000007205
xenopus_tropicalis ENSXETG00000030611
latimeria_chalumnae ENSLACG00000003410
lepisosteus_oculatus ENSLOCG00000010613
