anser_brachyrhynchus ENSABRG00000014411
anas_platyrhynchos_platyrhynchos ENSAPLG00000001579
coturnix_japonica ENSCJPG00005008348
gallus_gallus ENSGALG00000032659
numida_meleagris ENSNMEG00000007627
taeniopygia_guttata ENSTGUG00000003856
lonchura_striata_domestica ENSLSDG00000015831
serinus_canaria ENSSCAG00000004121
ficedula_albicollis ENSFALG00000015280
zonotrichia_albicollis ENSZALG00000006985
junco_hyemalis ENSJHYG00000014034
cyanistes_caeruleus ENSCCEG00000020156
parus_major ENSPMJG00000009445
lepidothrix_coronata ENSLCOG00000008507
manacus_vitellinus ENSMVIG00005005882
melopsittacus_undulatus ENSMUNG00000004877
calidris_pygmaea ENSCPGG00000014159
calidris_pugnax ENSCPUG00000012985
apteryx_owenii ENSAOWG00000013360
apteryx_haastii ENSAHAG00000013162
apteryx_rowi ENSARWG00000009934
dromaius_novaehollandiae ENSDNVG00000015281
nothoprocta_perdicaria ENSNPEG00000012754
crocodylus_porosus ENSCPRG00005011411
chelonoidis_abingdonii ENSCABG00000009832
gopherus_agassizii ENSGAGG00000020133
chrysemys_picta_bellii ENSCPBG00000021330
pelodiscus_sinensis ENSPSIG00000007193
pogona_vitticeps ENSPVIG00000008266
anolis_carolinensis ENSACAG00000009133
notechis_scutatus ENSNSUG00000010595
salvator_merianae ENSSMRG00000010724
sphenodon_punctatus ENSSPUG00000001657
notamacropus_eugenii ENSMEUG00000014660
phascolarctos_cinereus ENSPCIG00000026453
monodelphis_domestica ENSMODG00000025433
sarcophilus_harrisii ENSSHAG00000017015
loxodonta_africana ENSLAFG00000017972
prolemur_simus ENSPSMG00000019917
otolemur_garnettii ENSOGAG00000013251
pan_troglodytes ENSPTRG00000014522
homo_sapiens ENSG00000100426
gorilla_gorilla ENSGGOG00000009913
pongo_abelii ENSPPYG00000011967
nomascus_leucogenys ENSNLEG00000018235
papio_anubis ENSPANG00000010852
theropithecus_gelada ENSTGEG00000003105
cercocebus_atys ENSCATG00000019780
mandrillus_leucophaeus ENSMLEG00000015352
macaca_fascicularis ENSMFAG00000029961
macaca_mulatta ENSMMUG00000018833
macaca_nemestrina ENSMNEG00000027539
chlorocebus_sabaeus ENSCSAG00000019288
piliocolobus_tephrosceles ENSPTEG00000005047
colobus_angolensis_palliatus ENSCANG00000009190
rhinopithecus_bieti ENSRBIG00000025613
rhinopithecus_roxellana ENSRROG00000037491
callithrix_jacchus ENSCJAG00000016676
mus_spicilegus ENSMSIG00000021169
mus_musculus ENSMUSG00000034333
mus_pahari MGP_PahariEiJ_G0020147
rattus_norvegicus ENSRNOG00000004588
meriones_unguiculatus ENSMUGG00000015437
cricetulus_griseus_chok1gshd ENSCGRG00001010059
cricetulus_griseus_crigri-picr ENSCGRG00015022579
cricetulus_griseus_crigri ENSCGRG00000001154
mesocricetus_auratus ENSMAUG00000008363
peromyscus_maniculatus_bairdii ENSPEMG00000024147
microtus_ochrogaster ENSMOCG00000001589
nannospalax_galili ENSNGAG00000002724
jaculus_jaculus ENSJJAG00000006493
marmota_marmota_marmota ENSMMMG00000007585
ictidomys_tridecemlineatus ENSSTOG00000023379
chinchilla_lanigera ENSCLAG00000017234
octodon_degus ENSODEG00000020394
cavia_porcellus ENSCPOG00000035838
cavia_aperea ENSCAPG00000008108
heterocephalus_glaber_female ENSHGLG00000020932
heterocephalus_glaber_male ENSHGLG00100019232
fukomys_damarensis ENSFDAG00000011641
dipodomys_ordii ENSDORG00000024848
equus_asinus_asinus ENSEASG00005021461
equus_caballus ENSECAG00000001385
myotis_lucifugus ENSMLUG00000008744
oryctolagus_cuniculus ENSOCUG00000029472
oryctolagus_cuniculus ENSOCUG00000014075
sorex_araneus ENSSARG00000001048
bison_bison_bison ENSBBBG00000024350
bos_taurus ENSBTAG00000049889
capra_hircus ENSCHIG00000004793
ovis_aries ENSOARG00000019626
sus_scrofa ENSSSCG00000035313
tursiops_truncatus ENSTTRG00000009815
dasypus_novemcinctus ENSDNOG00000018932
ornithorhynchus_anatinus ENSOANG00000003993
pteropus_vampyrus ENSPVAG00000005134
echinops_telfairi ENSETEG00000013043
ursus_americanus ENSUAMG00000015656
ursus_maritimus ENSUMAG00000018822
mustela_putorius_furo ENSMPUG00000018768
canis_lupus_familiaris ENSCAFG00000000714
canis_lupus_dingo ENSCAFG00020008791
vulpes_vulpes ENSVVUG00000025020
panthera_pardus ENSPPRG00000020865
panthera_pardus ENSPPRG00000022707
panthera_tigris_altaica ENSPTIG00000016847
felis_catus ENSFCAG00000013152
xenopus_tropicalis ENSXETG00000014526
latimeria_chalumnae ENSLACG00000007168
paramormyrops_kingsleyae ENSPKIG00000015093
scleropages_formosus ENSSFOG00015020407
scleropages_formosus ENSSFOG00015009672
paramormyrops_kingsleyae ENSPKIG00000014756
seriola_dumerili ENSSDUG00000011586
