calidris_pugnax ENSCPUG00000001602
calidris_pygmaea ENSCPGG00000003460
melopsittacus_undulatus ENSMUNG00000006029
gallus_gallus ENSGALG00000010043
meleagris_gallopavo ENSMGAG00000010499
coturnix_japonica ENSCJPG00005010186
numida_meleagris ENSNMEG00000016423
apteryx_haastii ENSAHAG00000012618
apteryx_rowi ENSARWG00000013712
dromaius_novaehollandiae ENSDNVG00000002242
apteryx_owenii ENSAOWG00000016408
nothoprocta_perdicaria ENSNPEG00000014600
anser_brachyrhynchus ENSABRG00000000937
anas_platyrhynchos_platyrhynchos ENSAPLG00000013334
lepidothrix_coronata ENSLCOG00000012418
manacus_vitellinus ENSMVIG00005005957
parus_major ENSPMJG00000014600
ficedula_albicollis ENSFALG00000010828
taeniopygia_guttata ENSTGUG00000002539
lonchura_striata_domestica ENSLSDG00000010563
serinus_canaria ENSSCAG00000010670
cyanistes_caeruleus ENSCCEG00000011746
junco_hyemalis ENSJHYG00000011500
zonotrichia_albicollis ENSZALG00000002906
crocodylus_porosus ENSCPRG00005009828
gopherus_agassizii ENSGAGG00000007770
chelonoidis_abingdonii ENSCABG00000011159
chrysemys_picta_bellii ENSCPBG00000025397
pelodiscus_sinensis ENSPSIG00000003992
sphenodon_punctatus ENSSPUG00000005765
anolis_carolinensis ENSACAG00000009636
pogona_vitticeps ENSPVIG00000025540
notechis_scutatus ENSNSUG00000009420
salvator_merianae ENSSMRG00000004828
equus_caballus ENSECAG00000020582
equus_asinus_asinus ENSEASG00005009072
myotis_lucifugus ENSMLUG00000000188
canis_lupus_dingo ENSCAFG00020024080
canis_lupus_familiaris ENSCAFG00000005191
vulpes_vulpes ENSVVUG00000001867
mustela_putorius_furo ENSMPUG00000017991
neovison_vison ENSNVIG00000015883
ursus_americanus ENSUAMG00000009284
ursus_maritimus ENSUMAG00000020229
ailuropoda_melanoleuca ENSAMEG00000001156
panthera_pardus ENSPPRG00000001570
panthera_tigris_altaica ENSPTIG00000021787
felis_catus ENSFCAG00000003303
vicugna_pacos ENSVPAG00000003382
sus_scrofa ENSSSCG00000038001
ovis_aries ENSOARG00000019454
capra_hircus ENSCHIG00000013719
bos_mutus ENSBMUG00000012928
bos_taurus ENSBTAG00000031332
bison_bison_bison ENSBBBG00000015224
tursiops_truncatus ENSTTRG00000012542
pteropus_vampyrus ENSPVAG00000006160
sorex_araneus ENSSARG00000012335
erinaceus_europaeus ENSEEUG00000007971
prolemur_simus ENSPSMG00000000894
microcebus_murinus ENSMICG00000015009
propithecus_coquereli ENSPCOG00000028176
otolemur_garnettii ENSOGAG00000000511
papio_anubis ENSPANG00000007399
theropithecus_gelada ENSTGEG00000024416
mandrillus_leucophaeus ENSMLEG00000036205
cercocebus_atys ENSCATG00000045210
macaca_mulatta ENSMMUG00000014458
macaca_fascicularis ENSMFAG00000042165
macaca_nemestrina ENSMNEG00000037434
chlorocebus_sabaeus ENSCSAG00000010259
rhinopithecus_roxellana ENSRROG00000038188
rhinopithecus_bieti ENSRBIG00000035118
colobus_angolensis_palliatus ENSCANG00000032242
piliocolobus_tephrosceles ENSPTEG00000007103
pan_troglodytes ENSPTRG00000011781
pan_paniscus ENSPPAG00000033081
homo_sapiens ENSG00000171174
gorilla_gorilla ENSGGOG00000011436
pongo_abelii ENSPPYG00000012534
nomascus_leucogenys ENSNLEG00000015285
cebus_capucinus ENSCCAG00000037556
callithrix_jacchus ENSCJAG00000009065
saimiri_boliviensis_boliviensis ENSSBOG00000023905
aotus_nancymaae ENSANAG00000022543
tupaia_belangeri ENSTBEG00000009142
castor_canadensis ENSCCNG00000003140
dipodomys_ordii ENSDORG00000013314
microtus_ochrogaster ENSMOCG00000000277
peromyscus_maniculatus_bairdii ENSPEMG00000020650
cricetulus_griseus_crigri-picr ENSCGRG00015025131
cricetulus_griseus_chok1gshd ENSCGRG00001020001
cricetulus_griseus_crigri ENSCGRG00000008035
mesocricetus_auratus ENSMAUG00000009060
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027099
mus_spicilegus ENSMSIG00000020092
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028095
mus_musculus ENSMUSG00000029136
mus_pahari MGP_PahariEiJ_G0029282
rattus_norvegicus ENSRNOG00000004710
meriones_unguiculatus ENSMUGG00000027000
jaculus_jaculus ENSJJAG00000020717
ictidomys_tridecemlineatus ENSSTOG00000012599
urocitellus_parryii ENSUPAG00010005782
spermophilus_dauricus ENSSDAG00000006511
marmota_marmota_marmota ENSMMMG00000020211
