chrysemys_picta_bellii ENSCPBG00000004039
gopherus_agassizii ENSGAGG00000015211
pelodiscus_sinensis ENSPSIG00000005865
meleagris_gallopavo ENSMGAG00000009592
coturnix_japonica ENSCJPG00005015724
gallus_gallus ENSGALG00000008022
numida_meleagris ENSNMEG00000022742
apteryx_owenii ENSAOWG00000004245
apteryx_haastii ENSAHAG00000016457
pogona_vitticeps ENSPVIG00000015538
salvator_merianae ENSSMRG00000013647
mus_musculus ENSMUSG00000024308
mus_spicilegus ENSMSIG00000012535
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022334
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021422
mus_pahari MGP_PahariEiJ_G0020427
rattus_norvegicus ENSRNOG00000029500
meriones_unguiculatus ENSMUGG00000018079
cricetulus_griseus_crigri-picr ENSCGRG00015028564
cricetulus_griseus_crigri ENSCGRG00000016189
cricetulus_griseus_chok1gshd ENSCGRG00001019225
mesocricetus_auratus ENSMAUG00000005999
microtus_ochrogaster ENSMOCG00000010072
peromyscus_maniculatus_bairdii ENSPEMG00000011953
nannospalax_galili ENSNGAG00000000457
jaculus_jaculus ENSJJAG00000000854
castor_canadensis ENSCCNG00000026595
dipodomys_ordii ENSDORG00000013835
urocitellus_parryii ENSUPAG00010013596
ictidomys_tridecemlineatus ENSSTOG00000025004
marmota_marmota_marmota ENSMMMG00000024240
spermophilus_dauricus ENSSDAG00000018855
chinchilla_lanigera ENSCLAG00000010992
octodon_degus ENSODEG00000017301
cavia_porcellus ENSCPOG00000024169
heterocephalus_glaber_female ENSHGLG00000017138
heterocephalus_glaber_male ENSHGLG00100016654
fukomys_damarensis ENSFDAG00000013908
oryctolagus_cuniculus ENSOCUG00000010563
ochotona_princeps ENSOPRG00000001010
pan_troglodytes ENSPTRG00000018043
pan_paniscus ENSPPAG00000024524
homo_sapiens ENSG00000231925
gorilla_gorilla ENSGGOG00000006593
pongo_abelii ENSPPYG00000017248
nomascus_leucogenys ENSNLEG00000006852
macaca_fascicularis ENSMFAG00000000942
macaca_nemestrina ENSMNEG00000029255
theropithecus_gelada ENSTGEG00000029471
macaca_mulatta ENSMMUG00000003875
papio_anubis ENSPANG00000022348
chlorocebus_sabaeus ENSCSAG00000009568
mandrillus_leucophaeus ENSMLEG00000026095
cercocebus_atys ENSCATG00000025425
colobus_angolensis_palliatus ENSCANG00000037687
piliocolobus_tephrosceles ENSPTEG00000023526
rhinopithecus_roxellana ENSRROG00000038715
rhinopithecus_bieti ENSRBIG00000040094
saimiri_boliviensis_boliviensis ENSSBOG00000031122
cebus_capucinus ENSCCAG00000030579
callithrix_jacchus ENSCJAG00000021675
aotus_nancymaae ENSANAG00000021536
carlito_syrichta ENSTSYG00000036113
