gallus_gallus ENSGALG00000002189
meleagris_gallopavo ENSMGAG00000001289
coturnix_japonica ENSCJPG00005001045
numida_meleagris ENSNMEG00000008270
anser_brachyrhynchus ENSABRG00000016986
lepidothrix_coronata ENSLCOG00000015224
manacus_vitellinus ENSMVIG00005017103
junco_hyemalis ENSJHYG00000014052
zonotrichia_albicollis ENSZALG00000016033
serinus_canaria ENSSCAG00000015891
lonchura_striata_domestica ENSLSDG00000011250
ficedula_albicollis ENSFALG00000009777
cyanistes_caeruleus ENSCCEG00000003423
parus_major ENSPMJG00000007292
melopsittacus_undulatus ENSMUNG00000000999
calidris_pygmaea ENSCPGG00000003600
calidris_pugnax ENSCPUG00000002953
anas_platyrhynchos_platyrhynchos ENSAPLG00000003989
apteryx_owenii ENSAOWG00000002241
apteryx_haastii ENSAHAG00000013590
apteryx_rowi ENSARWG00000013789
dromaius_novaehollandiae ENSDNVG00000017561
nothoprocta_perdicaria ENSNPEG00000006462
crocodylus_porosus ENSCPRG00005005397
gopherus_agassizii ENSGAGG00000002215
chelonoidis_abingdonii ENSCABG00000021554
chrysemys_picta_bellii ENSCPBG00000006140
pelodiscus_sinensis ENSPSIG00000007142
anolis_carolinensis ENSACAG00000006791
salvator_merianae ENSSMRG00000001242
pogona_vitticeps ENSPVIG00000006424
notechis_scutatus ENSNSUG00000019499
sphenodon_punctatus ENSSPUG00000019071
taeniopygia_guttata ENSTGUG00000004631
chlorocebus_sabaeus ENSCSAG00000012452
macaca_mulatta ENSMMUG00000014005
pongo_abelii ENSPPYG00000006545
pan_troglodytes ENSPTRG00000007154
pan_paniscus ENSPPAG00000032668
gorilla_gorilla ENSGGOG00000011072
homo_sapiens ENSG00000028528
nomascus_leucogenys ENSNLEG00000012400
papio_anubis ENSPANG00000016878
theropithecus_gelada ENSTGEG00000022281
macaca_nemestrina ENSMNEG00000040604
macaca_fascicularis ENSMFAG00000040273
cercocebus_atys ENSCATG00000033770
mandrillus_leucophaeus ENSMLEG00000033222
piliocolobus_tephrosceles ENSPTEG00000032685
colobus_angolensis_palliatus ENSCANG00000036882
rhinopithecus_bieti ENSRBIG00000035192
rhinopithecus_roxellana ENSRROG00000044871
cebus_capucinus ENSCCAG00000036677
saimiri_boliviensis_boliviensis ENSSBOG00000000463
aotus_nancymaae ENSANAG00000028586
callithrix_jacchus ENSCJAG00000004856
carlito_syrichta ENSTSYG00000030172
otolemur_garnettii ENSOGAG00000001925
otolemur_garnettii ENSOGAG00000025088
