manacus_vitellinus ENSMVIG00005018647
lepidothrix_coronata ENSLCOG00000005959
parus_major ENSPMJG00000005414
cyanistes_caeruleus ENSCCEG00000008047
serinus_canaria ENSSCAG00000007249
nothoprocta_perdicaria ENSNPEG00000014305
panthera_pardus ENSPPRG00000015940
panthera_tigris_altaica ENSPTIG00000003875
ursus_americanus ENSUAMG00000027176
ursus_maritimus ENSUMAG00000006738
canis_lupus_dingo ENSCAFG00020011517
pan_troglodytes ENSPTRG00000049158
pan_paniscus ENSPPAG00000022165
gorilla_gorilla ENSGGOG00000023438
pongo_abelii ENSPPYG00000015658
nomascus_leucogenys ENSNLEG00000019295
macaca_nemestrina ENSMNEG00000042828
macaca_mulatta ENSMMUG00000049008
macaca_fascicularis ENSMFAG00000045850
theropithecus_gelada ENSTGEG00000007170
piliocolobus_tephrosceles ENSPTEG00000016436
tupaia_belangeri ENSTBEG00000014761
astyanax_mexicanus ENSAMXG00000043723
pygocentrus_nattereri ENSPNAG00000029370
ictalurus_punctatus ENSIPUG00000019760
