pteropus_vampyrus ENSPVAG00000017655
myotis_lucifugus ENSMLUG00000024118
equus_asinus_asinus ENSEASG00005007907
equus_caballus ENSECAG00000019495
erinaceus_europaeus ENSEEUG00000011785
sorex_araneus ENSSARG00000003930
ovis_aries ENSOARG00000011004
capra_hircus ENSCHIG00000027076
bos_taurus ENSBTAG00000030809
tursiops_truncatus ENSTTRG00000009449
sus_scrofa ENSSSCG00000003803
ursus_maritimus ENSUMAG00000006856
ursus_americanus ENSUAMG00000020402
ailuropoda_melanoleuca ENSAMEG00000004616
mustela_putorius_furo ENSMPUG00000000780
neovison_vison ENSNVIG00000010983
canis_lupus_dingo ENSCAFG00020020595
canis_lupus_familiaris ENSCAFG00000030133
panthera_pardus ENSPPRG00000004147
panthera_tigris_altaica ENSPTIG00000014969
felis_catus ENSFCAG00000044655
chinchilla_lanigera ENSCLAG00000005867
cavia_porcellus ENSCPOG00000027017
cricetulus_griseus_crigri ENSCGRG00000010493
cricetulus_griseus_chok1gshd ENSCGRG00001020618
mesocricetus_auratus ENSMAUG00000005226
peromyscus_maniculatus_bairdii ENSPEMG00000012355
microtus_ochrogaster ENSMOCG00000012861
mus_spicilegus ENSMSIG00000009567
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027189
mus_musculus ENSMUSG00000028520
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026220
mus_pahari MGP_PahariEiJ_G0028556
rattus_norvegicus ENSRNOG00000022890
marmota_marmota_marmota ENSMMMG00000012198
urocitellus_parryii ENSUPAG00010013858
oryctolagus_cuniculus ENSOCUG00000012268
ochotona_princeps ENSOPRG00000011407
tupaia_belangeri ENSTBEG00000003370
pan_troglodytes ENSPTRG00000030574
pan_paniscus ENSPPAG00000023141
homo_sapiens ENSG00000203963
gorilla_gorilla ENSGGOG00000002630
pongo_abelii ENSPPYG00000001259
nomascus_leucogenys ENSNLEG00000034319
rhinopithecus_roxellana ENSRROG00000040890
rhinopithecus_bieti ENSRBIG00000032392
piliocolobus_tephrosceles ENSPTEG00000013769
colobus_angolensis_palliatus ENSCANG00000027793
mandrillus_leucophaeus ENSMLEG00000032420
cercocebus_atys ENSCATG00000030751
theropithecus_gelada ENSTGEG00000013996
papio_anubis ENSPANG00000010612
macaca_mulatta ENSMMUG00000000647
macaca_fascicularis ENSMFAG00000044140
macaca_nemestrina ENSMNEG00000038606
chlorocebus_sabaeus ENSCSAG00000001362
saimiri_boliviensis_boliviensis ENSSBOG00000020938
cebus_capucinus ENSCCAG00000037706
callithrix_jacchus ENSCJAG00000017398
aotus_nancymaae ENSANAG00000029861
carlito_syrichta ENSTSYG00000005843
prolemur_simus ENSPSMG00000005542
propithecus_coquereli ENSPCOG00000019432
microcebus_murinus ENSMICG00000004483
choloepus_hoffmanni ENSCHOG00000013779
dasypus_novemcinctus ENSDNOG00000031369
loxodonta_africana ENSLAFG00000022401
procavia_capensis ENSPCAG00000004358
echinops_telfairi ENSETEG00000004582
