microcebus_murinus ENSMICG00000049508
propithecus_coquereli ENSPCOG00000015020
prolemur_simus ENSPSMG00000010557
otolemur_garnettii ENSOGAG00000032425
cebus_capucinus ENSCCAG00000037367
callithrix_jacchus ENSCJAG00000045503
saimiri_boliviensis_boliviensis ENSSBOG00000028215
aotus_nancymaae ENSANAG00000019249
piliocolobus_tephrosceles ENSPTEG00000006562
rhinopithecus_roxellana ENSRROG00000044932
macaca_fascicularis ENSMFAG00000032420
macaca_mulatta ENSMMUG00000039446
macaca_nemestrina ENSMNEG00000037003
cercocebus_atys ENSCATG00000035003
chlorocebus_sabaeus ENSCSAG00000008869
papio_anubis ENSPANG00000018250
theropithecus_gelada ENSTGEG00000026057
rhinopithecus_bieti ENSRBIG00000028639
colobus_angolensis_palliatus ENSCANG00000034819
mandrillus_leucophaeus ENSMLEG00000040502
pan_paniscus ENSPPAG00000002074
pan_troglodytes ENSPTRG00000045020
gorilla_gorilla ENSGGOG00000008521
homo_sapiens ENSG00000114315
pongo_abelii ENSPPYG00000014419
ochotona_princeps ENSOPRG00000006690
castor_canadensis ENSCCNG00000026042
dipodomys_ordii ENSDORG00000029830
heterocephalus_glaber_female ENSHGLG00000017070
heterocephalus_glaber_male ENSHGLG00100017867
fukomys_damarensis ENSFDAG00000011799
octodon_degus ENSODEG00000002896
cavia_porcellus ENSCPOG00000036195
chinchilla_lanigera ENSCLAG00000015321
urocitellus_parryii ENSUPAG00010018702
marmota_marmota_marmota ENSMMMG00000010681
ictidomys_tridecemlineatus ENSSTOG00000026531
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021538
mus_musculus ENSMUSG00000022528
mus_spicilegus ENSMSIG00000006747
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020642
mus_pahari MGP_PahariEiJ_G0016346
rattus_norvegicus ENSRNOG00000001720
meriones_unguiculatus ENSMUGG00000021192
cricetulus_griseus_chok1gshd ENSCGRG00001002910
cricetulus_griseus_crigri-picr ENSCGRG00015023331
cricetulus_griseus_crigri ENSCGRG00000009354
mesocricetus_auratus ENSMAUG00000013357
microtus_ochrogaster ENSMOCG00000017059
peromyscus_maniculatus_bairdii ENSPEMG00000000147
nannospalax_galili ENSNGAG00000022446
jaculus_jaculus ENSJJAG00000018186
oryctolagus_cuniculus ENSOCUG00000009363
choloepus_hoffmanni ENSCHOG00000005633
dasypus_novemcinctus ENSDNOG00000039639
loxodonta_africana ENSLAFG00000008932
carlito_syrichta ENSTSYG00000027568
sus_scrofa ENSSSCG00000031356
myotis_lucifugus ENSMLUG00000008549
pteropus_vampyrus ENSPVAG00000015487
capra_hircus ENSCHIG00000017929
ovis_aries ENSOARG00000020422
bos_taurus ENSBTAG00000000569
bos_mutus ENSBMUG00000012231
bison_bison_bison ENSBBBG00000010209
equus_asinus_asinus ENSEASG00005000638
equus_caballus ENSECAG00000026945
tursiops_truncatus ENSTTRG00000001687
vicugna_pacos ENSVPAG00000000708
sorex_araneus ENSSARG00000014246
ursus_americanus ENSUAMG00000007800
ailuropoda_melanoleuca ENSAMEG00000015855
neovison_vison ENSNVIG00000009231
mustela_putorius_furo ENSMPUG00000003643
felis_catus ENSFCAG00000042282
panthera_pardus ENSPPRG00000005951
ursus_maritimus ENSUMAG00000000929
spermophilus_dauricus ENSSDAG00000014164
panthera_tigris_altaica ENSPTIG00000011091
tupaia_belangeri ENSTBEG00000017537
canis_lupus_dingo ENSCAFG00020017996
vulpes_vulpes ENSVVUG00000025249
monodelphis_domestica ENSMODG00000019833
phascolarctos_cinereus ENSPCIG00000007986
ornithorhynchus_anatinus ENSOANG00000015683
pogona_vitticeps ENSPVIG00000016852
anolis_carolinensis ENSACAG00000004091
notechis_scutatus ENSNSUG00000018960
salvator_merianae ENSSMRG00000016226
sphenodon_punctatus ENSSPUG00000016254
gallus_gallus ENSGALG00000028015
coturnix_japonica ENSCJPG00005013467
anser_brachyrhynchus ENSABRG00000015234
calidris_pygmaea ENSCPGG00000013095
calidris_pugnax ENSCPUG00000017200
melopsittacus_undulatus ENSMUNG00000009509
parus_major ENSPMJG00000018635
cyanistes_caeruleus ENSCCEG00000004092
lonchura_striata_domestica ENSLSDG00000010163
taeniopygia_guttata ENSTGUG00000009134
junco_hyemalis ENSJHYG00000001726
ficedula_albicollis ENSFALG00000007228
lepidothrix_coronata ENSLCOG00000000813
manacus_vitellinus ENSMVIG00005004080
serinus_canaria ENSSCAG00000015451
numida_meleagris ENSNMEG00000013079
apteryx_rowi ENSARWG00000005997
apteryx_haastii ENSAHAG00000016030
nothoprocta_perdicaria ENSNPEG00000004519
dromaius_novaehollandiae ENSDNVG00000016105
pelodiscus_sinensis ENSPSIG00000014816
apteryx_owenii ENSAOWG00000001109
gopherus_agassizii ENSGAGG00000024089
chelonoidis_abingdonii ENSCABG00000002931
chrysemys_picta_bellii ENSCPBG00000015927
paramormyrops_kingsleyae ENSPKIG00000003768
paramormyrops_kingsleyae ENSPKIG00000006529
scleropages_formosus ENSSFOG00015009355
tetraodon_nigroviridis ENSTNIG00000015567
takifugu_rubripes ENSTRUG00000023176
mola_mola ENSMMOG00000008893
scophthalmus_maximus ENSSMAG00000001762
gasterosteus_aculeatus ENSGACG00000009264
labrus_bergylta ENSLBEG00000024681
mastacembelus_armatus ENSMAMG00000001013
monopterus_albus ENSMALG00000017083
anabas_testudineus ENSATEG00000012198
seriola_dumerili ENSSDUG00000005107
seriola_lalandi_dorsalis ENSSLDG00000011291
cynoglossus_semilaevis ENSCSEG00000014253
amphiprion_ocellaris ENSAOCG00000007234
amphiprion_percula ENSAPEG00000001775
acanthochromis_polyacanthus ENSAPOG00000011798
stegastes_partitus ENSSPAG00000018477
xiphophorus_maculatus ENSXMAG00000023496
xiphophorus_couchianus ENSXCOG00000010537
gambusia_affinis ENSGAFG00000015689
poecilia_formosa ENSPFOG00000022586
poecilia_mexicana ENSPMEG00000017793
poecilia_latipinna ENSPLAG00000019758
poecilia_reticulata ENSPREG00000006450
cyprinodon_variegatus ENSCVAG00000002387
fundulus_heteroclitus ENSFHEG00000003566
kryptolebias_marmoratus ENSKMAG00000009341
oryzias_latipes_asm223469v1 ENSORLG00015012582
oryzias_latipes ENSORLG00020016824
oryzias_latipes ENSORLG00000007556
oryzias_melastigma ENSOMEG00000022077
astatotilapia_calliptera ENSACLG00000026766
maylandia_zebra ENSMZEG00005017735
pundamilia_nyererei ENSPNYG00000021613
haplochromis_burtoni ENSHBUG00000005947
neolamprologus_brichardi ENSNBRG00000020534
oreochromis_niloticus ENSONIG00000002619
amphilophus_citrinellus ENSACIG00000012599
hippocampus_comes ENSHCOG00000011004
periophthalmus_magnuspinnatus ENSPMGG00000000670
gadus_morhua ENSGMOG00000015708
esox_lucius ENSELUG00000014372
pygocentrus_nattereri ENSPNAG00000011552
astyanax_mexicanus ENSAMXG00000012278
danio_rerio ENSDARG00000006514
lepisosteus_oculatus ENSLOCG00000004988
labrus_bergylta ENSLBEG00000008021
cynoglossus_semilaevis ENSCSEG00000017302
takifugu_rubripes ENSTRUG00000001493
tetraodon_nigroviridis ENSTNIG00000007837
mola_mola ENSMMOG00000018102
gasterosteus_aculeatus ENSGACG00000015969
oryzias_latipes_asm223469v1 ENSORLG00015006795
oryzias_latipes ENSORLG00020000798
oryzias_latipes ENSORLG00000028869
oryzias_melastigma ENSOMEG00000015960
kryptolebias_marmoratus ENSKMAG00000002116
poecilia_latipinna ENSPLAG00000013603
poecilia_formosa ENSPFOG00000016659
poecilia_mexicana ENSPMEG00000004123
xiphophorus_couchianus ENSXCOG00000007374
xiphophorus_maculatus ENSXMAG00000004442
poecilia_reticulata ENSPREG00000007050
gambusia_affinis ENSGAFG00000007347
cyprinodon_variegatus ENSCVAG00000005060
fundulus_heteroclitus ENSFHEG00000017223
amphiprion_percula ENSAPEG00000013493
amphiprion_ocellaris ENSAOCG00000002749
acanthochromis_polyacanthus ENSAPOG00000014601
stegastes_partitus ENSSPAG00000001927
maylandia_zebra ENSMZEG00005005401
astatotilapia_calliptera ENSACLG00000009873
haplochromis_burtoni ENSHBUG00000006570
pundamilia_nyererei ENSPNYG00000000357
neolamprologus_brichardi ENSNBRG00000003941
oreochromis_niloticus ENSONIG00000010641
amphilophus_citrinellus ENSACIG00000021984
