bos_mutus ENSBMUG00000024950
bison_bison_bison ENSBBBG00000003052
ovis_aries ENSOARG00000000330
capra_hircus ENSCHIG00000024891
sus_scrofa ENSSSCG00000006595
ursus_maritimus ENSUMAG00000001231
ailuropoda_melanoleuca ENSAMEG00000000552
neovison_vison ENSNVIG00000007474
mustela_putorius_furo ENSMPUG00000018836
canis_lupus_familiaris ENSCAFG00000023728
canis_lupus_dingo ENSCAFG00020009390
vulpes_vulpes ENSVVUG00000015746
panthera_pardus ENSPPRG00000012246
felis_catus ENSFCAG00000013569
equus_caballus ENSECAG00000017399
spermophilus_dauricus ENSSDAG00000002160
castor_canadensis ENSCCNG00000009308
meriones_unguiculatus ENSMUGG00000023209
peromyscus_maniculatus_bairdii ENSPEMG00000019081
macaca_mulatta ENSMMUG00000042618
macaca_fascicularis ENSMFAG00000017162
papio_anubis ENSPANG00000001761
theropithecus_gelada ENSTGEG00000018220
colobus_angolensis_palliatus ENSCANG00000038851
pan_troglodytes ENSPTRG00000030382
homo_sapiens ENSG00000163207
pongo_abelii ENSPPYG00000000828
nomascus_leucogenys ENSNLEG00000028773
cebus_capucinus ENSCCAG00000006989
carlito_syrichta ENSTSYG00000026776
propithecus_coquereli ENSPCOG00000005069
otolemur_garnettii ENSOGAG00000033626
oryctolagus_cuniculus ENSOCUG00000025593
loxodonta_africana ENSLAFG00000028814
dasypus_novemcinctus ENSDNOG00000042459
