apteryx_owenii ENSAOWG00000003031
apteryx_rowi ENSARWG00000018084
dromaius_novaehollandiae ENSDNVG00000000645
anser_brachyrhynchus ENSABRG00000003722
anas_platyrhynchos_platyrhynchos ENSAPLG00000016266
taeniopygia_guttata ENSTGUG00000001642
lonchura_striata_domestica ENSLSDG00000017535
junco_hyemalis ENSJHYG00000000515
lepidothrix_coronata ENSLCOG00000011806
coturnix_japonica ENSCJPG00005011514
gallus_gallus ENSGALG00000023195
numida_meleagris ENSNMEG00000006052
nothoprocta_perdicaria ENSNPEG00000013343
crocodylus_porosus ENSCPRG00005014378
gopherus_agassizii ENSGAGG00000009789
chelonoidis_abingdonii ENSCABG00000016397
chrysemys_picta_bellii ENSCPBG00000024402
pelodiscus_sinensis ENSPSIG00000018257
notechis_scutatus ENSNSUG00000006536
salvator_merianae ENSSMRG00000008556
sphenodon_punctatus ENSSPUG00000012331
serinus_canaria ENSSCAG00000013113
manacus_vitellinus ENSMVIG00005003079
ficedula_albicollis ENSFALG00000010263
cyanistes_caeruleus ENSCCEG00000019289
parus_major ENSPMJG00000010051
zonotrichia_albicollis ENSZALG00000010788
melopsittacus_undulatus ENSMUNG00000000946
calidris_pygmaea ENSCPGG00000003115
calidris_pugnax ENSCPUG00000009583
meleagris_gallopavo ENSMGAG00000016039
apteryx_haastii ENSAHAG00000003685
anolis_carolinensis ENSACAG00000014705
pogona_vitticeps ENSPVIG00000013410
ursus_americanus ENSUAMG00000022783
neovison_vison ENSNVIG00000019667
vulpes_vulpes ENSVVUG00000015777
canis_lupus_dingo ENSCAFG00020010631
felis_catus ENSFCAG00000026168
panthera_pardus ENSPPRG00000022762
pteropus_vampyrus ENSPVAG00000004462
equus_asinus_asinus ENSEASG00005020943
equus_caballus ENSECAG00000019084
sus_scrofa ENSSSCG00000033314
bos_taurus ENSBTAG00000021458
bison_bison_bison ENSBBBG00000005246
capra_hircus ENSCHIG00000022329
myotis_lucifugus ENSMLUG00000016909
dasypus_novemcinctus ENSDNOG00000031561
mus_musculus ENSMUSG00000029754
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029088
mus_spicilegus ENSMSIG00000007812
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028088
mus_pahari MGP_PahariEiJ_G0021844
rattus_norvegicus ENSRNOG00000010822
meriones_unguiculatus ENSMUGG00000016758
cricetulus_griseus_chok1gshd ENSCGRG00001015244
cricetulus_griseus_crigri ENSCGRG00000018017
cricetulus_griseus_crigri-picr ENSCGRG00015025720
mesocricetus_auratus ENSMAUG00000017933
peromyscus_maniculatus_bairdii ENSPEMG00000003902
microtus_ochrogaster ENSMOCG00000010083
nannospalax_galili ENSNGAG00000023627
castor_canadensis ENSCCNG00000001700
chinchilla_lanigera ENSCLAG00000002971
octodon_degus ENSODEG00000010072
heterocephalus_glaber_female ENSHGLG00000001241
heterocephalus_glaber_male ENSHGLG00100005011
cavia_porcellus ENSCPOG00000001795
cavia_aperea ENSCAPG00000015064
marmota_marmota_marmota ENSMMMG00000013501
spermophilus_dauricus ENSSDAG00000005462
ictidomys_tridecemlineatus ENSSTOG00000020785
urocitellus_parryii ENSUPAG00010018504
jaculus_jaculus ENSJJAG00000009741
propithecus_coquereli ENSPCOG00000018676
microcebus_murinus ENSMICG00000014432
prolemur_simus ENSPSMG00000008565
otolemur_garnettii ENSOGAG00000014300
pan_troglodytes ENSPTRG00000019425
homo_sapiens ENSG00000006377
gorilla_gorilla ENSGGOG00000004398
pongo_abelii ENSPPYG00000017794
nomascus_leucogenys ENSNLEG00000016008
theropithecus_gelada ENSTGEG00000025903
chlorocebus_sabaeus ENSCSAG00000013014
macaca_fascicularis ENSMFAG00000003607
macaca_nemestrina ENSMNEG00000041272
cercocebus_atys ENSCATG00000036157
rhinopithecus_roxellana ENSRROG00000034322
rhinopithecus_bieti ENSRBIG00000000080
colobus_angolensis_palliatus ENSCANG00000029367
cebus_capucinus ENSCCAG00000022645
callithrix_jacchus ENSCJAG00000039501
aotus_nancymaae ENSANAG00000003767
tupaia_belangeri ENSTBEG00000005608
dipodomys_ordii ENSDORG00000009580
tursiops_truncatus ENSTTRG00000007600
erinaceus_europaeus ENSEEUG00000010934
echinops_telfairi ENSETEG00000012907
bos_mutus ENSBMUG00000006563
ovis_aries ENSOARG00000004436
sorex_araneus ENSSARG00000012849
ursus_maritimus ENSUMAG00000021509
ailuropoda_melanoleuca ENSAMEG00000005641
mustela_putorius_furo ENSMPUG00000001519
canis_lupus_familiaris ENSCAFG00000002187
