eptatretus_burgeri ENSEBUG00000008212
petromyzon_marinus ENSPMAG00000007281
astyanax_mexicanus ENSAMXG00000041427
astyanax_mexicanus ENSAMXG00005012197
pygocentrus_nattereri ENSPNAG00000013117
ictalurus_punctatus ENSIPUG00000018659
electrophorus_electricus ENSEEEG00000022263
danio_rerio ENSDARG00000089701
oryzias_latipes ENSORLG00000026885
oryzias_melastigma ENSOMEG00000022082
hucho_hucho ENSHHUG00000045429
paramormyrops_kingsleyae ENSPKIG00000024523
anolis_carolinensis ENSACAG00000000547
salvator_merianae ENSSMRG00000018700
electrophorus_electricus ENSEEEG00000007484
ictalurus_punctatus ENSIPUG00000014990
astyanax_mexicanus ENSAMXG00000016593
astyanax_mexicanus ENSAMXG00005015230
pygocentrus_nattereri ENSPNAG00000019195
danio_rerio ENSDARG00000088816
clupea_harengus ENSCHAG00000023870
denticeps_clupeoides ENSDCDG00000019899
gasterosteus_aculeatus ENSGACG00000011603
takifugu_rubripes ENSTRUG00000022823
oryzias_melastigma ENSOMEG00000007785
oryzias_latipes ENSORLG00000016759
betta_splendens ENSBSLG00000003576
seriola_lalandi ENSSLDG00000003443
seriola_dumerili ENSSDUG00000008746
lates_calcarifer ENSLCAG00010011816
scophthalmus_maximus ENSSMAG00000008549
cynoglossus_semilaevis ENSCSEG00000000267
monopterus_albus ENSMALG00000019393
mastacembelus_armatus ENSMAMG00000002473
anabas_testudineus ENSATEG00000004308
amphiprion_ocellaris ENSAOCG00000000416
amphiprion_percula ENSAPEG00000023985
acanthochromis_polyacanthus ENSAPOG00000016034
parambassis_ranga ENSPRNG00000001621
xiphophorus_maculatus ENSXMAG00000013273
xiphophorus_couchianus ENSXCOG00000010147
gambusia_affinis ENSGAFG00000016486
poecilia_formosa ENSPFOG00000018543
poecilia_reticulata ENSPREG00000011193
poecilia_latipinna ENSPLAG00000000130
fundulus_heteroclitus ENSFHEG00000022506
cyprinodon_variegatus ENSCVAG00000002179
kryptolebias_marmoratus ENSKMAG00000000781
gouania_willdenowi ENSGWIG00000014366
astatotilapia_calliptera ENSACLG00000000136
haplochromis_burtoni ENSHBUG00000000202
maylandia_zebra ENSMZEG00005008284
pundamilia_nyererei ENSPNYG00000022498
oreochromis_niloticus ENSONIG00000002192
neolamprologus_brichardi ENSNBRG00000001515
amphilophus_citrinellus ENSACIG00000013452
larimichthys_crocea ENSLCRG00005013332
labrus_bergylta ENSLBEG00000018873
mola_mola ENSMMOG00000020451
hippocampus_comes ENSHCOG00000019457
periophthalmus_magnuspinnatus ENSPMGG00000015939
gadus_morhua ENSGMOG00000015125
hucho_hucho ENSHHUG00000023954
hucho_hucho ENSHHUG00000048439
esox_lucius ENSELUG00000015227
paramormyrops_kingsleyae ENSPKIG00000014949
scleropages_formosus ENSSFOG00015001921
ciona_intestinalis ENSCING00000017357
ciona_intestinalis ENSCING00000017358
ciona_savignyi ENSCSAVG00000000290
caenorhabditis_elegans WBGene00007351
