chrysemys_picta_bellii ENSCPBG00000013139
crocodylus_porosus ENSCPRG00005012246
salvator_merianae ENSSMRG00000005588
pogona_vitticeps ENSPVIG00000003268
sphenodon_punctatus ENSSPUG00000015942
oryctolagus_cuniculus ENSOCUG00000016634
ochotona_princeps ENSOPRG00000013266
bos_mutus ENSBMUG00000018558
bison_bison_bison ENSBBBG00000016494
bos_taurus ENSBTAG00000030933
capra_hircus ENSCHIG00000023538
ovis_aries ENSOARG00000008799
tursiops_truncatus ENSTTRG00000014774
sus_scrofa ENSSSCG00000036291
vicugna_pacos ENSVPAG00000004310
equus_asinus_asinus ENSEASG00005013551
equus_caballus ENSECAG00000013761
ursus_maritimus ENSUMAG00000023020
ursus_americanus ENSUAMG00000010567
ailuropoda_melanoleuca ENSAMEG00000020254
mustela_putorius_furo ENSMPUG00000006726
neovison_vison ENSNVIG00000024665
vulpes_vulpes ENSVVUG00000008784
canis_lupus_dingo ENSCAFG00020013276
panthera_tigris_altaica ENSPTIG00000010206
panthera_pardus ENSPPRG00000010136
felis_catus ENSFCAG00000006439
pteropus_vampyrus ENSPVAG00000016893
myotis_lucifugus ENSMLUG00000013676
pan_troglodytes ENSPTRG00000049995
pan_paniscus ENSPPAG00000028914
homo_sapiens ENSG00000124444
gorilla_gorilla ENSGGOG00000009168
pongo_abelii ENSPPYG00000010067
nomascus_leucogenys ENSNLEG00000027737
rhinopithecus_bieti ENSRBIG00000034569
rhinopithecus_roxellana ENSRROG00000045726
colobus_angolensis_palliatus ENSCANG00000041158
piliocolobus_tephrosceles ENSPTEG00000032993
papio_anubis ENSPANG00000012947
theropithecus_gelada ENSTGEG00000018013
macaca_fascicularis ENSMFAG00000044761
macaca_nemestrina ENSMNEG00000031191
mandrillus_leucophaeus ENSMLEG00000010590
chlorocebus_sabaeus ENSCSAG00000003393
cercocebus_atys ENSCATG00000034385
cebus_capucinus ENSCCAG00000032242
saimiri_boliviensis_boliviensis ENSSBOG00000027695
callithrix_jacchus ENSCJAG00000037736
aotus_nancymaae ENSANAG00000027939
carlito_syrichta ENSTSYG00000007995
propithecus_coquereli ENSPCOG00000013702
microcebus_murinus ENSMICG00000043323
prolemur_simus ENSPSMG00000011558
otolemur_garnettii ENSOGAG00000009521
tupaia_belangeri ENSTBEG00000017266
ictidomys_tridecemlineatus ENSSTOG00000011841
spermophilus_dauricus ENSSDAG00000009504
urocitellus_parryii ENSUPAG00010021902
marmota_marmota_marmota ENSMMMG00000016158
castor_canadensis ENSCCNG00000020612
heterocephalus_glaber_male ENSHGLG00100017685
fukomys_damarensis ENSFDAG00000020966
cavia_porcellus ENSCPOG00000032435
erinaceus_europaeus ENSEEUG00000004889
