gopherus_agassizii ENSGAGG00000013287
chelonoidis_abingdonii ENSCABG00000020535
chrysemys_picta_bellii ENSCPBG00000016848
pelodiscus_sinensis ENSPSIG00000000562
crocodylus_porosus ENSCPRG00005008805
melopsittacus_undulatus ENSMUNG00000000173
anolis_carolinensis ENSACAG00000027411
pogona_vitticeps ENSPVIG00000022964
notechis_scutatus ENSNSUG00000016974
salvator_merianae ENSSMRG00000001047
chinchilla_lanigera ENSCLAG00000005879
octodon_degus ENSODEG00000011409
cavia_porcellus ENSCPOG00000033690
cavia_aperea ENSCAPG00000010864
fukomys_damarensis ENSFDAG00000009499
heterocephalus_glaber_female ENSHGLG00000006459
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024641
castor_canadensis ENSCCNG00000017118
dipodomys_ordii ENSDORG00000026110
mus_spicilegus ENSMSIG00000003069
mus_musculus ENSMUSG00000086598
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023721
mus_pahari MGP_PahariEiJ_G0025172
rattus_norvegicus ENSRNOG00000043106
meriones_unguiculatus ENSMUGG00000018889
cricetulus_griseus_crigri ENSCGRG00000004161
cricetulus_griseus_chok1gshd ENSCGRG00001002752
cricetulus_griseus_crigri-picr ENSCGRG00015001119
mesocricetus_auratus ENSMAUG00000017774
peromyscus_maniculatus_bairdii ENSPEMG00000023753
microtus_ochrogaster ENSMOCG00000016344
nannospalax_galili ENSNGAG00000002233
jaculus_jaculus ENSJJAG00000019048
ictidomys_tridecemlineatus ENSSTOG00000023495
urocitellus_parryii ENSUPAG00010020043
spermophilus_dauricus ENSSDAG00000009265
marmota_marmota_marmota ENSMMMG00000017749
oryctolagus_cuniculus ENSOCUG00000029627
pan_paniscus ENSPPAG00000042998
pan_troglodytes ENSPTRG00000041861
homo_sapiens ENSG00000233436
gorilla_gorilla ENSGGOG00000028575
nomascus_leucogenys ENSNLEG00000012882
mandrillus_leucophaeus ENSMLEG00000037453
chlorocebus_sabaeus ENSCSAG00000006005
papio_anubis ENSPANG00000012378
theropithecus_gelada ENSTGEG00000022310
cercocebus_atys ENSCATG00000015598
macaca_nemestrina ENSMNEG00000033075
macaca_fascicularis ENSMFAG00000030539
rhinopithecus_bieti ENSRBIG00000028510
rhinopithecus_roxellana ENSRROG00000036304
colobus_angolensis_palliatus ENSCANG00000033805
piliocolobus_tephrosceles ENSPTEG00000029214
cebus_capucinus ENSCCAG00000031866
saimiri_boliviensis_boliviensis ENSSBOG00000035085
callithrix_jacchus ENSCJAG00000008629
aotus_nancymaae ENSANAG00000026507
carlito_syrichta ENSTSYG00000029449
microcebus_murinus ENSMICG00000032919
propithecus_coquereli ENSPCOG00000023242
prolemur_simus ENSPSMG00000006162
otolemur_garnettii ENSOGAG00000025798
otolemur_garnettii ENSOGAG00000029270
ursus_americanus ENSUAMG00000011377
ursus_maritimus ENSUMAG00000018335
ailuropoda_melanoleuca ENSAMEG00000014623
mustela_putorius_furo ENSMPUG00000000295
neovison_vison ENSNVIG00000016908
canis_lupus_familiaris ENSCAFG00000028691
canis_lupus_dingo ENSCAFG00020000960
vulpes_vulpes ENSVVUG00000017116
panthera_pardus ENSPPRG00000001187
panthera_tigris_altaica ENSPTIG00000017686
felis_catus ENSFCAG00000028895
capra_hircus ENSCHIG00000015808
ovis_aries ENSOARG00000010606
bison_bison_bison ENSBBBG00000014787
equus_caballus ENSECAG00000028365
equus_asinus_asinus ENSEASG00005001977
myotis_lucifugus ENSMLUG00000024892
myotis_lucifugus ENSMLUG00000024996
dasypus_novemcinctus ENSDNOG00000036029
phascolarctos_cinereus ENSPCIG00000011892
sarcophilus_harrisii ENSSHAG00000015851
