gallus_gallus ENSGALG00000010129
coturnix_japonica ENSCJPG00005009751
meleagris_gallopavo ENSMGAG00000010172
numida_meleagris ENSNMEG00000021310
anser_brachyrhynchus ENSABRG00000017841
lepidothrix_coronata ENSLCOG00000000917
manacus_vitellinus ENSMVIG00005012417
calidris_pygmaea ENSCPGG00000012595
calidris_pugnax ENSCPUG00000000138
junco_hyemalis ENSJHYG00000005610
zonotrichia_albicollis ENSZALG00000007713
ficedula_albicollis ENSFALG00000005184
taeniopygia_guttata ENSTGUG00000007715
lonchura_striata_domestica ENSLSDG00000012260
serinus_canaria ENSSCAG00000000532
cyanistes_caeruleus ENSCCEG00000015841
parus_major ENSPMJG00000019528
melopsittacus_undulatus ENSMUNG00000009419
apteryx_haastii ENSAHAG00000008083
apteryx_owenii ENSAOWG00000009655
apteryx_rowi ENSARWG00000001277
dromaius_novaehollandiae ENSDNVG00000010008
nothoprocta_perdicaria ENSNPEG00000014017
crocodylus_porosus ENSCPRG00005017493
pelodiscus_sinensis ENSPSIG00000007135
pelodiscus_sinensis ENSPSIG00000007146
gopherus_agassizii ENSGAGG00000019993
chelonoidis_abingdonii ENSCABG00000022416
chrysemys_picta_bellii ENSCPBG00000003899
anolis_carolinensis ENSACAG00000015556
pogona_vitticeps ENSPVIG00000022709
notechis_scutatus ENSNSUG00000015804
salvator_merianae ENSSMRG00000018364
sphenodon_punctatus ENSSPUG00000003738
phascolarctos_cinereus ENSPCIG00000027602
notamacropus_eugenii ENSMEUG00000010327
sarcophilus_harrisii ENSSHAG00000011352
monodelphis_domestica ENSMODG00000002562
pan_troglodytes ENSPTRG00000000662
pan_paniscus ENSPPAG00000037109
homo_sapiens ENSG00000173846
gorilla_gorilla ENSGGOG00000015294
pongo_abelii ENSPPYG00000001424
nomascus_leucogenys ENSNLEG00000014167
macaca_mulatta ENSMMUG00000006582
macaca_fascicularis ENSMFAG00000039359
macaca_nemestrina ENSMNEG00000039416
mandrillus_leucophaeus ENSMLEG00000040960
cercocebus_atys ENSCATG00000041519
papio_anubis ENSPANG00000021434
theropithecus_gelada ENSTGEG00000028303
chlorocebus_sabaeus ENSCSAG00000001205
rhinopithecus_bieti ENSRBIG00000041636
rhinopithecus_roxellana ENSRROG00000033686
piliocolobus_tephrosceles ENSPTEG00000035915
colobus_angolensis_palliatus ENSCANG00000028227
cebus_capucinus ENSCCAG00000020453
saimiri_boliviensis_boliviensis ENSSBOG00000022579
callithrix_jacchus ENSCJAG00000004232
aotus_nancymaae ENSANAG00000031857
carlito_syrichta ENSTSYG00000025938
prolemur_simus ENSPSMG00000003674
propithecus_coquereli ENSPCOG00000028858
microcebus_murinus ENSMICG00000008050
otolemur_garnettii ENSOGAG00000006927
tupaia_belangeri ENSTBEG00000004734
oryctolagus_cuniculus ENSOCUG00000012460
ochotona_princeps ENSOPRG00000003948
castor_canadensis ENSCCNG00000016601
dipodomys_ordii ENSDORG00000005562
cricetulus_griseus_chok1gshd ENSCGRG00001010394
cricetulus_griseus_crigri-picr ENSCGRG00015025246
cricetulus_griseus_crigri ENSCGRG00000003651
mesocricetus_auratus ENSMAUG00000018203
peromyscus_maniculatus_bairdii ENSPEMG00000023420
microtus_ochrogaster ENSMOCG00000021297
mus_musculus ENSMUSG00000028680
mus_spicilegus ENSMSIG00000014443
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027324
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026352
mus_pahari MGP_PahariEiJ_G0028684
rattus_norvegicus ENSRNOG00000018484
meriones_unguiculatus ENSMUGG00000023178
nannospalax_galili ENSNGAG00000011478
jaculus_jaculus ENSJJAG00000014431
urocitellus_parryii ENSUPAG00010020965
ictidomys_tridecemlineatus ENSSTOG00000006358
marmota_marmota_marmota ENSMMMG00000019421
spermophilus_dauricus ENSSDAG00000011697
heterocephalus_glaber_female ENSHGLG00000001659
heterocephalus_glaber_male ENSHGLG00100004972
fukomys_damarensis ENSFDAG00000008142
octodon_degus ENSODEG00000007998
chinchilla_lanigera ENSCLAG00000008775
cavia_porcellus ENSCPOG00000002167
cavia_aperea ENSCAPG00000000057
bos_taurus ENSBTAG00000006125
bos_mutus ENSBMUG00000016875
bison_bison_bison ENSBBBG00000016833
capra_hircus ENSCHIG00000000804
ovis_aries ENSOARG00000001202
tursiops_truncatus ENSTTRG00000003392
sus_scrofa ENSSSCG00000003928
sorex_araneus ENSSARG00000000212
canis_lupus_familiaris ENSCAFG00000004713
canis_lupus_dingo ENSCAFG00020016881
vulpes_vulpes ENSVVUG00000007772
neovison_vison ENSNVIG00000018443
mustela_putorius_furo ENSMPUG00000013451
ailuropoda_melanoleuca ENSAMEG00000014173
ursus_maritimus ENSUMAG00000024293
panthera_tigris_altaica ENSPTIG00000019028
panthera_pardus ENSPPRG00000017576
felis_catus ENSFCAG00000009969
pteropus_vampyrus ENSPVAG00000009863
myotis_lucifugus ENSMLUG00000001569
equus_caballus ENSECAG00000011746
equus_asinus_asinus ENSEASG00005002638
dasypus_novemcinctus ENSDNOG00000041054
loxodonta_africana ENSLAFG00000003116
procavia_capensis ENSPCAG00000010321
echinops_telfairi ENSETEG00000006183
ornithorhynchus_anatinus ENSOANG00000022122
ornithorhynchus_anatinus ENSOANG00000001837
paramormyrops_kingsleyae ENSPKIG00000022892
scophthalmus_maximus ENSSMAG00000000488
cynoglossus_semilaevis ENSCSEG00000016402
monopterus_albus ENSMALG00000017024
fundulus_heteroclitus ENSFHEG00000022118
cyprinodon_variegatus ENSCVAG00000000980
xiphophorus_maculatus ENSXMAG00000015786
xiphophorus_couchianus ENSXCOG00000002166
gambusia_affinis ENSGAFG00000010713
poecilia_formosa ENSPFOG00000006121
poecilia_latipinna ENSPLAG00000016959
poecilia_mexicana ENSPMEG00000007937
poecilia_reticulata ENSPREG00000002311
kryptolebias_marmoratus ENSKMAG00000010910
oryzias_latipes ENSORLG00000016212
oryzias_latipes_asm223469v1 ENSORLG00015013790
oryzias_latipes ENSORLG00020013675
oryzias_melastigma ENSOMEG00000023344
astatotilapia_calliptera ENSACLG00000026812
maylandia_zebra ENSMZEG00005025485
haplochromis_burtoni ENSHBUG00000002987
pundamilia_nyererei ENSPNYG00000010602
neolamprologus_brichardi ENSNBRG00000016132
oreochromis_niloticus ENSONIG00000009923
