xiphophorus_couchianus ENSXCOG00000003783
poecilia_latipinna ENSPLAG00000012652
gambusia_affinis ENSGAFG00000014185
fundulus_heteroclitus ENSFHEG00000001183
kryptolebias_marmoratus ENSKMAG00000003133
oryzias_latipes ENSORLG00000022829
oryzias_latipes ENSORLG00020000939
oryzias_melastigma ENSOMEG00000001163
anabas_testudineus ENSATEG00000021493
monopterus_albus ENSMALG00000014729
periophthalmus_magnuspinnatus ENSPMGG00000015509
haplochromis_burtoni ENSHBUG00000000071
neolamprologus_brichardi ENSNBRG00000010727
maylandia_zebra ENSMZEG00005028617
amphilophus_citrinellus ENSACIG00000012585
xiphophorus_maculatus ENSXMAG00000025973
poecilia_reticulata ENSPREG00000012498
stegastes_partitus ENSSPAG00000022752
astyanax_mexicanus ENSAMXG00000042185
paramormyrops_kingsleyae ENSPKIG00000021466
lepisosteus_oculatus ENSLOCG00000017355
