apteryx_rowi ENSARWG00000000270
dromaius_novaehollandiae ENSDNVG00000014534
nothoprocta_perdicaria ENSNPEG00000004600
calidris_pugnax ENSCPUG00000017706
calidris_pygmaea ENSCPGG00000018219
lonchura_striata_domestica ENSLSDG00000007774
taeniopygia_guttata ENSTGUG00000001749
lepidothrix_coronata ENSLCOG00000015665
junco_hyemalis ENSJHYG00000016775
cyanistes_caeruleus ENSCCEG00000012432
parus_major ENSPMJG00000012390
ficedula_albicollis ENSFALG00000003701
gallus_gallus ENSGALG00000002644
coturnix_japonica ENSCJPG00005017798
meleagris_gallopavo ENSMGAG00000005706
numida_meleagris ENSNMEG00000001580
anser_brachyrhynchus ENSABRG00000013328
anas_platyrhynchos_platyrhynchos ENSAPLG00000027427
crocodylus_porosus ENSCPRG00005014386
chrysemys_picta_bellii ENSCPBG00000027167
chelonoidis_abingdonii ENSCABG00000004692
gopherus_agassizii ENSGAGG00000023626
pelodiscus_sinensis ENSPSIG00000005634
apteryx_haastii ENSAHAG00000017671
pogona_vitticeps ENSPVIG00000009939
anolis_carolinensis ENSACAG00000009418
notechis_scutatus ENSNSUG00000014594
notechis_scutatus ENSNSUG00000001158
salvator_merianae ENSSMRG00000020986
sphenodon_punctatus ENSSPUG00000013829
colobus_angolensis_palliatus ENSCANG00000040888
colobus_angolensis_palliatus ENSCANG00000043835
rhinopithecus_roxellana ENSRROG00000030509
prolemur_simus ENSPSMG00000011886
canis_lupus_dingo ENSCAFG00020026122
mustela_putorius_furo ENSMPUG00000003568
bison_bison_bison ENSBBBG00000006067
equus_caballus ENSECAG00000014090
papio_anubis ENSPANG00000033687
mandrillus_leucophaeus ENSMLEG00000029653
theropithecus_gelada ENSTGEG00000010023
rhinopithecus_roxellana ENSRROG00000042327
nomascus_leucogenys ENSNLEG00000035131
cebus_capucinus ENSCCAG00000035543
papio_anubis ENSPANG00000034914
gorilla_gorilla ENSGGOG00000041477
microtus_ochrogaster ENSMOCG00000009783
microtus_ochrogaster ENSMOCG00000005398
mus_spicilegus ENSMSIG00000007588
urocitellus_parryii ENSUPAG00010021795
bison_bison_bison ENSBBBG00000012551
bos_mutus ENSBMUG00000008700
aotus_nancymaae ENSANAG00000022131
microtus_ochrogaster ENSMOCG00000002249
aotus_nancymaae ENSANAG00000003962
pongo_abelii ENSPPYG00000016529
ovis_aries ENSOARG00000012038
capra_hircus ENSCHIG00000011523
vulpes_vulpes ENSVVUG00000001431
canis_lupus_dingo ENSCAFG00020007031
pan_troglodytes ENSPTRG00000051219
pan_paniscus ENSPPAG00000033468
pan_troglodytes ENSPTRG00000045416
pan_paniscus ENSPPAG00000042874
papio_anubis ENSPANG00000035204
theropithecus_gelada ENSTGEG00000022286
cercocebus_atys ENSCATG00000042703
macaca_mulatta ENSMMUG00000048615
macaca_fascicularis ENSMFAG00000002776
ictidomys_tridecemlineatus ENSSTOG00000027501
nomascus_leucogenys ENSNLEG00000034012
gorilla_gorilla ENSGGOG00000028020
propithecus_coquereli ENSPCOG00000003084
mus_spicilegus ENSMSIG00000021243
mesocricetus_auratus ENSMAUG00000004168
ictidomys_tridecemlineatus ENSSTOG00000025134
panthera_pardus ENSPPRG00000017717
capra_hircus ENSCHIG00000005268
ovis_aries ENSOARG00000003832
ursus_maritimus ENSUMAG00000010363
vulpes_vulpes ENSVVUG00000026182
