salvator_merianae ENSSMRG00000011219
pogona_vitticeps ENSPVIG00000019891
sphenodon_punctatus ENSSPUG00000007860
apteryx_haastii ENSAHAG00000003024
apteryx_owenii ENSAOWG00000002146
apteryx_rowi ENSARWG00000012737
dromaius_novaehollandiae ENSDNVG00000008780
gallus_gallus ENSGALG00000038810
meleagris_gallopavo ENSMGAG00000004289
gopherus_agassizii ENSGAGG00000005266
chelonoidis_abingdonii ENSCABG00000021671
chrysemys_picta_bellii ENSCPBG00000009250
pelodiscus_sinensis ENSPSIG00000005561
xenopus_tropicalis ENSXETG00000017674
latimeria_chalumnae ENSLACG00000003072
poecilia_formosa ENSPFOG00000001838
poecilia_latipinna ENSPLAG00000001526
poecilia_mexicana ENSPMEG00000020417
poecilia_reticulata ENSPREG00000012573
gambusia_affinis ENSGAFG00000018952
xiphophorus_maculatus ENSXMAG00000011043
xiphophorus_couchianus ENSXCOG00000007214
cyprinodon_variegatus ENSCVAG00000004850
fundulus_heteroclitus ENSFHEG00000008204
kryptolebias_marmoratus ENSKMAG00000011146
amphiprion_percula ENSAPEG00000012801
acanthochromis_polyacanthus ENSAPOG00000022692
stegastes_partitus ENSSPAG00000022012
oryzias_latipes_asm223469v1 ENSORLG00015016480
oryzias_latipes ENSORLG00020018893
oryzias_latipes ENSORLG00000003337
oryzias_melastigma ENSOMEG00000002004
periophthalmus_magnuspinnatus ENSPMGG00000018123
gasterosteus_aculeatus ENSGACG00000018702
cynoglossus_semilaevis ENSCSEG00000005054
scophthalmus_maximus ENSSMAG00000000947
hippocampus_comes ENSHCOG00000009864
anabas_testudineus ENSATEG00000015626
monopterus_albus ENSMALG00000019567
takifugu_rubripes ENSTRUG00000020866
tetraodon_nigroviridis ENSTNIG00000011239
mola_mola ENSMMOG00000014318
seriola_lalandi_dorsalis ENSSLDG00000003658
seriola_dumerili ENSSDUG00000010423
maylandia_zebra ENSMZEG00005019562
astatotilapia_calliptera ENSACLG00000014762
haplochromis_burtoni ENSHBUG00000016185
neolamprologus_brichardi ENSNBRG00000021059
oreochromis_niloticus ENSONIG00000006279
amphilophus_citrinellus ENSACIG00000000140
pundamilia_nyererei ENSPNYG00000000686
amphiprion_ocellaris ENSAOCG00000005601
mastacembelus_armatus ENSMAMG00000009289
labrus_bergylta ENSLBEG00000021558
gadus_morhua ENSGMOG00000010348
esox_lucius ENSELUG00000008225
pygocentrus_nattereri ENSPNAG00000025405
astyanax_mexicanus ENSAMXG00000040004
ictalurus_punctatus ENSIPUG00000024046
danio_rerio ENSDARG00000030563
scleropages_formosus ENSSFOG00015016117
paramormyrops_kingsleyae ENSPKIG00000007490
lepisosteus_oculatus ENSLOCG00000000963
eptatretus_burgeri ENSEBUG00000009438
ciona_savignyi ENSCSAVG00000001992
ciona_intestinalis ENSCING00000019053
