homo_sapiens ENSG00000182968
pan_troglodytes ENSPTRG00000040942
pongo_abelii ENSPPYG00000005512
macaca_nemestrina ENSMNEG00000034443
cebus_capucinus ENSCCAG00000020070
mus_spretus MGP_SPRETEiJ_G0031933
mus_musculus ENSMUSG00000096014
mus_caroli MGP_CAROLIEiJ_G0030824
mus_pahari MGP_PahariEiJ_G0021286
cricetulus_griseus ENSCGRG00001010891
mesocricetus_auratus ENSMAUG00000007129
microtus_ochrogaster ENSMOCG00000003790
urocitellus_parryii ENSUPAG00010005204
panthera_pardus ENSPPRG00000018932
canis_lupus ENSCAFG00020020144
microcebus_murinus ENSMICG00000026656
propithecus_coquereli ENSPCOG00000014143
prolemur_simus ENSPSMG00000025169
otolemur_garnettii ENSOGAG00000034416
theropithecus_gelada ENSTGEG00000015137
cercocebus_atys ENSCATG00000023653
meriones_unguiculatus ENSMUGG00000009426
oryctolagus_cuniculus ENSOCUG00000017925
castor_canadensis ENSCCNG00000014088
piliocolobus_tephrosceles ENSPTEG00000032742
papio_anubis ENSPANG00000011484
capra_hircus ENSCHIG00000018585
heterocephalus_glaber ENSHGLG00000020352
nomascus_leucogenys ENSNLEG00000000409
macaca_fascicularis ENSMFAG00000019013
vicugna_pacos ENSVPAG00000003952
dasypus_novemcinctus ENSDNOG00000023758
notamacropus_eugenii ENSMEUG00000016617
salvator_merianae ENSSMRG00000000638
notechis_scutatus ENSNSUG00000006703
sphenodon_punctatus ENSSPUG00000008372
junco_hyemalis ENSJHYG00000004142
taeniopygia_guttata ENSTGUG00000008915
ficedula_albicollis ENSFALG00000012180
lepidothrix_coronata ENSLCOG00000005881
calidris_pygmaea ENSCPGG00000018533
anas_platyrhynchos ENSAPLG00000030309
anser_brachyrhynchus ENSABRG00000006986
gallus_gallus ENSGALG00000030353
coturnix_japonica ENSCJPG00005015959
apteryx_rowi ENSARWG00000013638
nothoprocta_perdicaria ENSNPEG00000005819
chelonoidis_abingdonii ENSCABG00000016157
anolis_carolinensis ENSACAG00000006346
calidris_pugnax ENSCPUG00000006708
apteryx_haastii ENSAHAG00000008228
pelodiscus_sinensis ENSPSIG00000008370
ornithorhynchus_anatinus ENSOANG00000011188
chlorocebus_sabaeus ENSCSAG00000017460
vombatus_ursinus ENSVURG00010005562
vombatus_ursinus ENSVURG00010022598
cynoglossus_semilaevis ENSCSEG00000004405
mola_mola ENSMMOG00000005680
astyanax_mexicanus ENSAMXG00000025991
astyanax_mexicanus ENSAMXG00005024586
pygocentrus_nattereri ENSPNAG00000009917
ictalurus_punctatus ENSIPUG00000004246
electrophorus_electricus ENSEEEG00000007495
danio_rerio ENSDARG00000069866
denticeps_clupeoides ENSDCDG00000025954
hucho_hucho ENSHHUG00000034989
hucho_hucho ENSHHUG00000035035
esox_lucius ENSELUG00000019950
labrus_bergylta ENSLBEG00000018628
larimichthys_crocea ENSLCRG00005006640
cynoglossus_semilaevis ENSCSEG00000004400
hippocampus_comes ENSHCOG00000000875
larimichthys_crocea ENSLCRG00005006638
cottoperca_gobio ENSCGOG00000023043
amphiprion_percula ENSAPEG00000006437
amphiprion_ocellaris ENSAOCG00000014177
stegastes_partitus ENSSPAG00000008219
acanthochromis_polyacanthus ENSAPOG00000006082
gouania_willdenowi ENSGWIG00000015488
lates_calcarifer ENSLCAG00010006973
takifugu_rubripes ENSTRUG00000014518
tetraodon_nigroviridis ENSTNIG00000013867
mola_mola ENSMMOG00000019810
gasterosteus_aculeatus ENSGACG00000002889
poecilia_latipinna ENSPLAG00000011028
poecilia_formosa ENSPFOG00000015998
poecilia_mexicana ENSPMEG00000002892
poecilia_reticulata ENSPREG00000008412
xiphophorus_maculatus ENSXMAG00000019932
xiphophorus_couchianus ENSXCOG00000018769
fundulus_heteroclitus ENSFHEG00000012555
cyprinodon_variegatus ENSCVAG00000005555
kryptolebias_marmoratus ENSKMAG00000001638
oryzias_latipes ENSORLG00015014663
oryzias_latipes ENSORLG00020000284
oryzias_latipes ENSORLG00000012110
oryzias_melastigma ENSOMEG00000011835
scophthalmus_maximus ENSSMAG00000000930
haplochromis_burtoni ENSHBUG00000005417
haplochromis_burtoni ENSHBUG00000005534
maylandia_zebra ENSMZEG00005022003
astatotilapia_calliptera ENSACLG00000001158
pundamilia_nyererei ENSPNYG00000014161
neolamprologus_brichardi ENSNBRG00000003701
oreochromis_niloticus ENSONIG00000020427
amphilophus_citrinellus ENSACIG00000022280
parambassis_ranga ENSPRNG00000017951
mastacembelus_armatus ENSMAMG00000016891
monopterus_albus ENSMALG00000004779
anabas_testudineus ENSATEG00000008767
betta_splendens ENSBSLG00000009274
seriola_dumerili ENSSDUG00000006843
seriola_lalandi ENSSLDG00000005256
periophthalmus_magnuspinnatus ENSPMGG00000010314
gadus_morhua ENSGMOG00000020606
scleropages_formosus ENSSFOG00015000717
scleropages_formosus ENSSFOG00015010680
electrophorus_electricus ENSEEEG00000022994
danio_rerio ENSDARG00000008131
clupea_harengus ENSCHAG00000018680
hucho_hucho ENSHHUG00000008455
hucho_hucho ENSHHUG00000013010
lepisosteus_oculatus ENSLOCG00000017799
erpetoichthys_calabaricus ENSECRG00000005151
latimeria_chalumnae ENSLACG00000005331
anabas_testudineus ENSATEG00000004770
betta_splendens ENSBSLG00000003504
monopterus_albus ENSMALG00000018021
gasterosteus_aculeatus ENSGACG00000014850
labrus_bergylta ENSLBEG00000020021
gouania_willdenowi ENSGWIG00000023512
oryzias_latipes ENSORLG00015013679
oryzias_latipes ENSORLG00020014830
oryzias_latipes ENSORLG00000027672
oryzias_melastigma ENSOMEG00000009509
kryptolebias_marmoratus ENSKMAG00000011088
takifugu_rubripes ENSTRUG00000021237
tetraodon_nigroviridis ENSTNIG00000012196
maylandia_zebra ENSMZEG00005008255
oreochromis_niloticus ENSONIG00000021020
amphilophus_citrinellus ENSACIG00000004403
stegastes_partitus ENSSPAG00000010125
seriola_dumerili ENSSDUG00000021280
seriola_lalandi ENSSLDG00000001549
lates_calcarifer ENSLCAG00010018822
scophthalmus_maximus ENSSMAG00000004680
larimichthys_crocea ENSLCRG00005023079
mastacembelus_armatus ENSMAMG00000021660
xiphophorus_couchianus ENSXCOG00000020285
xiphophorus_maculatus ENSXMAG00000019447
gambusia_affinis ENSGAFG00000004512
poecilia_mexicana ENSPMEG00000005872
poecilia_formosa ENSPFOG00000008756
poecilia_reticulata ENSPREG00000011495
poecilia_latipinna ENSPLAG00000012948
fundulus_heteroclitus ENSFHEG00000022335
cyprinodon_variegatus ENSCVAG00000008751
parambassis_ranga ENSPRNG00000005808
amphiprion_ocellaris ENSAOCG00000003467
amphiprion_percula ENSAPEG00000005036
acanthochromis_polyacanthus ENSAPOG00000000957
cottoperca_gobio ENSCGOG00000011013
hippocampus_comes ENSHCOG00000008937
gadus_morhua ENSGMOG00000014644
periophthalmus_magnuspinnatus ENSPMGG00000020110
astyanax_mexicanus ENSAMXG00000035402
astyanax_mexicanus ENSAMXG00005024927
pygocentrus_nattereri ENSPNAG00000024384
ictalurus_punctatus ENSIPUG00000020846
salvator_merianae ENSSMRG00000002865
callorhinchus_milii ENSCMIG00000013472
petromyzon_marinus ENSPMAG00000009737
eptatretus_burgeri ENSEBUG00000008605
ciona_savignyi ENSCSAVG00000000494
drosophila_melanogaster FBgn0029123
