microcebus_murinus ENSMICG00000036093
propithecus_coquereli ENSPCOG00000019117
pan_troglodytes ENSPTRG00000040977
homo_sapiens ENSG00000227268
gorilla_gorilla ENSGGOG00000025668
rhinopithecus_bieti ENSRBIG00000043475
piliocolobus_tephrosceles ENSPTEG00000037682
theropithecus_gelada ENSTGEG00000006684
mandrillus_leucophaeus ENSMLEG00000030459
cercocebus_atys ENSCATG00000043653
saimiri_boliviensis_boliviensis ENSSBOG00000031183
cebus_capucinus ENSCCAG00000036146
aotus_nancymaae ENSANAG00000033415
ovis_aries ENSOARG00000014781
sus_scrofa ENSSSCG00000034320
