paramormyrops_kingsleyae ENSPKIG00000013062
scleropages_formosus ENSSFOG00015024031
xiphophorus_maculatus ENSXMAG00000024384
gambusia_affinis ENSGAFG00000019658
poecilia_formosa ENSPFOG00000000353
poecilia_latipinna ENSPLAG00000021269
poecilia_mexicana ENSPMEG00000022707
poecilia_reticulata ENSPREG00000000833
xiphophorus_couchianus ENSXCOG00000008799
fundulus_heteroclitus ENSFHEG00000006836
cyprinodon_variegatus ENSCVAG00000022920
oryzias_latipes ENSORLG00000010650
oryzias_latipes_asm223469v1 ENSORLG00015012853
oryzias_latipes ENSORLG00020018179
oryzias_melastigma ENSOMEG00000019849
amphiprion_ocellaris ENSAOCG00000000272
amphiprion_percula ENSAPEG00000005032
acanthochromis_polyacanthus ENSAPOG00000019722
stegastes_partitus ENSSPAG00000004806
labrus_bergylta ENSLBEG00000000970
labrus_bergylta ENSLBEG00000026789
gasterosteus_aculeatus ENSGACG00000019538
monopterus_albus ENSMALG00000022694
mastacembelus_armatus ENSMAMG00000001111
anabas_testudineus ENSATEG00000016299
seriola_dumerili ENSSDUG00000001751
seriola_lalandi_dorsalis ENSSLDG00000008569
tetraodon_nigroviridis ENSTNIG00000000099
takifugu_rubripes ENSTRUG00000020679
hippocampus_comes ENSHCOG00000003561
cynoglossus_semilaevis ENSCSEG00000020350
mola_mola ENSMMOG00000017446
scophthalmus_maximus ENSSMAG00000015930
pundamilia_nyererei ENSPNYG00000013036
maylandia_zebra ENSMZEG00005001509
astatotilapia_calliptera ENSACLG00000005704
haplochromis_burtoni ENSHBUG00000001116
neolamprologus_brichardi ENSNBRG00000007089
oreochromis_niloticus ENSONIG00000011560
amphilophus_citrinellus ENSACIG00000021842
periophthalmus_magnuspinnatus ENSPMGG00000003513
esox_lucius ENSELUG00000002579
pygocentrus_nattereri ENSPNAG00000029098
astyanax_mexicanus ENSAMXG00000002168
ictalurus_punctatus ENSIPUG00000017674
danio_rerio ENSDARG00000026616
lepisosteus_oculatus ENSLOCG00000010524
gopherus_agassizii ENSGAGG00000002928
chrysemys_picta_bellii ENSCPBG00000027603
pelodiscus_sinensis ENSPSIG00000007894
apteryx_rowi ENSARWG00000008846
apteryx_haastii ENSAHAG00000007074
dromaius_novaehollandiae ENSDNVG00000002592
serinus_canaria ENSSCAG00000012990
taeniopygia_guttata ENSTGUG00000002435
zonotrichia_albicollis ENSZALG00000003305
junco_hyemalis ENSJHYG00000015722
ficedula_albicollis ENSFALG00000004889
cyanistes_caeruleus ENSCCEG00000023459
parus_major ENSPMJG00000008009
manacus_vitellinus ENSMVIG00005009782
lepidothrix_coronata ENSLCOG00000011181
melopsittacus_undulatus ENSMUNG00000008612
calidris_pygmaea ENSCPGG00000016955
calidris_pugnax ENSCPUG00000012291
gallus_gallus ENSGALG00000009792
meleagris_gallopavo ENSMGAG00000002901
coturnix_japonica ENSCJPG00005001141
numida_meleagris ENSNMEG00000001093
anas_platyrhynchos_platyrhynchos ENSAPLG00000027541
pogona_vitticeps ENSPVIG00000021499
anolis_carolinensis ENSACAG00000028951
salvator_merianae ENSSMRG00000015621
sphenodon_punctatus ENSSPUG00000008102
xenopus_tropicalis ENSXETG00000024517
latimeria_chalumnae ENSLACG00000013312
