parus_major ENSPMJG00000007980
cyanistes_caeruleus ENSCCEG00000006384
ficedula_albicollis ENSFALG00000015222
lonchura_striata_domestica ENSLSDG00000006757
taeniopygia_guttata ENSTGUG00000010658
serinus_canaria ENSSCAG00000004168
zonotrichia_albicollis ENSZALG00000006527
junco_hyemalis ENSJHYG00000006400
manacus_vitellinus ENSMVIG00005017951
meleagris_gallopavo ENSMGAG00000012595
coturnix_japonica ENSCJPG00005013654
gallus_gallus ENSGALG00000012457
numida_meleagris ENSNMEG00000011844
anser_brachyrhynchus ENSABRG00000002666
anas_platyrhynchos_platyrhynchos ENSAPLG00000001425
melopsittacus_undulatus ENSMUNG00000000900
calidris_pygmaea ENSCPGG00000018922
calidris_pugnax ENSCPUG00000015344
apteryx_haastii ENSAHAG00000001825
apteryx_owenii ENSAOWG00000010296
apteryx_rowi ENSARWG00000018037
dromaius_novaehollandiae ENSDNVG00000008160
nothoprocta_perdicaria ENSNPEG00000012457
crocodylus_porosus ENSCPRG00005018949
gopherus_agassizii ENSGAGG00000017419
chelonoidis_abingdonii ENSCABG00000001270
chrysemys_picta_bellii ENSCPBG00000023077
pelodiscus_sinensis ENSPSIG00000006872
pogona_vitticeps ENSPVIG00000024588
anolis_carolinensis ENSACAG00000016104
notechis_scutatus ENSNSUG00000005407
salvator_merianae ENSSMRG00000015734
sphenodon_punctatus ENSSPUG00000011764
loxodonta_africana ENSLAFG00000013010
echinops_telfairi ENSETEG00000006312
prolemur_simus ENSPSMG00000014934
otolemur_garnettii ENSOGAG00000026912
pan_troglodytes ENSPTRG00000029436
pan_paniscus ENSPPAG00000026734
homo_sapiens ENSG00000278195
gorilla_gorilla ENSGGOG00000001115
pongo_abelii ENSPPYG00000011790
nomascus_leucogenys ENSNLEG00000014757
piliocolobus_tephrosceles ENSPTEG00000020651
colobus_angolensis_palliatus ENSCANG00000003081
rhinopithecus_bieti ENSRBIG00000015048
rhinopithecus_roxellana ENSRROG00000024612
macaca_fascicularis ENSMFAG00000026145
macaca_nemestrina ENSMNEG00000020295
macaca_mulatta ENSMMUG00000018853
papio_anubis ENSPANG00000009272
cercocebus_atys ENSCATG00000019650
mandrillus_leucophaeus ENSMLEG00000007538
theropithecus_gelada ENSTGEG00000013742
chlorocebus_sabaeus ENSCSAG00000019275
saimiri_boliviensis_boliviensis ENSSBOG00000004362
cebus_capucinus ENSCCAG00000017516
callithrix_jacchus ENSCJAG00000002142
aotus_nancymaae ENSANAG00000031626
dipodomys_ordii ENSDORG00000029293
castor_canadensis ENSCCNG00000019655
cavia_aperea ENSCAPG00000006617
cavia_porcellus ENSCPOG00000033623
chinchilla_lanigera ENSCLAG00000015526
octodon_degus ENSODEG00000020157
heterocephalus_glaber_female ENSHGLG00000016528
heterocephalus_glaber_male ENSHGLG00100007703
fukomys_damarensis ENSFDAG00000010926
mus_spicilegus ENSMSIG00000021464
mus_musculus ENSMUSG00000044933
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020885
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019987
mus_pahari MGP_PahariEiJ_G0019989
rattus_norvegicus ENSRNOG00000007332
meriones_unguiculatus ENSMUGG00000008608
peromyscus_maniculatus_bairdii ENSPEMG00000029274
microtus_ochrogaster ENSMOCG00000001850
cricetulus_griseus_crigri ENSCGRG00000019675
cricetulus_griseus_crigri-picr ENSCGRG00015001617
cricetulus_griseus_chok1gshd ENSCGRG00001008778
mesocricetus_auratus ENSMAUG00000014609
nannospalax_galili ENSNGAG00000014921
jaculus_jaculus ENSJJAG00000022811
capra_hircus ENSCHIG00000025517
ovis_aries ENSOARG00000020217
bos_mutus ENSBMUG00000024684
bos_taurus ENSBTAG00000008910
bison_bison_bison ENSBBBG00000005029
sus_scrofa ENSSSCG00000027106
equus_caballus ENSECAG00000006895
equus_asinus_asinus ENSEASG00005018871
ailuropoda_melanoleuca ENSAMEG00000019890
ursus_americanus ENSUAMG00000023892
neovison_vison ENSNVIG00000003103
mustela_putorius_furo ENSMPUG00000019289
canis_lupus_familiaris ENSCAFG00000001509
canis_lupus_dingo ENSCAFG00020004117
vulpes_vulpes ENSVVUG00000023677
felis_catus ENSFCAG00000013748
panthera_pardus ENSPPRG00000014544
myotis_lucifugus ENSMLUG00000012658
pteropus_vampyrus ENSPVAG00000002282
ictidomys_tridecemlineatus ENSSTOG00000029044
urocitellus_parryii ENSUPAG00010004643
spermophilus_dauricus ENSSDAG00000024429
marmota_marmota_marmota ENSMMMG00000015061
ochotona_princeps ENSOPRG00000014238
dasypus_novemcinctus ENSDNOG00000042020
erinaceus_europaeus ENSEEUG00000014716
sarcophilus_harrisii ENSSHAG00000014812
phascolarctos_cinereus ENSPCIG00000014531
ornithorhynchus_anatinus ENSOANG00000013617
xenopus_tropicalis ENSXETG00000016039
