gopherus_agassizii ENSGAGG00000005298
chelonoidis_abingdonii ENSCABG00000001962
chrysemys_picta ENSCPBG00000026401
pelodiscus_sinensis ENSPSIG00000012460
apteryx_owenii ENSAOWG00000007090
apteryx_haastii ENSAHAG00000009910
apteryx_rowi ENSARWG00000005940
dromaius_novaehollandiae ENSDNVG00000001260
nothoprocta_perdicaria ENSNPEG00000009446
taeniopygia_guttata ENSTGUG00000004423
lonchura_striata ENSLSDG00000004823
serinus_canaria ENSSCAG00000012069
junco_hyemalis ENSJHYG00000017504
zonotrichia_albicollis ENSZALG00000016671
ficedula_albicollis ENSFALG00000004074
parus_major ENSPMJG00000010265
cyanistes_caeruleus ENSCCEG00000008445
lepidothrix_coronata ENSLCOG00000009656
manacus_vitellinus ENSMVIG00005005675
melopsittacus_undulatus ENSMUNG00000005868
calidris_pygmaea ENSCPGG00000007287
calidris_pugnax ENSCPUG00000016911
anas_platyrhynchos ENSAPLG00000005267
anser_brachyrhynchus ENSABRG00000022686
gallus_gallus ENSGALG00000028691
coturnix_japonica ENSCJPG00005016293
meleagris_gallopavo ENSMGAG00000008758
numida_meleagris ENSNMEG00000021080
sphenodon_punctatus ENSSPUG00000019037
notechis_scutatus ENSNSUG00000004310
anolis_carolinensis ENSACAG00000010719
salvator_merianae ENSSMRG00000006576
vombatus_ursinus ENSVURG00010016010
vombatus_ursinus ENSVURG00010002328
phascolarctos_cinereus ENSPCIG00000026352
notamacropus_eugenii ENSMEUG00000001284
monodelphis_domestica ENSMODG00000016624
sarcophilus_harrisii ENSSHAG00000010503
castor_canadensis ENSCCNG00000015263
dipodomys_ordii ENSDORG00000001728
cavia_aperea ENSCAPG00000017684
cavia_porcellus ENSCPOG00000039671
chinchilla_lanigera ENSCLAG00000014136
heterocephalus_glaber ENSHGLG00000002674
heterocephalus_glaber ENSHGLG00100006683
fukomys_damarensis ENSFDAG00000002013
urocitellus_parryii ENSUPAG00010012819
spermophilus_dauricus ENSSDAG00000019560
marmota_marmota ENSMMMG00000018662
ictidomys_tridecemlineatus ENSSTOG00000000990
mus_spicilegus ENSMSIG00000024316
mus_spretus MGP_SPRETEiJ_G0017024
