xiphophorus_maculatus ENSXMAG00000014905
xiphophorus_couchianus ENSXCOG00000014164
poecilia_latipinna ENSPLAG00000016695
poecilia_mexicana ENSPMEG00000011723
poecilia_formosa ENSPFOG00000014643
poecilia_reticulata ENSPREG00000007628
gambusia_affinis ENSGAFG00000011145
fundulus_heteroclitus ENSFHEG00000011708
gasterosteus_aculeatus ENSGACG00000006195
kryptolebias_marmoratus ENSKMAG00000014558
tetraodon_nigroviridis ENSTNIG00000003588
gadus_morhua ENSGMOG00000016560
sphenodon_punctatus ENSSPUG00000003985
oryzias_latipes ENSORLG00020005694
oryzias_latipes ENSORLG00000000402
oryzias_latipes ENSORLG00015012690
oryzias_melastigma ENSOMEG00000000998
taeniopygia_guttata ENSTGUG00000007728
mola_mola ENSMMOG00000007287
periophthalmus_magnuspinnatus ENSPMGG00000013506
hippocampus_comes ENSHCOG00000018453
cynoglossus_semilaevis ENSCSEG00000017534
monopterus_albus ENSMALG00000011895
mastacembelus_armatus ENSMAMG00000008871
anabas_testudineus ENSATEG00000003732
seriola_dumerili ENSSDUG00000016034
seriola_lalandi ENSSLDG00000018043
scophthalmus_maximus ENSSMAG00000019053
amphiprion_ocellaris ENSAOCG00000012020
amphiprion_percula ENSAPEG00000002697
acanthochromis_polyacanthus ENSAPOG00000024455
stegastes_partitus ENSSPAG00000022205
neolamprologus_brichardi ENSNBRG00000019000
acanthochromis_polyacanthus ENSAPOG00000002340
oryzias_melastigma ENSOMEG00000001896
cyprinodon_variegatus ENSCVAG00000017615
takifugu_rubripes ENSTRUG00000020137
periophthalmus_magnuspinnatus ENSPMGG00000013504
oreochromis_niloticus ENSONIG00000013147
astatotilapia_calliptera ENSACLG00000006682
maylandia_zebra ENSMZEG00005018494
pundamilia_nyererei ENSPNYG00000008125
haplochromis_burtoni ENSHBUG00000017586
amphilophus_citrinellus ENSACIG00000015993
gasterosteus_aculeatus ENSGACG00000002396
labrus_bergylta ENSLBEG00000014290
calidris_pygmaea ENSCPGG00000014091
gadus_morhua ENSGMOG00000003349
esox_lucius ENSELUG00000018690
astyanax_mexicanus ENSAMXG00000010945
pygocentrus_nattereri ENSPNAG00000021501
ictalurus_punctatus ENSIPUG00000023612
danio_rerio ENSDARG00000076870
xenopus_tropicalis ENSXETG00000030314
xenopus_tropicalis ENSXETG00000033366
xenopus_tropicalis ENSXETG00000011253
ornithorhynchus_anatinus ENSOANG00000021489
ornithorhynchus_anatinus ENSOANG00000009343
panthera_pardus ENSPPRG00000009590
ursus_americanus ENSUAMG00000020027
bos_mutus ENSBMUG00000013338
bison_bison ENSBBBG00000003908
microcebus_murinus ENSMICG00000036370
prolemur_simus ENSPSMG00000009627
theropithecus_gelada ENSTGEG00000020620
urocitellus_parryii ENSUPAG00010015536
spermophilus_dauricus ENSSDAG00000006381
chinchilla_lanigera ENSCLAG00000000046
nothoprocta_perdicaria ENSNPEG00000001866
nothoprocta_perdicaria ENSNPEG00000001860
apteryx_owenii ENSAOWG00000012333
apteryx_owenii ENSAOWG00000012331
anas_platyrhynchos ENSAPLG00000018541
dasypus_novemcinctus ENSDNOG00000043848
propithecus_coquereli ENSPCOG00000019773
microcebus_murinus ENSMICG00000008905
otolemur_garnettii ENSOGAG00000025510
pan_troglodytes ENSPTRG00000008463
pan_paniscus ENSPPAG00000033313
homo_sapiens ENSG00000103335
gorilla_gorilla ENSGGOG00000012587
pongo_abelii ENSPPYG00000007647
nomascus_leucogenys ENSNLEG00000000624
cercocebus_atys ENSCATG00000032078
mandrillus_leucophaeus ENSMLEG00000028012
papio_anubis ENSPANG00000021833
macaca_fascicularis ENSMFAG00000015002
macaca_mulatta ENSMMUG00000007254
macaca_nemestrina ENSMNEG00000035161
chlorocebus_sabaeus ENSCSAG00000002988
piliocolobus_tephrosceles ENSPTEG00000037534
colobus_angolensis ENSCANG00000029207
rhinopithecus_roxellana ENSRROG00000033548
rhinopithecus_bieti ENSRBIG00000044961
cebus_capucinus ENSCCAG00000035159
saimiri_boliviensis ENSSBOG00000036054
callithrix_jacchus ENSCJAG00000012943
aotus_nancymaae ENSANAG00000030637
ictidomys_tridecemlineatus ENSSTOG00000004005
carlito_syrichta ENSTSYG00000027348
myotis_lucifugus ENSMLUG00000008989
pteropus_vampyrus ENSPVAG00000017368
equus_caballus ENSECAG00000020292
equus_asinus ENSEASG00005000648
neovison_vison ENSNVIG00000008943
mustela_putorius ENSMPUG00000007819
ailuropoda_melanoleuca ENSAMEG00000018122
canis_lupus ENSCAFG00000019870
vulpes_vulpes ENSVVUG00000003475
capra_hircus ENSCHIG00000021797
ovis_aries ENSOARG00000013343
bos_taurus ENSBTAG00000020944
tursiops_truncatus ENSTTRG00000006275
sus_scrofa ENSSSCG00000035230
erinaceus_europaeus ENSEEUG00000000391
loxodonta_africana ENSLAFG00000005128
procavia_capensis ENSPCAG00000004874
echinops_telfairi ENSETEG00000009678
ailuropoda_melanoleuca ENSAMEG00000000381
sarcophilus_harrisii ENSSHAG00000014831
bos_mutus ENSBMUG00000013286
prolemur_simus ENSPSMG00000009632
ornithorhynchus_anatinus ENSOANG00000028445
lonchura_striata ENSLSDG00000005733
lonchura_striata ENSLSDG00000005723
cyanistes_caeruleus ENSCCEG00000006324
zonotrichia_albicollis ENSZALG00000001223
cricetulus_griseus ENSCGRG00000014185
cricetulus_griseus ENSCGRG00015021198
cricetulus_griseus ENSCGRG00001016495
mesocricetus_auratus ENSMAUG00000021717
microtus_ochrogaster ENSMOCG00000008460
mus_spretus MGP_SPRETEiJ_G0032783
mus_spicilegus ENSMSIG00000015362
mus_musculus ENSMUSG00000014444
mus_caroli MGP_CAROLIEiJ_G0031665
mus_pahari MGP_PahariEiJ_G0023263
rattus_norvegicus ENSRNOG00000056786
nannospalax_galili ENSNGAG00000017101
jaculus_jaculus ENSJJAG00000014795
dipodomys_ordii ENSDORG00000003923
chinchilla_lanigera ENSCLAG00000001688
octodon_degus ENSODEG00000005089
cavia_aperea ENSCAPG00000000178
cavia_porcellus ENSCPOG00000008804
heterocephalus_glaber ENSHGLG00000013281
heterocephalus_glaber ENSHGLG00100005585
fukomys_damarensis ENSFDAG00000002032
ochotona_princeps ENSOPRG00000001272
tupaia_belangeri ENSTBEG00000007582
sorex_araneus ENSSARG00000004083
phascolarctos_cinereus ENSPCIG00000007075
monodelphis_domestica ENSMODG00000004122
sarcophilus_harrisii ENSSHAG00000007529
numida_meleagris ENSNMEG00000001404
meleagris_gallopavo ENSMGAG00000007721
anser_brachyrhynchus ENSABRG00000021559
lepidothrix_coronata ENSLCOG00000012363
lepidothrix_coronata ENSLCOG00000012362
taeniopygia_guttata ENSTGUG00000014437
taeniopygia_guttata ENSTGUG00000014410
zonotrichia_albicollis ENSZALG00000001207
ficedula_albicollis ENSFALG00000003422
parus_major ENSPMJG00000013841
cyanistes_caeruleus ENSCCEG00000015961
calidris_pugnax ENSCPUG00000009716
apteryx_rowi ENSARWG00000010557
apteryx_haastii ENSAHAG00000012009
dromaius_novaehollandiae ENSDNVG00000005837
crocodylus_porosus ENSCPRG00005007114
gopherus_agassizii ENSGAGG00000023582
chelonoidis_abingdonii ENSCABG00000003533
chrysemys_picta ENSCPBG00000023456
pogona_vitticeps ENSPVIG00000011872
anolis_carolinensis ENSACAG00000006792
notechis_scutatus ENSNSUG00000009036
salvator_merianae ENSSMRG00000006841
sphenodon_punctatus ENSSPUG00000007086
latimeria_chalumnae ENSLACG00000010417
lepisosteus_oculatus ENSLOCG00000004799
paramormyrops_kingsleyae ENSPKIG00000007997
scleropages_formosus ENSSFOG00015015938
