notamacropus_eugenii ENSMEUG00000016721
phascolarctos_cinereus ENSPCIG00000028943
sarcophilus_harrisii ENSSHAG00000013389
carlito_syrichta ENSTSYG00000037039
microcebus_murinus ENSMICG00000037642
spermophilus_dauricus ENSSDAG00000002912
urocitellus_parryii ENSUPAG00010018279
ictidomys_tridecemlineatus ENSSTOG00000026712
marmota_marmota_marmota ENSMMMG00000019136
saimiri_boliviensis_boliviensis ENSSBOG00000027358
callithrix_jacchus ENSCJAG00000010808
cebus_capucinus ENSCCAG00000023182
aotus_nancymaae ENSANAG00000020928
macaca_mulatta ENSMMUG00000012392
macaca_fascicularis ENSMFAG00000039874
macaca_nemestrina ENSMNEG00000035808
cercocebus_atys ENSCATG00000044928
theropithecus_gelada ENSTGEG00000012094
mandrillus_leucophaeus ENSMLEG00000044450
papio_anubis ENSPANG00000000394
colobus_angolensis_palliatus ENSCANG00000030491
piliocolobus_tephrosceles ENSPTEG00000008206
chlorocebus_sabaeus ENSCSAG00000000702
rhinopithecus_bieti ENSRBIG00000034680
rhinopithecus_roxellana ENSRROG00000043976
pan_paniscus ENSPPAG00000040140
pan_troglodytes ENSPTRG00000000040
homo_sapiens ENSG00000169885
gorilla_gorilla ENSGGOG00000010756
pongo_abelii ENSPPYG00000001992
nomascus_leucogenys ENSNLEG00000000159
otolemur_garnettii ENSOGAG00000031911
tursiops_truncatus ENSTTRG00000011230
capra_hircus ENSCHIG00000017770
sus_scrofa ENSSSCG00000028926
pteropus_vampyrus ENSPVAG00000007236
panthera_pardus ENSPPRG00000013510
panthera_tigris_altaica ENSPTIG00000008610
felis_catus ENSFCAG00000006199
ursus_maritimus ENSUMAG00000001602
ursus_americanus ENSUAMG00000011090
ailuropoda_melanoleuca ENSAMEG00000013569
canis_lupus_dingo ENSCAFG00020011401
canis_lupus_familiaris ENSCAFG00000019214
neovison_vison ENSNVIG00000004428
mustela_putorius_furo ENSMPUG00000008003
erinaceus_europaeus ENSEEUG00000000809
procavia_capensis ENSPCAG00000001895
prolemur_simus ENSPSMG00000014614
propithecus_coquereli ENSPCOG00000015097
loxodonta_africana ENSLAFG00000025923
ornithorhynchus_anatinus ENSOANG00000020624
pogona_vitticeps ENSPVIG00000000376
notechis_scutatus ENSNSUG00000012256
salvator_merianae ENSSMRG00000009065
sphenodon_punctatus ENSSPUG00000008993
gopherus_agassizii ENSGAGG00000017080
chelonoidis_abingdonii ENSCABG00000000876
chrysemys_picta_bellii ENSCPBG00000022965
pelodiscus_sinensis ENSPSIG00000010518
crocodylus_porosus ENSCPRG00005012934
latimeria_chalumnae ENSLACG00000019129
scleropages_formosus ENSSFOG00015020626
paramormyrops_kingsleyae ENSPKIG00000004351
astyanax_mexicanus ENSAMXG00000007954
pygocentrus_nattereri ENSPNAG00000002119
ictalurus_punctatus ENSIPUG00000000611
mastacembelus_armatus ENSMAMG00000016585
monopterus_albus ENSMALG00000001818
anabas_testudineus ENSATEG00000024843
pundamilia_nyererei ENSPNYG00000016735
haplochromis_burtoni ENSHBUG00000002400
astatotilapia_calliptera ENSACLG00000014015
maylandia_zebra ENSMZEG00005014939
neolamprologus_brichardi ENSNBRG00000019150
seriola_dumerili ENSSDUG00000000097
seriola_lalandi_dorsalis ENSSLDG00000008772
scophthalmus_maximus ENSSMAG00000016301
amphiprion_percula ENSAPEG00000002684
amphiprion_ocellaris ENSAOCG00000010243
acanthochromis_polyacanthus ENSAPOG00000024382
cynoglossus_semilaevis ENSCSEG00000021741
periophthalmus_magnuspinnatus ENSPMGG00000007849
esox_lucius ENSELUG00000009032
lepisosteus_oculatus ENSLOCG00000006125
ciona_savignyi ENSCSAVG00000007225
ciona_intestinalis ENSCING00000006233
