apteryx_rowi ENSARWG00000018097
apteryx_owenii ENSAOWG00000002938
apteryx_haastii ENSAHAG00000013623
dromaius_novaehollandiae ENSDNVG00000001801
nothoprocta_perdicaria ENSNPEG00000004984
coturnix_japonica ENSCJPG00005001844
meleagris_gallopavo ENSMGAG00000003813
numida_meleagris ENSNMEG00000001540
anser_brachyrhynchus ENSABRG00000014594
anas_platyrhynchos_platyrhynchos ENSAPLG00000012613
manacus_vitellinus ENSMVIG00005008050
lepidothrix_coronata ENSLCOG00000010065
parus_major ENSPMJG00000008809
cyanistes_caeruleus ENSCCEG00000021906
ficedula_albicollis ENSFALG00000005507
lonchura_striata_domestica ENSLSDG00000007414
junco_hyemalis ENSJHYG00000014796
taeniopygia_guttata ENSTGUG00000002662
serinus_canaria ENSSCAG00000015067
zonotrichia_albicollis ENSZALG00000016195
calidris_pygmaea ENSCPGG00000015435
calidris_pugnax ENSCPUG00000012210
melopsittacus_undulatus ENSMUNG00000011551
crocodylus_porosus ENSCPRG00005008604
chelonoidis_abingdonii ENSCABG00000020249
gopherus_agassizii ENSGAGG00000020978
chrysemys_picta_bellii ENSCPBG00000027471
pelodiscus_sinensis ENSPSIG00000017032
pogona_vitticeps ENSPVIG00000021349
notechis_scutatus ENSNSUG00000004959
salvator_merianae ENSSMRG00000000434
phascolarctos_cinereus ENSPCIG00000023470
sarcophilus_harrisii ENSSHAG00000015024
monodelphis_domestica ENSMODG00000000547
pan_troglodytes ENSPTRG00000039070
pan_paniscus ENSPPAG00000020090
gorilla_gorilla ENSGGOG00000043474
homo_sapiens ENSG00000250673
nomascus_leucogenys ENSNLEG00000035386
macaca_fascicularis ENSMFAG00000035931
macaca_nemestrina ENSMNEG00000028815
cercocebus_atys ENSCATG00000038340
papio_anubis ENSPANG00000019816
theropithecus_gelada ENSTGEG00000012653
mandrillus_leucophaeus ENSMLEG00000039176
rhinopithecus_roxellana ENSRROG00000045752
rhinopithecus_bieti ENSRBIG00000031487
piliocolobus_tephrosceles ENSPTEG00000000652
colobus_angolensis_palliatus ENSCANG00000015293
callithrix_jacchus ENSCJAG00000046646
saimiri_boliviensis_boliviensis ENSSBOG00000016008
cebus_capucinus ENSCCAG00000022602
aotus_nancymaae ENSANAG00000025603
carlito_syrichta ENSTSYG00000033211
propithecus_coquereli ENSPCOG00000018399
prolemur_simus ENSPSMG00000025230
microcebus_murinus ENSMICG00000043534
spermophilus_dauricus ENSSDAG00000007983
urocitellus_parryii ENSUPAG00010000334
marmota_marmota_marmota ENSMMMG00000001660
castor_canadensis ENSCCNG00000005803
neovison_vison ENSNVIG00000008846
mustela_putorius_furo ENSMPUG00000006949
ursus_maritimus ENSUMAG00000015729
panthera_tigris_altaica ENSPTIG00000019736
panthera_pardus ENSPPRG00000012290
felis_catus ENSFCAG00000046759
equus_asinus_asinus ENSEASG00005001529
equus_caballus ENSECAG00000033467
bos_taurus ENSBTAG00000054105
bos_mutus ENSBMUG00000022746
bison_bison_bison ENSBBBG00000000520
ovis_aries ENSOARG00000008443
dasypus_novemcinctus ENSDNOG00000034287
latimeria_chalumnae ENSLACG00000005850
xiphophorus_maculatus ENSXMAG00000024845
xiphophorus_couchianus ENSXCOG00000007469
gambusia_affinis ENSGAFG00000008770
poecilia_reticulata ENSPREG00000015025
poecilia_mexicana ENSPMEG00000009856
poecilia_formosa ENSPFOG00000018117
poecilia_latipinna ENSPLAG00000023020
fundulus_heteroclitus ENSFHEG00000007175
cyprinodon_variegatus ENSCVAG00000008170
kryptolebias_marmoratus ENSKMAG00000004564
oryzias_latipes ENSORLG00000023482
oryzias_latipes ENSORLG00020020432
oryzias_latipes_asm223469v1 ENSORLG00015018186
pundamilia_nyererei ENSPNYG00000007567
haplochromis_burtoni ENSHBUG00000007102
astatotilapia_calliptera ENSACLG00000012106
maylandia_zebra ENSMZEG00005008822
neolamprologus_brichardi ENSNBRG00000002555
amphilophus_citrinellus ENSACIG00000016504
amphiprion_percula ENSAPEG00000014039
amphiprion_ocellaris ENSAOCG00000010848
acanthochromis_polyacanthus ENSAPOG00000005743
stegastes_partitus ENSSPAG00000014294
scophthalmus_maximus ENSSMAG00000015757
cynoglossus_semilaevis ENSCSEG00000005173
seriola_dumerili ENSSDUG00000023649
mastacembelus_armatus ENSMAMG00000006932
monopterus_albus ENSMALG00000004297
labrus_bergylta ENSLBEG00000018841
takifugu_rubripes ENSTRUG00000022355
hippocampus_comes ENSHCOG00000015298
pygocentrus_nattereri ENSPNAG00000023829
astyanax_mexicanus ENSAMXG00000030500
paramormyrops_kingsleyae ENSPKIG00000016205
scleropages_formosus ENSSFOG00015009578
lepisosteus_oculatus ENSLOCG00000008841
eptatretus_burgeri ENSEBUG00000003624
ciona_savignyi ENSCSAVG00000004466
ciona_savignyi ENSCSAVG00000004470
ciona_intestinalis ENSCING00000008875
ciona_savignyi ENSCSAVG00000010031
ciona_intestinalis ENSCING00000012895
