castor_canadensis ENSCCNG00000026733
dipodomys_ordii ENSDORG00000014149
mus_musculus ENSMUSG00000025347
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016789
mus_spicilegus ENSMSIG00000028363
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015964
mus_pahari MGP_PahariEiJ_G0031120
rattus_norvegicus ENSRNOG00000007927
meriones_unguiculatus ENSMUGG00000024999
peromyscus_maniculatus_bairdii ENSPEMG00000001761
microtus_ochrogaster ENSMOCG00000008376
cricetulus_griseus_crigri ENSCGRG00000015365
cricetulus_griseus_chok1gshd ENSCGRG00001020267
cricetulus_griseus_crigri-picr ENSCGRG00015028142
mesocricetus_auratus ENSMAUG00000015292
nannospalax_galili ENSNGAG00000018609
jaculus_jaculus ENSJJAG00000015629
octodon_degus ENSODEG00000004695
chinchilla_lanigera ENSCLAG00000016551
cavia_porcellus ENSCPOG00000014972
heterocephalus_glaber_female ENSHGLG00000006754
heterocephalus_glaber_male ENSHGLG00100016921
fukomys_damarensis ENSFDAG00000014366
spermophilus_dauricus ENSSDAG00000007058
spermophilus_dauricus ENSSDAG00000007125
spermophilus_dauricus ENSSDAG00000015867
urocitellus_parryii ENSUPAG00010014802
marmota_marmota_marmota ENSMMMG00000014411
oryctolagus_cuniculus ENSOCUG00000023347
tupaia_belangeri ENSTBEG00000015579
propithecus_coquereli ENSPCOG00000021279
prolemur_simus ENSPSMG00000024144
otolemur_garnettii ENSOGAG00000010513
cercocebus_atys ENSCATG00000041077
mandrillus_leucophaeus ENSMLEG00000033453
papio_anubis ENSPANG00000015541
theropithecus_gelada ENSTGEG00000011605
macaca_fascicularis ENSMFAG00000041138
macaca_nemestrina ENSMNEG00000030037
macaca_mulatta ENSMMUG00000013225
chlorocebus_sabaeus ENSCSAG00000005338
colobus_angolensis_palliatus ENSCANG00000039775
piliocolobus_tephrosceles ENSPTEG00000034434
rhinopithecus_roxellana ENSRROG00000043640
rhinopithecus_bieti ENSRBIG00000028549
homo_sapiens ENSG00000170439
gorilla_gorilla ENSGGOG00000008581
pan_paniscus ENSPPAG00000029723
pan_troglodytes ENSPTRG00000005058
pongo_abelii ENSPPYG00000004625
nomascus_leucogenys ENSNLEG00000017612
cebus_capucinus ENSCCAG00000028514
callithrix_jacchus ENSCJAG00000008201
saimiri_boliviensis_boliviensis ENSSBOG00000013267
aotus_nancymaae ENSANAG00000036477
carlito_syrichta ENSTSYG00000007994
capra_hircus ENSCHIG00000027137
ovis_aries ENSOARG00000011505
bos_taurus ENSBTAG00000012896
bos_mutus ENSBMUG00000018523
bison_bison_bison ENSBBBG00000003369
tursiops_truncatus ENSTTRG00000009630
sus_scrofa ENSSSCG00000036547
vicugna_pacos ENSVPAG00000009509
equus_caballus ENSECAG00000011720
equus_asinus_asinus ENSEASG00005001861
neovison_vison ENSNVIG00000021621
mustela_putorius_furo ENSMPUG00000000852
ursus_americanus ENSUAMG00000015092
ursus_maritimus ENSUMAG00000015411
ailuropoda_melanoleuca ENSAMEG00000011933
canis_lupus_familiaris ENSCAFG00000031038
canis_lupus_dingo ENSCAFG00020026120
vulpes_vulpes ENSVVUG00000023831
panthera_pardus ENSPPRG00000023193
panthera_tigris_altaica ENSPTIG00000012796
felis_catus ENSFCAG00000039385
pteropus_vampyrus ENSPVAG00000017745
dasypus_novemcinctus ENSDNOG00000046100
loxodonta_africana ENSLAFG00000032588
procavia_capensis ENSPCAG00000008996
echinops_telfairi ENSETEG00000009099
phascolarctos_cinereus ENSPCIG00000024669
notamacropus_eugenii ENSMEUG00000000400
monodelphis_domestica ENSMODG00000001722
anser_brachyrhynchus ENSABRG00000020426
cynoglossus_semilaevis ENSCSEG00000003205
gadus_morhua ENSGMOG00000002697
