salvator_merianae ENSSMRG00000007967
notechis_scutatus ENSNSUG00000018662
anas_platyrhynchos_platyrhynchos ENSAPLG00000028946
anser_brachyrhynchus ENSABRG00000020833
calidris_pygmaea ENSCPGG00000011004
calidris_pugnax ENSCPUG00000018693
lonchura_striata_domestica ENSLSDG00000015041
parus_major ENSPMJG00000002683
chelonoidis_abingdonii ENSCABG00000020296
gopherus_agassizii ENSGAGG00000015720
marmota_marmota_marmota ENSMMMG00000019721
urocitellus_parryii ENSUPAG00010016266
castor_canadensis ENSCCNG00000029650
cricetulus_griseus_crigri-picr ENSCGRG00015024381
peromyscus_maniculatus_bairdii ENSPEMG00000009133
rattus_norvegicus ENSRNOG00000037091
theropithecus_gelada ENSTGEG00000000315
felis_catus ENSFCAG00000043930
felis_catus ENSFCAG00000042350
neovison_vison ENSNVIG00000015334
bos_taurus ENSBTAG00000049959
sus_scrofa ENSSSCG00000031559
capra_hircus ENSCHIG00000010856
canis_lupus_dingo ENSCAFG00020008506
equus_asinus_asinus ENSEASG00005014850
