salvator_merianae ENSSMRG00000013225
pogona_vitticeps ENSPVIG00000017161
sphenodon_punctatus ENSSPUG00000006071
chrysemys_picta_bellii ENSCPBG00000020279
gopherus_agassizii ENSGAGG00000012621
cyanistes_caeruleus ENSCCEG00000006879
parus_major ENSPMJG00000019070
ficedula_albicollis ENSFALG00000006388
lonchura_striata_domestica ENSLSDG00000013260
lepidothrix_coronata ENSLCOG00000011011
calidris_pygmaea ENSCPGG00000007494
calidris_pugnax ENSCPUG00000020027
gallus_gallus ENSGALG00000028210
meleagris_gallopavo ENSMGAG00000005874
numida_meleagris ENSNMEG00000015707
xenopus_tropicalis ENSXETG00000027010
latimeria_chalumnae ENSLACG00000002108
scleropages_formosus ENSSFOG00015005307
paramormyrops_kingsleyae ENSPKIG00000013374
amphiprion_percula ENSAPEG00000010474
amphiprion_ocellaris ENSAOCG00000018457
acanthochromis_polyacanthus ENSAPOG00000003179
stegastes_partitus ENSSPAG00000017411
maylandia_zebra ENSMZEG00005008324
haplochromis_burtoni ENSHBUG00000016011
astatotilapia_calliptera ENSACLG00000005077
pundamilia_nyererei ENSPNYG00000017545
neolamprologus_brichardi ENSNBRG00000019733
oreochromis_niloticus ENSONIG00000013176
amphilophus_citrinellus ENSACIG00000008638
xiphophorus_couchianus ENSXCOG00000009537
xiphophorus_maculatus ENSXMAG00000028046
poecilia_formosa ENSPFOG00000008545
poecilia_latipinna ENSPLAG00000023027
poecilia_mexicana ENSPMEG00000002117
poecilia_reticulata ENSPREG00000008936
gambusia_affinis ENSGAFG00000012571
fundulus_heteroclitus ENSFHEG00000013652
cyprinodon_variegatus ENSCVAG00000018161
oryzias_melastigma ENSOMEG00000003619
oryzias_melastigma ENSOMEG00000023343
oryzias_latipes ENSORLG00020010024
oryzias_latipes ENSORLG00000004378
oryzias_latipes_asm223469v1 ENSORLG00015014854
seriola_dumerili ENSSDUG00000010914
seriola_lalandi_dorsalis ENSSLDG00000009630
scophthalmus_maximus ENSSMAG00000004389
labrus_bergylta ENSLBEG00000025988
monopterus_albus ENSMALG00000016691
mastacembelus_armatus ENSMAMG00000018704
anabas_testudineus ENSATEG00000023061
tetraodon_nigroviridis ENSTNIG00000016232
takifugu_rubripes ENSTRUG00000022736
mola_mola ENSMMOG00000014404
kryptolebias_marmoratus ENSKMAG00000019669
hippocampus_comes ENSHCOG00000020521
cynoglossus_semilaevis ENSCSEG00000012956
periophthalmus_magnuspinnatus ENSPMGG00000004028
esox_lucius ENSELUG00000022182
esox_lucius ENSELUG00000022173
astyanax_mexicanus ENSAMXG00000004003
pygocentrus_nattereri ENSPNAG00000003164
ictalurus_punctatus ENSIPUG00000017468
danio_rerio ENSDARG00000079416
lepisosteus_oculatus ENSLOCG00000005790
eptatretus_burgeri ENSEBUG00000002420
eptatretus_burgeri ENSEBUG00000012611
petromyzon_marinus ENSPMAG00000008806
