monodelphis_domestica ENSMODG00000002174
phascolarctos_cinereus ENSPCIG00000015389
sarcophilus_harrisii ENSSHAG00000014770
ictidomys_tridecemlineatus ENSSTOG00000005521
spermophilus_dauricus ENSSDAG00000024768
urocitellus_parryii ENSUPAG00010014549
marmota_marmota_marmota ENSMMMG00000015318
castor_canadensis ENSCCNG00000021906
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032208
mus_spicilegus ENSMSIG00000031075
mus_musculus ENSMUSG00000036469
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031092
mus_pahari MGP_PahariEiJ_G0021558
rattus_norvegicus ENSRNOG00000026310
peromyscus_maniculatus_bairdii ENSPEMG00000010003
microtus_ochrogaster ENSMOCG00000001423
cricetulus_griseus_chok1gshd ENSCGRG00001015013
cricetulus_griseus_crigri ENSCGRG00000003904
mesocricetus_auratus ENSMAUG00000012137
heterocephalus_glaber_female ENSHGLG00000008819
fukomys_damarensis ENSFDAG00000014832
cavia_aperea ENSCAPG00000001631
cavia_porcellus ENSCPOG00000001120
chinchilla_lanigera ENSCLAG00000014711
octodon_degus ENSODEG00000007243
otolemur_garnettii ENSOGAG00000001861
oryctolagus_cuniculus ENSOCUG00000011279
tupaia_belangeri ENSTBEG00000017286
dipodomys_ordii ENSDORG00000008534
nannospalax_galili ENSNGAG00000005525
bison_bison_bison ENSBBBG00000007492
bos_taurus ENSBTAG00000044082
capra_hircus ENSCHIG00000023590
ovis_aries ENSOARG00000013445
sus_scrofa ENSSSCG00000039175
tursiops_truncatus ENSTTRG00000013827
vicugna_pacos ENSVPAG00000007351
jaculus_jaculus ENSJJAG00000013194
meriones_unguiculatus ENSMUGG00000025487
sus_scrofa ENSSSCG00000038524
neovison_vison ENSNVIG00000003409
mustela_putorius_furo ENSMPUG00000001880
ailuropoda_melanoleuca ENSAMEG00000001142
canis_lupus_dingo ENSCAFG00020005387
canis_lupus_familiaris ENSCAFG00000008804
vulpes_vulpes ENSVVUG00000022324
panthera_tigris_altaica ENSPTIG00000000356
panthera_pardus ENSPPRG00000007272
felis_catus ENSFCAG00000036975
pteropus_vampyrus ENSPVAG00000005567
equus_caballus ENSECAG00000015012
equus_asinus_asinus ENSEASG00005022175
erinaceus_europaeus ENSEEUG00000000757
sorex_araneus ENSSARG00000003811
rhinopithecus_roxellana ENSRROG00000028717
rhinopithecus_bieti ENSRBIG00000041461
colobus_angolensis_palliatus ENSCANG00000028122
macaca_nemestrina ENSMNEG00000041210
macaca_fascicularis ENSMFAG00000045943
macaca_mulatta ENSMMUG00000041688
chlorocebus_sabaeus ENSCSAG00000003192
papio_anubis ENSPANG00000010028
theropithecus_gelada ENSTGEG00000018942
cercocebus_atys ENSCATG00000033869
mandrillus_leucophaeus ENSMLEG00000030720
pan_paniscus ENSPPAG00000044145
pan_troglodytes ENSPTRG00000016564
homo_sapiens ENSG00000145416
gorilla_gorilla ENSGGOG00000012475
pongo_abelii ENSPPYG00000015168
nomascus_leucogenys ENSNLEG00000006467
callithrix_jacchus ENSCJAG00000012479
cebus_capucinus ENSCCAG00000022757
saimiri_boliviensis_boliviensis ENSSBOG00000028074
aotus_nancymaae ENSANAG00000022574
carlito_syrichta ENSTSYG00000008295
prolemur_simus ENSPSMG00000003731
propithecus_coquereli ENSPCOG00000014699
microcebus_murinus ENSMICG00000045051
choloepus_hoffmanni ENSCHOG00000001662
heterocephalus_glaber_male ENSHGLG00100015158
cricetulus_griseus_crigri-picr ENSCGRG00015028512
piliocolobus_tephrosceles ENSPTEG00000035526
ursus_maritimus ENSUMAG00000019774
ursus_americanus ENSUAMG00000004792
myotis_lucifugus ENSMLUG00000009712
bos_mutus ENSBMUG00000018820
meriones_unguiculatus ENSMUGG00000007016
dasypus_novemcinctus ENSDNOG00000030955
loxodonta_africana ENSLAFG00000013104
procavia_capensis ENSPCAG00000006784
ornithorhynchus_anatinus ENSOANG00000008229
chelonoidis_abingdonii ENSCABG00000014740
gopherus_agassizii ENSGAGG00000024745
chrysemys_picta_bellii ENSCPBG00000003319
pelodiscus_sinensis ENSPSIG00000005453
dromaius_novaehollandiae ENSDNVG00000016035
apteryx_owenii ENSAOWG00000005824
manacus_vitellinus ENSMVIG00005014185
lepidothrix_coronata ENSLCOG00000004715
melopsittacus_undulatus ENSMUNG00000010272
calidris_pygmaea ENSCPGG00000006544
calidris_pugnax ENSCPUG00000006715
coturnix_japonica ENSCJPG00005000708
meleagris_gallopavo ENSMGAG00000002154
numida_meleagris ENSNMEG00000021757
anser_brachyrhynchus ENSABRG00000016476
