paramormyrops_kingsleyae ENSPKIG00000007345
scleropages_formosus ENSSFOG00015005411
scleropages_formosus ENSSFOG00015011975
acanthochromis_polyacanthus ENSAPOG00000007108
stegastes_partitus ENSSPAG00000020975
oryzias_melastigma ENSOMEG00000014133
oryzias_melastigma ENSOMEG00000014447
oryzias_latipes ENSORLG00000026231
periophthalmus_magnuspinnatus ENSPMGG00000006649
periophthalmus_magnuspinnatus ENSPMGG00000015594
ictalurus_punctatus ENSIPUG00000009611
ictalurus_punctatus ENSIPUG00000009534
pygocentrus_nattereri ENSPNAG00000011443
gopherus_agassizii ENSGAGG00000014784
gopherus_agassizii ENSGAGG00000010476
manacus_vitellinus ENSMVIG00005002893
lepidothrix_coronata ENSLCOG00000001668
pogona_vitticeps ENSPVIG00000003945
pogona_vitticeps ENSPVIG00000000340
notechis_scutatus ENSNSUG00000000822
salvator_merianae ENSSMRG00000000635
castor_canadensis ENSCCNG00000028651
