pogona_vitticeps ENSPVIG00000022703
anolis_carolinensis ENSACAG00000015256
notechis_scutatus ENSNSUG00000015757
salvator_merianae ENSSMRG00000018372
sphenodon_punctatus ENSSPUG00000003528
anser_brachyrhynchus ENSABRG00000017296
anas_platyrhynchos_platyrhynchos ENSAPLG00000010210
gallus_gallus ENSGALG00000010219
meleagris_gallopavo ENSMGAG00000010326
coturnix_japonica ENSCJPG00005009763
numida_meleagris ENSNMEG00000021438
manacus_vitellinus ENSMVIG00005012123
lepidothrix_coronata ENSLCOG00000000784
lonchura_striata_domestica ENSLSDG00000012571
taeniopygia_guttata ENSTGUG00000007828
serinus_canaria ENSSCAG00000000983
junco_hyemalis ENSJHYG00000007940
zonotrichia_albicollis ENSZALG00000008030
parus_major ENSPMJG00000019565
cyanistes_caeruleus ENSCCEG00000015780
ficedula_albicollis ENSFALG00000005074
melopsittacus_undulatus ENSMUNG00000010926
calidris_pugnax ENSCPUG00000011989
calidris_pygmaea ENSCPGG00000014239
apteryx_owenii ENSAOWG00000009379
apteryx_haastii ENSAHAG00000009381
apteryx_rowi ENSARWG00000000394
dromaius_novaehollandiae ENSDNVG00000009504
nothoprocta_perdicaria ENSNPEG00000014556
crocodylus_porosus ENSCPRG00005017736
gopherus_agassizii ENSGAGG00000020602
chelonoidis_abingdonii ENSCABG00000004799
chrysemys_picta_bellii ENSCPBG00000005226
phascolarctos_cinereus ENSPCIG00000027579
notamacropus_eugenii ENSMEUG00000014797
monodelphis_domestica ENSMODG00000002481
pteropus_vampyrus ENSPVAG00000009876
myotis_lucifugus ENSMLUG00000002009
erinaceus_europaeus ENSEEUG00000006452
bos_mutus ENSBMUG00000017080
bos_taurus ENSBTAG00000012644
bison_bison_bison ENSBBBG00000016610
ovis_aries ENSOARG00000001472
capra_hircus ENSCHIG00000026792
tursiops_truncatus ENSTTRG00000003406
sus_scrofa ENSSSCG00000003922
vicugna_pacos ENSVPAG00000011724
neovison_vison ENSNVIG00000018624
