xenopus_tropicalis ENSXETG00000015128
latimeria_chalumnae ENSLACG00000006378
labrus_bergylta ENSLBEG00000024648
gasterosteus_aculeatus ENSGACG00000012505
takifugu_rubripes ENSTRUG00000003163
tetraodon_nigroviridis ENSTNIG00000012094
seriola_lalandi_dorsalis ENSSLDG00000022112
seriola_dumerili ENSSDUG00000011286
scophthalmus_maximus ENSSMAG00000004927
mastacembelus_armatus ENSMAMG00000009066
monopterus_albus ENSMALG00000010525
anabas_testudineus ENSATEG00000008136
amphiprion_ocellaris ENSAOCG00000009614
amphiprion_percula ENSAPEG00000004060
acanthochromis_polyacanthus ENSAPOG00000000683
stegastes_partitus ENSSPAG00000012311
pundamilia_nyererei ENSPNYG00000012938
haplochromis_burtoni ENSHBUG00000017901
astatotilapia_calliptera ENSACLG00000001583
maylandia_zebra ENSMZEG00005007596
neolamprologus_brichardi ENSNBRG00000011307
oreochromis_niloticus ENSONIG00000007468
amphilophus_citrinellus ENSACIG00000000806
xiphophorus_maculatus ENSXMAG00000006522
xiphophorus_couchianus ENSXCOG00000007808
poecilia_formosa ENSPFOG00000004670
poecilia_latipinna ENSPLAG00000007178
poecilia_mexicana ENSPMEG00000010452
poecilia_reticulata ENSPREG00000015808
gambusia_affinis ENSGAFG00000010033
cyprinodon_variegatus ENSCVAG00000000899
fundulus_heteroclitus ENSFHEG00000008079
kryptolebias_marmoratus ENSKMAG00000019854
oryzias_latipes_asm223469v1 ENSORLG00015002802
oryzias_latipes ENSORLG00000015186
oryzias_latipes ENSORLG00020000896
oryzias_melastigma ENSOMEG00000021075
mola_mola ENSMMOG00000018413
seriola_lalandi_dorsalis ENSSLDG00000010700
cynoglossus_semilaevis ENSCSEG00000012304
periophthalmus_magnuspinnatus ENSPMGG00000021012
hippocampus_comes ENSHCOG00000005475
gadus_morhua ENSGMOG00000012878
esox_lucius ENSELUG00000016393
pygocentrus_nattereri ENSPNAG00000004392
ictalurus_punctatus ENSIPUG00000008881
danio_rerio ENSDARG00000009494
scleropages_formosus ENSSFOG00015019923
paramormyrops_kingsleyae ENSPKIG00000021785
lepisosteus_oculatus ENSLOCG00000005639
petromyzon_marinus ENSPMAG00000008918
eptatretus_burgeri ENSEBUG00000010045
pogona_vitticeps ENSPVIG00000002616
notechis_scutatus ENSNSUG00000009801
anolis_carolinensis ENSACAG00000004188
salvator_merianae ENSSMRG00000005576
sphenodon_punctatus ENSSPUG00000015888
gopherus_agassizii ENSGAGG00000011633
chelonoidis_abingdonii ENSCABG00000014389
chrysemys_picta_bellii ENSCPBG00000013125
petromyzon_marinus ENSPMAG00000007802
eptatretus_burgeri ENSEBUG00000007853
myotis_lucifugus ENSMLUG00000006918
pteropus_vampyrus ENSPVAG00000016889
ursus_americanus ENSUAMG00000010556
ursus_maritimus ENSUMAG00000022952
ailuropoda_melanoleuca ENSAMEG00000004315
neovison_vison ENSNVIG00000024661
mustela_putorius_furo ENSMPUG00000006750
canis_lupus_dingo ENSCAFG00020013318
canis_lupus_familiaris ENSCAFG00000004746
vulpes_vulpes ENSVVUG00000008812
panthera_pardus ENSPPRG00000010086
panthera_tigris_altaica ENSPTIG00000003373
felis_catus ENSFCAG00000005222
sorex_araneus ENSSARG00000010063
equus_caballus ENSECAG00000014127
equus_asinus_asinus ENSEASG00005013269
castor_canadensis ENSCCNG00000020575
castor_canadensis ENSCCNG00000016997
dipodomys_ordii ENSDORG00000006108
chinchilla_lanigera ENSCLAG00000001641
octodon_degus ENSODEG00000008863
cavia_porcellus ENSCPOG00000005719
cavia_aperea ENSCAPG00000009835
