gallus_gallus ENSGALG00000022991
coturnix_japonica ENSCJPG00005018355
meleagris_gallopavo ENSMGAG00000012430
numida_meleagris ENSNMEG00000019150
anas_platyrhynchos_platyrhynchos ENSAPLG00000026829
anser_brachyrhynchus ENSABRG00000015367
calidris_pygmaea ENSCPGG00000005231
calidris_pugnax ENSCPUG00000019306
melopsittacus_undulatus ENSMUNG00000013911
parus_major ENSPMJG00000016303
cyanistes_caeruleus ENSCCEG00000022765
taeniopygia_guttata ENSTGUG00000009263
lonchura_striata_domestica ENSLSDG00000007586
junco_hyemalis ENSJHYG00000016225
zonotrichia_albicollis ENSZALG00000006951
serinus_canaria ENSSCAG00000004809
lepidothrix_coronata ENSLCOG00000009515
ficedula_albicollis ENSFALG00000009156
apteryx_rowi ENSARWG00000009180
apteryx_owenii ENSAOWG00000018079
apteryx_haastii ENSAHAG00000016521
nothoprocta_perdicaria ENSNPEG00000013514
dromaius_novaehollandiae ENSDNVG00000004730
crocodylus_porosus ENSCPRG00005005197
chelonoidis_abingdonii ENSCABG00000002779
gopherus_agassizii ENSGAGG00000021187
chrysemys_picta_bellii ENSCPBG00000027970
pelodiscus_sinensis ENSPSIG00000016781
anolis_carolinensis ENSACAG00000014567
notechis_scutatus ENSNSUG00000011023
salvator_merianae ENSSMRG00000001898
sphenodon_punctatus ENSSPUG00000012981
castor_canadensis ENSCCNG00000022049
dipodomys_ordii ENSDORG00000028531
mus_musculus ENSMUSG00000061461
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028219
mus_spicilegus ENSMSIG00000006400
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027224
mus_pahari MGP_PahariEiJ_G0017006
meriones_unguiculatus ENSMUGG00000009522
peromyscus_maniculatus_bairdii ENSPEMG00000030098
microtus_ochrogaster ENSMOCG00000017669
cricetulus_griseus_crigri ENSCGRG00000000519
cricetulus_griseus_chok1gshd ENSCGRG00001010352
cricetulus_griseus_crigri-picr ENSCGRG00015017148
mesocricetus_auratus ENSMAUG00000016115
nannospalax_galili ENSNGAG00000009723
jaculus_jaculus ENSJJAG00000020734
urocitellus_parryii ENSUPAG00010018408
marmota_marmota_marmota ENSMMMG00000017386
ictidomys_tridecemlineatus ENSSTOG00000004810
spermophilus_dauricus ENSSDAG00000021334
heterocephalus_glaber_female ENSHGLG00000011734
heterocephalus_glaber_male ENSHGLG00100010229
octodon_degus ENSODEG00000007321
octodon_degus ENSODEG00000019141
chinchilla_lanigera ENSCLAG00000002089
cavia_porcellus ENSCPOG00000007684
oryctolagus_cuniculus ENSOCUG00000013177
ochotona_princeps ENSOPRG00000001454
pan_troglodytes ENSPTRG00000015967
pan_paniscus ENSPPAG00000037198
homo_sapiens ENSG00000250317
gorilla_gorilla ENSGGOG00000013757
pongo_abelii ENSPPYG00000014651
nomascus_leucogenys ENSNLEG00000016894
rhinopithecus_roxellana ENSRROG00000035862
