poecilia_mexicana ENSPMEG00000008346
poecilia_latipinna ENSPLAG00000006960
xiphophorus_maculatus ENSXMAG00000028924
xiphophorus_couchianus ENSXCOG00000015391
gambusia_affinis ENSGAFG00000006783
fundulus_heteroclitus ENSFHEG00000002260
cyprinodon_variegatus ENSCVAG00000021412
oryzias_latipes ENSORLG00020022049
oryzias_latipes ENSORLG00000026146
oryzias_latipes_asm223469v1 ENSORLG00015005211
oryzias_melastigma ENSOMEG00000005481
monopterus_albus ENSMALG00000021013
seriola_dumerili ENSSDUG00000015085
seriola_lalandi_dorsalis ENSSLDG00000014550
scophthalmus_maximus ENSSMAG00000018212
acanthochromis_polyacanthus ENSAPOG00000013548
acanthochromis_polyacanthus ENSAPOG00000023427
acanthochromis_polyacanthus ENSAPOG00000010979
anabas_testudineus ENSATEG00000011395
labrus_bergylta ENSLBEG00000004949
cynoglossus_semilaevis ENSCSEG00000014026
takifugu_rubripes ENSTRUG00000025238
hippocampus_comes ENSHCOG00000007133
esox_lucius ENSELUG00000011136
paramormyrops_kingsleyae ENSPKIG00000014265
apteryx_owenii ENSAOWG00000019119
apteryx_haastii ENSAHAG00000012372
apteryx_rowi ENSARWG00000001507
dromaius_novaehollandiae ENSDNVG00000009702
calidris_pugnax ENSCPUG00000001384
crocodylus_porosus ENSCPRG00005006185
chelonoidis_abingdonii ENSCABG00000014430
gopherus_agassizii ENSGAGG00000009575
chrysemys_picta_bellii ENSCPBG00000020782
