pelodiscus_sinensis ENSPSIG00000003143
chelonoidis_abingdonii ENSCABG00000005465
gopherus_agassizii ENSGAGG00000002693
chrysemys_picta ENSCPBG00000003612
crocodylus_porosus ENSCPRG00005013841
salvator_merianae ENSSMRG00000018207
notechis_scutatus ENSNSUG00000011227
nothoprocta_perdicaria ENSNPEG00000015051
apteryx_haastii ENSAHAG00000007868
taeniopygia_guttata ENSTGUG00000008931
parus_major ENSPMJG00000018532
ficedula_albicollis ENSFALG00000003109
melopsittacus_undulatus ENSMUNG00000007899
manacus_vitellinus ENSMVIG00005001578
calidris_pugnax ENSCPUG00000004983
anas_platyrhynchos ENSAPLG00000002227
lonchura_striata ENSLSDG00000010965
lepidothrix_coronata ENSLCOG00000016320
junco_hyemalis ENSJHYG00000012626
calidris_pygmaea ENSCPGG00000017193
anser_brachyrhynchus ENSABRG00000002357
coturnix_japonica ENSCJPG00005017735
gallus_gallus ENSGALG00000020768
anolis_carolinensis ENSACAG00000017916
vombatus_ursinus ENSVURG00010019179
phascolarctos_cinereus ENSPCIG00000029139
notamacropus_eugenii ENSMEUG00000000455
monodelphis_domestica ENSMODG00000009546
sarcophilus_harrisii ENSSHAG00000015873
homo_sapiens ENSG00000174279
gorilla_gorilla ENSGGOG00000001335
pan_paniscus ENSPPAG00000039855
pan_troglodytes ENSPTRG00000012663
pongo_abelii ENSPPYG00000012955
nomascus_leucogenys ENSNLEG00000005999
cercocebus_atys ENSCATG00000038250
theropithecus_gelada ENSTGEG00000021165
papio_anubis ENSPANG00000015229
mandrillus_leucophaeus ENSMLEG00000035528
macaca_mulatta ENSMMUG00000061506
macaca_fascicularis ENSMFAG00000036576
macaca_nemestrina ENSMNEG00000028323
chlorocebus_sabaeus ENSCSAG00000014486
piliocolobus_tephrosceles ENSPTEG00000039195
colobus_angolensis ENSCANG00000030327
rhinopithecus_roxellana ENSRROG00000044705
saimiri_boliviensis ENSSBOG00000034364
cebus_capucinus ENSCCAG00000032502
callithrix_jacchus ENSCJAG00000058386
aotus_nancymaae ENSANAG00000031929
propithecus_coquereli ENSPCOG00000022416
prolemur_simus ENSPSMG00000024469
microcebus_murinus ENSMICG00000035343
otolemur_garnettii ENSOGAG00000025378
tupaia_belangeri ENSTBEG00000010517
castor_canadensis ENSCCNG00000018400
dipodomys_ordii ENSDORG00000009432
urocitellus_parryii ENSUPAG00010020442
ictidomys_tridecemlineatus ENSSTOG00000014512
cricetulus_griseus ENSCGRG00001003649
cricetulus_griseus ENSCGRG00015000368
cricetulus_griseus ENSCGRG00000002311
mesocricetus_auratus ENSMAUG00000020383
microtus_ochrogaster ENSMOCG00000010466
peromyscus_maniculatus ENSPEMG00000022145
mus_spretus MGP_SPRETEiJ_G0024589
mus_spicilegus ENSMSIG00000006361
mus_musculus ENSMUSG00000001815
mus_caroli MGP_CAROLIEiJ_G0023666
mus_pahari MGP_PahariEiJ_G0025118
rattus_norvegicus ENSRNOG00000001589
meriones_unguiculatus ENSMUGG00000010784
nannospalax_galili ENSNGAG00000023877
chinchilla_lanigera ENSCLAG00000014389
octodon_degus ENSODEG00000010771
heterocephalus_glaber ENSHGLG00000004218
cavia_porcellus ENSCPOG00000006711
oryctolagus_cuniculus ENSOCUG00000032776
carlito_syrichta ENSTSYG00000003728
ovis_aries ENSOARG00000000124
bos_indicus ENSBIXG00000024835
bos_indicus ENSBIXG00005005288
bos_taurus ENSBTAG00000049537
capra_hircus ENSCHIG00000026644
sus_scrofa ENSSSCG00000023146
neovison_vison ENSNVIG00000007198
mustela_putorius ENSMPUG00000014012
ursus_americanus ENSUAMG00000025680
canis_lupus ENSCAFG00020006206
canis_lupus ENSCAFG00000013402
panthera_pardus ENSPPRG00000000389
felis_catus ENSFCAG00000023892
equus_asinus ENSEASG00005022562
equus_caballus ENSECAG00000019796
pteropus_vampyrus ENSPVAG00000017414
tursiops_truncatus ENSTTRG00000013768
myotis_lucifugus ENSMLUG00000006989
vulpes_vulpes ENSVVUG00000012735
ailuropoda_melanoleuca ENSAMEG00000001868
heterocephalus_glaber ENSHGLG00100007976
jaculus_jaculus ENSJJAG00000017484
loxodonta_africana ENSLAFG00000013264
dasypus_novemcinctus ENSDNOG00000019797
sorex_araneus ENSSARG00000007685
procavia_capensis ENSPCAG00000015601
paramormyrops_kingsleyae ENSPKIG00000023055
scleropages_formosus ENSSFOG00015001692
clupea_harengus ENSCHAG00000026552
