notamacropus_eugenii ENSMEUG00000014269
phascolarctos_cinereus ENSPCIG00000012409
sarcophilus_harrisii ENSSHAG00000013356
monodelphis_domestica ENSMODG00000018604
sus_scrofa ENSSSCG00000031142
vicugna_pacos ENSVPAG00000008200
capra_hircus ENSCHIG00000026289
ovis_aries ENSOARG00000006956
bos_mutus ENSBMUG00000021794
bison_bison_bison ENSBBBG00000016315
tursiops_truncatus ENSTTRG00000004841
equus_asinus_asinus ENSEASG00005003718
equus_caballus ENSECAG00000021932
ursus_maritimus ENSUMAG00000014788
ursus_americanus ENSUAMG00000022387
ailuropoda_melanoleuca ENSAMEG00000015741
neovison_vison ENSNVIG00000016592
mustela_putorius_furo ENSMPUG00000009073
ailuropoda_melanoleuca ENSAMEG00000008609
canis_lupus_dingo ENSCAFG00020008280
canis_lupus_familiaris ENSCAFG00000007624
vulpes_vulpes ENSVVUG00000026514
panthera_pardus ENSPPRG00000020994
pteropus_vampyrus ENSPVAG00000006687
myotis_lucifugus ENSMLUG00000005705
pan_troglodytes ENSPTRG00000015462
pan_paniscus ENSPPAG00000038038
homo_sapiens ENSG00000163864
gorilla_gorilla ENSGGOG00000012306
pongo_abelii ENSPPYG00000014158
nomascus_leucogenys ENSNLEG00000004471
papio_anubis ENSPANG00000005203
cercocebus_atys ENSCATG00000031087
mandrillus_leucophaeus ENSMLEG00000028630
chlorocebus_sabaeus ENSCSAG00000011165
macaca_fascicularis ENSMFAG00000044228
macaca_nemestrina ENSMNEG00000034277
macaca_mulatta ENSMMUG00000000287
theropithecus_gelada ENSTGEG00000009691
rhinopithecus_bieti ENSRBIG00000038555
rhinopithecus_roxellana ENSRROG00000012934
piliocolobus_tephrosceles ENSPTEG00000006330
colobus_angolensis_palliatus ENSCANG00000037896
cebus_capucinus ENSCCAG00000036866
saimiri_boliviensis_boliviensis ENSSBOG00000021646
callithrix_jacchus ENSCJAG00000041699
aotus_nancymaae ENSANAG00000032065
carlito_syrichta ENSTSYG00000032587
prolemur_simus ENSPSMG00000020415
propithecus_coquereli ENSPCOG00000021175
microcebus_murinus ENSMICG00000017336
microcebus_murinus ENSMICG00000004735
microcebus_murinus ENSMICG00000048995
otolemur_garnettii ENSOGAG00000004263
castor_canadensis ENSCCNG00000002872
dipodomys_ordii ENSDORG00000002909
mus_spicilegus ENSMSIG00000015178
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033690
mus_musculus ENSMUSG00000032456
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032546
mus_pahari MGP_PahariEiJ_G0015416
rattus_norvegicus ENSRNOG00000013585
meriones_unguiculatus ENSMUGG00000004925
cricetulus_griseus_chok1gshd ENSCGRG00001022660
cricetulus_griseus_crigri ENSCGRG00000013425
cricetulus_griseus_crigri-picr ENSCGRG00015004067
mesocricetus_auratus ENSMAUG00000014608
microtus_ochrogaster ENSMOCG00000011048
peromyscus_maniculatus_bairdii ENSPEMG00000020493
nannospalax_galili ENSNGAG00000009760
jaculus_jaculus ENSJJAG00000000403
chinchilla_lanigera ENSCLAG00000001306
octodon_degus ENSODEG00000018060
cavia_aperea ENSCAPG00000005235
cavia_porcellus ENSCPOG00000034365
heterocephalus_glaber_male ENSHGLG00100012017
heterocephalus_glaber_female ENSHGLG00000012035
fukomys_damarensis ENSFDAG00000021169
ictidomys_tridecemlineatus ENSSTOG00000005679
