pteropus_vampyrus ENSPVAG00000014335
myotis_lucifugus ENSMLUG00000012132
ursus_maritimus ENSUMAG00000004299
ursus_americanus ENSUAMG00000015809
ailuropoda_melanoleuca ENSAMEG00000006377
neovison_vison ENSNVIG00000005592
mustela_putorius_furo ENSMPUG00000003230
vulpes_vulpes ENSVVUG00000018804
vulpes_vulpes ENSVVUG00000018808
canis_lupus_dingo ENSCAFG00020014483
canis_lupus_familiaris ENSCAFG00000024137
panthera_tigris_altaica ENSPTIG00000011153
panthera_pardus ENSPPRG00000002860
felis_catus ENSFCAG00000010234
vicugna_pacos ENSVPAG00000001198
tursiops_truncatus ENSTTRG00000007144
equus_asinus_asinus ENSEASG00005021474
equus_caballus ENSECAG00000036028
mus_spicilegus ENSMSIG00000029879
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018912
mus_musculus ENSMUSG00000058260
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018067
mus_pahari MGP_PahariEiJ_G0029826
rattus_norvegicus ENSRNOG00000042391
meriones_unguiculatus ENSMUGG00000007954
cricetulus_griseus_chok1gshd ENSCGRG00001018417
cricetulus_griseus_crigri-picr ENSCGRG00015015396
cricetulus_griseus_crigri ENSCGRG00000000800
mesocricetus_auratus ENSMAUG00000008272
peromyscus_maniculatus_bairdii ENSPEMG00000018777
microtus_ochrogaster ENSMOCG00000014794
nannospalax_galili ENSNGAG00000001489
castor_canadensis ENSCCNG00000013071
chinchilla_lanigera ENSCLAG00000015560
octodon_degus ENSODEG00000011197
cavia_porcellus ENSCPOG00000005540
cavia_aperea ENSCAPG00000009785
heterocephalus_glaber_female ENSHGLG00000016740
heterocephalus_glaber_male ENSHGLG00100006887
fukomys_damarensis ENSFDAG00000019816
ochotona_princeps ENSOPRG00000013319
oryctolagus_cuniculus ENSOCUG00000029657
tupaia_belangeri ENSTBEG00000003378
pan_troglodytes ENSPTRG00000006681
homo_sapiens ENSG00000170054
gorilla_gorilla ENSGGOG00000008775
pongo_abelii ENSPPYG00000006105
nomascus_leucogenys ENSNLEG00000017284
rhinopithecus_bieti ENSRBIG00000035894
rhinopithecus_roxellana ENSRROG00000043979
piliocolobus_tephrosceles ENSPTEG00000009760
colobus_angolensis_palliatus ENSCANG00000040207
macaca_fascicularis ENSMFAG00000039680
macaca_nemestrina ENSMNEG00000032556
macaca_mulatta ENSMMUG00000012356
papio_anubis ENSPANG00000003894
theropithecus_gelada ENSTGEG00000004716
mandrillus_leucophaeus ENSMLEG00000030223
cercocebus_atys ENSCATG00000025667
chlorocebus_sabaeus ENSCSAG00000010903
callithrix_jacchus ENSCJAG00000009809
cebus_capucinus ENSCCAG00000026242
aotus_nancymaae ENSANAG00000037497
carlito_syrichta ENSTSYG00000033842
propithecus_coquereli ENSPCOG00000010304
microcebus_murinus ENSMICG00000016432
prolemur_simus ENSPSMG00000024169
otolemur_garnettii ENSOGAG00000033586
echinops_telfairi ENSETEG00000008927
