apteryx_rowi ENSARWG00000003864
apteryx_haastii ENSAHAG00000011062
apteryx_owenii ENSAOWG00000011978
dromaius_novaehollandiae ENSDNVG00000002921
nothoprocta_perdicaria ENSNPEG00000000825
gallus_gallus ENSGALG00000005169
meleagris_gallopavo ENSMGAG00000006512
coturnix_japonica ENSCJPG00005015004
numida_meleagris ENSNMEG00000009975
anas_platyrhynchos_platyrhynchos ENSAPLG00000006537
anser_brachyrhynchus ENSABRG00000016661
calidris_pygmaea ENSCPGG00000016007
calidris_pugnax ENSCPUG00000012119
melopsittacus_undulatus ENSMUNG00000011562
taeniopygia_guttata ENSTGUG00000006970
lonchura_striata_domestica ENSLSDG00000005887
serinus_canaria ENSSCAG00000002076
junco_hyemalis ENSJHYG00000017829
zonotrichia_albicollis ENSZALG00000013245
cyanistes_caeruleus ENSCCEG00000010596
parus_major ENSPMJG00000015496
ficedula_albicollis ENSFALG00000007058
lepidothrix_coronata ENSLCOG00000003632
manacus_vitellinus ENSMVIG00005016334
crocodylus_porosus ENSCPRG00005004503
chelonoidis_abingdonii ENSCABG00000005698
gopherus_agassizii ENSGAGG00000019419
chrysemys_picta_bellii ENSCPBG00000020665
sphenodon_punctatus ENSSPUG00000017038
pogona_vitticeps ENSPVIG00000016641
anolis_carolinensis ENSACAG00000009701
salvator_merianae ENSSMRG00000001869
notechis_scutatus ENSNSUG00000020236
dipodomys_ordii ENSDORG00000005548
oryctolagus_cuniculus ENSOCUG00000012565
carlito_syrichta ENSTSYG00000005242
tupaia_belangeri ENSTBEG00000006169
propithecus_coquereli ENSPCOG00000022620
microcebus_murinus ENSMICG00000008034
prolemur_simus ENSPSMG00000014638
otolemur_garnettii ENSOGAG00000026154
pan_paniscus ENSPPAG00000032820
pan_troglodytes ENSPTRG00000024232
homo_sapiens ENSG00000196968
gorilla_gorilla ENSGGOG00000006179
pongo_abelii ENSPPYG00000002330
nomascus_leucogenys ENSNLEG00000016737
rhinopithecus_roxellana ENSRROG00000042427
rhinopithecus_bieti ENSRBIG00000038168
piliocolobus_tephrosceles ENSPTEG00000035498
macaca_fascicularis ENSMFAG00000034437
macaca_mulatta ENSMMUG00000013695
macaca_nemestrina ENSMNEG00000030911
theropithecus_gelada ENSTGEG00000028248
papio_anubis ENSPANG00000022452
cercocebus_atys ENSCATG00000040818
chlorocebus_sabaeus ENSCSAG00000008916
colobus_angolensis_palliatus ENSCANG00000038673
mandrillus_leucophaeus ENSMLEG00000016325
cebus_capucinus ENSCCAG00000015837
saimiri_boliviensis_boliviensis ENSSBOG00000035089
callithrix_jacchus ENSCJAG00000001513
aotus_nancymaae ENSANAG00000021726
