equus_caballus ENSECAG00000032805
equus_asinus_asinus ENSEASG00005006746
sus_scrofa ENSSSCG00000039288
sus_scrofa ENSSSCG00000035496
sus_scrofa ENSSSCG00000036901
sus_scrofa ENSSSCG00000040209
sus_scrofa ENSSSCG00000040039
sus_scrofa ENSSSCG00000040261
bos_taurus ENSBTAG00000049846
bos_mutus ENSBMUG00000013451
bison_bison_bison ENSBBBG00000014450
capra_hircus ENSCHIG00000007437
bos_mutus ENSBMUG00000013439
bos_mutus ENSBMUG00000002567
myotis_lucifugus ENSMLUG00000030345
myotis_lucifugus ENSMLUG00000008669
myotis_lucifugus ENSMLUG00000027888
myotis_lucifugus ENSMLUG00000027866
myotis_lucifugus ENSMLUG00000025299
ursus_maritimus ENSUMAG00000006194
ailuropoda_melanoleuca ENSAMEG00000019646
canis_lupus_familiaris ENSCAFG00000030406
canis_lupus_dingo ENSCAFG00020007756
vulpes_vulpes ENSVVUG00000026994
neovison_vison ENSNVIG00000003074
neovison_vison ENSNVIG00000006853
mustela_putorius_furo ENSMPUG00000016704
vulpes_vulpes ENSVVUG00000021471
canis_lupus_dingo ENSCAFG00020007787
ailuropoda_melanoleuca ENSAMEG00000016304
ailuropoda_melanoleuca ENSAMEG00000012181
ailuropoda_melanoleuca ENSAMEG00000013592
mustela_putorius_furo ENSMPUG00000019684
neovison_vison ENSNVIG00000021847
mustela_putorius_furo ENSMPUG00000019682
panthera_tigris_altaica ENSPTIG00000007768
panthera_tigris_altaica ENSPTIG00000007849
panthera_pardus ENSPPRG00000012167
felis_catus ENSFCAG00000043815
felis_catus ENSFCAG00000042230
panthera_pardus ENSPPRG00000022080
felis_catus ENSFCAG00000038027
erinaceus_europaeus ENSEEUG00000007241
