ciona_savignyi ENSCSAVG00000009696
ciona_intestinalis ENSCING00000007462
ciona_intestinalis ENSCING00000005963
loxodonta_africana ENSLAFG00000016613
procavia_capensis ENSPCAG00000001544
echinops_telfairi ENSETEG00000017798
mus_musculus ENSMUSG00000036450
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023924
mus_spicilegus ENSMSIG00000013295
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023003
mus_pahari MGP_PahariEiJ_G0014493
rattus_norvegicus ENSRNOG00000014234
meriones_unguiculatus ENSMUGG00000014265
peromyscus_maniculatus_bairdii ENSPEMG00000014638
microtus_ochrogaster ENSMOCG00000013701
cricetulus_griseus_crigri ENSCGRG00000001747
cricetulus_griseus_chok1gshd ENSCGRG00001019981
cricetulus_griseus_crigri-picr ENSCGRG00015023147
mesocricetus_auratus ENSMAUG00000019619
nannospalax_galili ENSNGAG00000022464
jaculus_jaculus ENSJJAG00000013793
castor_canadensis ENSCCNG00000031180
dipodomys_ordii ENSDORG00000026469
octodon_degus ENSODEG00000007007
octodon_degus ENSODEG00000003551
chinchilla_lanigera ENSCLAG00000008195
cavia_porcellus ENSCPOG00000009881
heterocephalus_glaber_male ENSHGLG00100015441
heterocephalus_glaber_female ENSHGLG00000008386
fukomys_damarensis ENSFDAG00000002515
ictidomys_tridecemlineatus ENSSTOG00000023880
spermophilus_dauricus ENSSDAG00000012719
urocitellus_parryii ENSUPAG00010010677
ictidomys_tridecemlineatus ENSSTOG00000009302
urocitellus_parryii ENSUPAG00010023159
spermophilus_dauricus ENSSDAG00000022822
marmota_marmota_marmota ENSMMMG00000023051
prolemur_simus ENSPSMG00000009028
propithecus_coquereli ENSPCOG00000018877
microcebus_murinus ENSMICG00000001348
otolemur_garnettii ENSOGAG00000010425
pan_troglodytes ENSPTRG00000002852
pan_paniscus ENSPPAG00000035861
homo_sapiens ENSG00000166135
gorilla_gorilla ENSGGOG00000004308
pongo_abelii ENSPPYG00000002571
nomascus_leucogenys ENSNLEG00000014784
colobus_angolensis_palliatus ENSCANG00000032132
piliocolobus_tephrosceles ENSPTEG00000027955
rhinopithecus_roxellana ENSRROG00000035456
rhinopithecus_bieti ENSRBIG00000043599
theropithecus_gelada ENSTGEG00000018300
papio_anubis ENSPANG00000021163
chlorocebus_sabaeus ENSCSAG00000005570
mandrillus_leucophaeus ENSMLEG00000042618
cercocebus_atys ENSCATG00000013935
macaca_mulatta ENSMMUG00000006637
macaca_nemestrina ENSMNEG00000036352
macaca_fascicularis ENSMFAG00000043376
cebus_capucinus ENSCCAG00000028582
saimiri_boliviensis_boliviensis ENSSBOG00000023430
callithrix_jacchus ENSCJAG00000041066
aotus_nancymaae ENSANAG00000035704
oryctolagus_cuniculus ENSOCUG00000000991
ochotona_princeps ENSOPRG00000007731
carlito_syrichta ENSTSYG00000029062
tupaia_belangeri ENSTBEG00000000217
myotis_lucifugus ENSMLUG00000015099
sorex_araneus ENSSARG00000011117
vicugna_pacos ENSVPAG00000010106
canis_lupus_familiaris ENSCAFG00000009707
canis_lupus_dingo ENSCAFG00020008624
vulpes_vulpes ENSVVUG00000024930
ursus_americanus ENSUAMG00000018205
ursus_maritimus ENSUMAG00000022811
ailuropoda_melanoleuca ENSAMEG00000006629
mustela_putorius_furo ENSMPUG00000020158
mustela_putorius_furo ENSMPUG00000016956
neovison_vison ENSNVIG00000018842
panthera_pardus ENSPPRG00000022659
panthera_tigris_altaica ENSPTIG00000014946
felis_catus ENSFCAG00000024883
pteropus_vampyrus ENSPVAG00000008013
bos_mutus ENSBMUG00000003393
bos_taurus ENSBTAG00000000092
bison_bison_bison ENSBBBG00000021073
capra_hircus ENSCHIG00000015131
ovis_aries ENSOARG00000015423
tursiops_truncatus ENSTTRG00000004176
sus_scrofa ENSSSCG00000010555
equus_caballus ENSECAG00000009178
equus_asinus_asinus ENSEASG00005008969
dasypus_novemcinctus ENSDNOG00000011964
choloepus_hoffmanni ENSCHOG00000003227
monodelphis_domestica ENSMODG00000019355
phascolarctos_cinereus ENSPCIG00000001045
sarcophilus_harrisii ENSSHAG00000015308
ornithorhynchus_anatinus ENSOANG00000008340
calidris_pygmaea ENSCPGG00000018293
calidris_pugnax ENSCPUG00000013634
melopsittacus_undulatus ENSMUNG00000013725
parus_major ENSPMJG00000015530
cyanistes_caeruleus ENSCCEG00000015519
taeniopygia_guttata ENSTGUG00000007639
lonchura_striata_domestica ENSLSDG00000003359
serinus_canaria ENSSCAG00000017223
junco_hyemalis ENSJHYG00000018001
zonotrichia_albicollis ENSZALG00000012916
ficedula_albicollis ENSFALG00000007314
lepidothrix_coronata ENSLCOG00000004967
manacus_vitellinus ENSMVIG00005016849
anser_brachyrhynchus ENSABRG00000000346
anas_platyrhynchos_platyrhynchos ENSAPLG00000015134
meleagris_gallopavo ENSMGAG00000007294
coturnix_japonica ENSCJPG00005018849
gallus_gallus ENSGALG00000005698
numida_meleagris ENSNMEG00000002762
