notamacropus_eugenii ENSMEUG00000002318
phascolarctos_cinereus ENSPCIG00000014220
monodelphis_domestica ENSMODG00000001600
sarcophilus_harrisii ENSSHAG00000005439
nannospalax_galili ENSNGAG00000016932
octodon_degus ENSODEG00000008716
dipodomys_ordii ENSDORG00000010876
mus_musculus ENSMUSG00000036188
mus_spretus MGP_SPRETEiJ_G0018548
mus_spicilegus ENSMSIG00000005500
mus_caroli MGP_CAROLIEiJ_G0017705
mus_pahari MGP_PahariEiJ_G0029463
rattus_norvegicus ENSRNOG00000005623
meriones_unguiculatus ENSMUGG00000015649
cricetulus_griseus ENSCGRG00001009172
cricetulus_griseus ENSCGRG00000009451
cricetulus_griseus ENSCGRG00015013303
mesocricetus_auratus ENSMAUG00000019069
microtus_ochrogaster ENSMOCG00000015950
peromyscus_maniculatus ENSPEMG00000019745
jaculus_jaculus ENSJJAG00000021161
sorex_araneus ENSSARG00000002908
pan_troglodytes ENSPTRG00000050898
pan_paniscus ENSPPAG00000043278
pan_troglodytes ENSPTRG00000018950
homo_sapiens ENSG00000106524
gorilla_gorilla ENSGGOG00000007522
pongo_abelii ENSPPYG00000017764
nomascus_leucogenys ENSNLEG00000016394
mandrillus_leucophaeus ENSMLEG00000028695
cercocebus_atys ENSCATG00000034081
theropithecus_gelada ENSTGEG00000024317
papio_anubis ENSPANG00000024070
macaca_nemestrina ENSMNEG00000029729
macaca_fascicularis ENSMFAG00000002401
macaca_mulatta ENSMMUG00000017041
chlorocebus_sabaeus ENSCSAG00000013466
piliocolobus_tephrosceles ENSPTEG00000035116
colobus_angolensis ENSCANG00000043230
rhinopithecus_roxellana ENSRROG00000038176
rhinopithecus_bieti ENSRBIG00000013187
cebus_capucinus ENSCCAG00000038043
saimiri_boliviensis ENSSBOG00000020754
callithrix_jacchus ENSCJAG00000000950
aotus_nancymaae ENSANAG00000031294
carlito_syrichta ENSTSYG00000000150
propithecus_coquereli ENSPCOG00000017740
microcebus_murinus ENSMICG00000009932
prolemur_simus ENSPSMG00000017011
otolemur_garnettii ENSOGAG00000007596
urocitellus_parryii ENSUPAG00010012270
spermophilus_dauricus ENSSDAG00000002777
ictidomys_tridecemlineatus ENSSTOG00000002497
marmota_marmota ENSMMMG00000015031
oryctolagus_cuniculus ENSOCUG00000016409
pteropus_vampyrus ENSPVAG00000003173
myotis_lucifugus ENSMLUG00000014935
equus_caballus ENSECAG00000014046
equus_asinus ENSEASG00005021618
ursus_americanus ENSUAMG00000013484
ursus_maritimus ENSUMAG00000022038
ailuropoda_melanoleuca ENSAMEG00000010451
mustela_putorius ENSMPUG00000014010
neovison_vison ENSNVIG00000015020
canis_lupus ENSCAFG00000002428
canis_lupus ENSCAFG00020001533
vulpes_vulpes ENSVVUG00000008716
panthera_pardus ENSPPRG00000023052
panthera_tigris ENSPTIG00000020367
felis_catus ENSFCAG00000009108
ovis_aries ENSOARG00000008635
capra_hircus ENSCHIG00000001875
bos_mutus ENSBMUG00000020338
bos_taurus ENSBTAG00000010980
bison_bison ENSBBBG00000020136
tursiops_truncatus ENSTTRG00000009861
sus_scrofa ENSSSCG00000015360
vicugna_pacos ENSVPAG00000008437
choloepus_hoffmanni ENSCHOG00000004511
heterocephalus_glaber ENSHGLG00000006640
heterocephalus_glaber ENSHGLG00100001219
fukomys_damarensis ENSFDAG00000009444
cavia_porcellus ENSCPOG00000011512
cavia_aperea ENSCAPG00000010833
chinchilla_lanigera ENSCLAG00000010313
castor_canadensis ENSCCNG00000017895
ochotona_princeps ENSOPRG00000010614
tupaia_belangeri ENSTBEG00000009896
erinaceus_europaeus ENSEEUG00000001282
dasypus_novemcinctus ENSDNOG00000047023
loxodonta_africana ENSLAFG00000003941
procavia_capensis ENSPCAG00000001061
echinops_telfairi ENSETEG00000004567
ornithorhynchus_anatinus ENSOANG00000012340
apteryx_haastii ENSAHAG00000005553
apteryx_owenii ENSAOWG00000013174
apteryx_rowi ENSARWG00000016910
dromaius_novaehollandiae ENSDNVG00000016694
nothoprocta_perdicaria ENSNPEG00000001571
anas_platyrhynchos ENSAPLG00000007875
anser_brachyrhynchus ENSABRG00000011077
numida_meleagris ENSNMEG00000006843
coturnix_japonica ENSCJPG00005011860
gallus_gallus ENSGALG00000010804
meleagris_gallopavo ENSMGAG00000010117
lepidothrix_coronata ENSLCOG00000006338
manacus_vitellinus ENSMVIG00005000870
taeniopygia_guttata ENSTGUG00000002557
lonchura_striata ENSLSDG00000017430
serinus_canaria ENSSCAG00000013696
parus_major ENSPMJG00000011018
taeniopygia_guttata ENSTGUG00000015332
cyanistes_caeruleus ENSCCEG00000019351
ficedula_albicollis ENSFALG00000009945
zonotrichia_albicollis ENSZALG00000010835
junco_hyemalis ENSJHYG00000003604
calidris_pygmaea ENSCPGG00000013444
calidris_pugnax ENSCPUG00000011509
melopsittacus_undulatus ENSMUNG00000000829
crocodylus_porosus ENSCPRG00005015197
chrysemys_picta ENSCPBG00000021864
gopherus_agassizii ENSGAGG00000015430
pelodiscus_sinensis ENSPSIG00000008255
anolis_carolinensis ENSACAG00000012769
pogona_vitticeps ENSPVIG00000016410
notechis_scutatus ENSNSUG00000015330
salvator_merianae ENSSMRG00000007843
sphenodon_punctatus ENSSPUG00000011707
xenopus_tropicalis ENSXETG00000022796
latimeria_chalumnae ENSLACG00000008904
scleropages_formosus ENSSFOG00015020325
paramormyrops_kingsleyae ENSPKIG00000012001
tetraodon_nigroviridis ENSTNIG00000011646
takifugu_rubripes ENSTRUG00000007409
hippocampus_comes ENSHCOG00000006616
hippocampus_comes ENSHCOG00000006604
seriola_lalandi ENSSLDG00000014986
seriola_dumerili ENSSDUG00000000769
labrus_bergylta ENSLBEG00000001572
mastacembelus_armatus ENSMAMG00000011825
poecilia_latipinna ENSPLAG00000013598
poecilia_formosa ENSPFOG00000012564
poecilia_mexicana ENSPMEG00000023940
poecilia_reticulata ENSPREG00000020946
xiphophorus_maculatus ENSXMAG00000019024
gambusia_affinis ENSGAFG00000014034
cyprinodon_variegatus ENSCVAG00000018625
