ursus_americanus ENSUAMG00000014270
ursus_maritimus ENSUMAG00000008379
neovison_vison ENSNVIG00000024275
pan_troglodytes ENSPTRG00000050282
nomascus_leucogenys ENSNLEG00000032439
macaca_fascicularis ENSMFAG00000001514
macaca_nemestrina ENSMNEG00000033318
mandrillus_leucophaeus ENSMLEG00000043310
cercocebus_atys ENSCATG00000043936
piliocolobus_tephrosceles ENSPTEG00000023632
colobus_angolensis ENSCANG00000041027
rhinopithecus_roxellana ENSRROG00000040525
callithrix_jacchus ENSCJAG00000040728
prolemur_simus ENSPSMG00000020006
