lonchura_striata_domestica ENSLSDG00000016720
taeniopygia_guttata ENSTGUG00000008054
serinus_canaria ENSSCAG00000017140
cyanistes_caeruleus ENSCCEG00000017315
parus_major ENSPMJG00000016028
ficedula_albicollis ENSFALG00000007451
zonotrichia_albicollis ENSZALG00000012898
junco_hyemalis ENSJHYG00000018053
lepidothrix_coronata ENSLCOG00000006721
manacus_vitellinus ENSMVIG00005017000
melopsittacus_undulatus ENSMUNG00000014016
calidris_pygmaea ENSCPGG00000018160
calidris_pugnax ENSCPUG00000009134
anser_brachyrhynchus ENSABRG00000012921
anas_platyrhynchos_platyrhynchos ENSAPLG00000002097
gallus_gallus ENSGALG00000005978
meleagris_gallopavo ENSMGAG00000007941
coturnix_japonica ENSCJPG00005018874
numida_meleagris ENSNMEG00000002439
apteryx_haastii ENSAHAG00000015884
apteryx_owenii ENSAOWG00000003185
apteryx_rowi ENSARWG00000006622
dromaius_novaehollandiae ENSDNVG00000010825
nothoprocta_perdicaria ENSNPEG00000013110
crocodylus_porosus ENSCPRG00005000412
chelonoidis_abingdonii ENSCABG00000014730
gopherus_agassizii ENSGAGG00000010608
chrysemys_picta_bellii ENSCPBG00000012767
pelodiscus_sinensis ENSPSIG00000016465
pogona_vitticeps ENSPVIG00000013481
anolis_carolinensis ENSACAG00000011288
notechis_scutatus ENSNSUG00000008460
salvator_merianae ENSSMRG00000022765
sphenodon_punctatus ENSSPUG00000009804
castor_canadensis ENSCCNG00000012352
dipodomys_ordii ENSDORG00000016549
cricetulus_griseus_chok1gshd ENSCGRG00001023548
cricetulus_griseus_crigri-picr ENSCGRG00015019126
cricetulus_griseus_crigri ENSCGRG00000014943
mesocricetus_auratus ENSMAUG00000000607
peromyscus_maniculatus_bairdii ENSPEMG00000009222
microtus_ochrogaster ENSMOCG00000020177
mus_musculus ENSMUSG00000041534
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019993
mus_spicilegus ENSMSIG00000013580
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019107
mus_pahari MGP_PahariEiJ_G0030124
rattus_norvegicus ENSRNOG00000051911
meriones_unguiculatus ENSMUGG00000011935
nannospalax_galili ENSNGAG00000023601
jaculus_jaculus ENSJJAG00000007256
ictidomys_tridecemlineatus ENSSTOG00000023149
urocitellus_parryii ENSUPAG00010007929
spermophilus_dauricus ENSSDAG00000008310
marmota_marmota_marmota ENSMMMG00000019450
chinchilla_lanigera ENSCLAG00000000392
octodon_degus ENSODEG00000012586
cavia_aperea ENSCAPG00000006104
cavia_porcellus ENSCPOG00000032678
heterocephalus_glaber_male ENSHGLG00100003262
fukomys_damarensis ENSFDAG00000021399
oryctolagus_cuniculus ENSOCUG00000013615
