sarcophilus_harrisii ENSSHAG00000006580
monodelphis_domestica ENSMODG00000027692
pan_troglodytes ENSPTRG00000046614
pan_paniscus ENSPPAG00000014326
gorilla_gorilla ENSGGOG00000043704
homo_sapiens ENSG00000239642
nomascus_leucogenys ENSNLEG00000027562
theropithecus_gelada ENSTGEG00000017831
cercocebus_atys ENSCATG00000037472
papio_anubis ENSPANG00000033439
macaca_mulatta ENSMMUG00000042358
macaca_fascicularis ENSMFAG00000046133
macaca_nemestrina ENSMNEG00000040265
mandrillus_leucophaeus ENSMLEG00000035990
colobus_angolensis_palliatus ENSCANG00000026048
piliocolobus_tephrosceles ENSPTEG00000004281
rhinopithecus_bieti ENSRBIG00000035772
rhinopithecus_roxellana ENSRROG00000031919
saimiri_boliviensis_boliviensis ENSSBOG00000029771
cebus_capucinus ENSCCAG00000027198
callithrix_jacchus ENSCJAG00000048685
aotus_nancymaae ENSANAG00000019654
carlito_syrichta ENSTSYG00000037227
microcebus_murinus ENSMICG00000034049
prolemur_simus ENSPSMG00000022585
propithecus_coquereli ENSPCOG00000015659
heterocephalus_glaber_female ENSHGLG00000010823
heterocephalus_glaber_male ENSHGLG00100002398
chinchilla_lanigera ENSCLAG00000013946
mus_spicilegus ENSMSIG00000005478
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017199
mus_musculus ENSMUSG00000020332
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016357
mus_pahari MGP_PahariEiJ_G0017492
rattus_norvegicus ENSRNOG00000026596
meriones_unguiculatus ENSMUGG00000024725
cricetulus_griseus_crigri-picr ENSCGRG00015021594
cricetulus_griseus_chok1gshd ENSCGRG00001014860
cricetulus_griseus_crigri ENSCGRG00000015032
mesocricetus_auratus ENSMAUG00000009150
microtus_ochrogaster ENSMOCG00000020433
peromyscus_maniculatus_bairdii ENSPEMG00000021124
nannospalax_galili ENSNGAG00000019878
oryctolagus_cuniculus ENSOCUG00000029222
bos_mutus ENSBMUG00000015363
bison_bison_bison ENSBBBG00000002500
capra_hircus ENSCHIG00000026718
sus_scrofa ENSSSCG00000014271
myotis_lucifugus ENSMLUG00000024903
neovison_vison ENSNVIG00000018458
mustela_putorius_furo ENSMPUG00000011583
ailuropoda_melanoleuca ENSAMEG00000017611
canis_lupus_dingo ENSCAFG00020013948
panthera_tigris_altaica ENSPTIG00000015962
panthera_pardus ENSPPRG00000021932
felis_catus ENSFCAG00000023079
equus_caballus ENSECAG00000016913
equus_asinus_asinus ENSEASG00005016284
numida_meleagris ENSNMEG00000020485
gallus_gallus ENSGALG00000044678
serinus_canaria ENSSCAG00000010796
gopherus_agassizii ENSGAGG00000021270
pelodiscus_sinensis ENSPSIG00000005641
