manacus_vitellinus ENSMVIG00005013998
lepidothrix_coronata ENSLCOG00000005450
taeniopygia_guttata ENSTGUG00000013289
lonchura_striata_domestica ENSLSDG00000011890
serinus_canaria ENSSCAG00000014481
zonotrichia_albicollis ENSZALG00000011549
junco_hyemalis ENSJHYG00000006518
cyanistes_caeruleus ENSCCEG00000020931
parus_major ENSPMJG00000013031
ficedula_albicollis ENSFALG00000002485
calidris_pygmaea ENSCPGG00000014832
gallus_gallus ENSGALG00000019847
meleagris_gallopavo ENSMGAG00000014220
coturnix_japonica ENSCJPG00005000979
numida_meleagris ENSNMEG00000008248
anas_platyrhynchos_platyrhynchos ENSAPLG00000025623
anas_platyrhynchos_platyrhynchos ENSAPLG00000021482
anser_brachyrhynchus ENSABRG00000003662
apteryx_haastii ENSAHAG00000004054
apteryx_rowi ENSARWG00000001724
apteryx_owenii ENSAOWG00000012843
dromaius_novaehollandiae ENSDNVG00000018636
nothoprocta_perdicaria ENSNPEG00000008203
