mus_spicilegus ENSMSIG00000020104
mus_musculus ENSMUSG00000063447
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028509
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027510
mus_pahari MGP_PahariEiJ_G0017283
rattus_norvegicus ENSRNOG00000034016
cricetulus_griseus_crigri ENSCGRG00000019541
cricetulus_griseus_chok1gshd ENSCGRG00001003528
cricetulus_griseus_crigri-picr ENSCGRG00015015188
mesocricetus_auratus ENSMAUG00000008501
peromyscus_maniculatus_bairdii ENSPEMG00000028655
meriones_unguiculatus ENSMUGG00000003364
nannospalax_galili ENSNGAG00000018182
jaculus_jaculus ENSJJAG00000009832
chinchilla_lanigera ENSCLAG00000000084
spermophilus_dauricus ENSSDAG00000016088
castor_canadensis ENSCCNG00000031721
macaca_fascicularis ENSMFAG00000039044
macaca_nemestrina ENSMNEG00000034911
macaca_mulatta ENSMMUG00000038991
cercocebus_atys ENSCATG00000032648
rhinopithecus_bieti ENSRBIG00000026754
rhinopithecus_roxellana ENSRROG00000033810
amphilophus_citrinellus ENSACIG00000022123
