ursus_americanus ENSUAMG00000016702
ursus_maritimus ENSUMAG00000004016
ailuropoda_melanoleuca ENSAMEG00000001439
mustela_putorius_furo ENSMPUG00000008431
neovison_vison ENSNVIG00000013417
canis_lupus_dingo ENSCAFG00020014926
vulpes_vulpes ENSVVUG00000002111
felis_catus ENSFCAG00000035092
panthera_pardus ENSPPRG00000003938
equus_caballus ENSECAG00000019272
equus_asinus_asinus ENSEASG00005020284
sus_scrofa ENSSSCG00000003990
vicugna_pacos ENSVPAG00000012411
tursiops_truncatus ENSTTRG00000016323
pan_troglodytes ENSPTRG00000011569
pan_paniscus ENSPPAG00000043295
gorilla_gorilla ENSGGOG00000013454
homo_sapiens ENSG00000083814
pongo_abelii ENSPPYG00000010482
nomascus_leucogenys ENSNLEG00000010999
mandrillus_leucophaeus ENSMLEG00000011737
cercocebus_atys ENSCATG00000035205
papio_anubis ENSPANG00000017029
theropithecus_gelada ENSTGEG00000015303
macaca_nemestrina ENSMNEG00000034769
macaca_mulatta ENSMMUG00000023357
macaca_fascicularis ENSMFAG00000040513
chlorocebus_sabaeus ENSCSAG00000001620
rhinopithecus_bieti ENSRBIG00000037640
rhinopithecus_roxellana ENSRROG00000030735
colobus_angolensis_palliatus ENSCANG00000040747
piliocolobus_tephrosceles ENSPTEG00000003710
cebus_capucinus ENSCCAG00000036856
saimiri_boliviensis_boliviensis ENSSBOG00000022899
callithrix_jacchus ENSCJAG00000041033
aotus_nancymaae ENSANAG00000026487
carlito_syrichta ENSTSYG00000008091
propithecus_coquereli ENSPCOG00000013854
prolemur_simus ENSPSMG00000017807
microcebus_murinus ENSMICG00000046413
otolemur_garnettii ENSOGAG00000028005
microcebus_murinus ENSMICG00000038198
prolemur_simus ENSPSMG00000017437
ictidomys_tridecemlineatus ENSSTOG00000033978
dasypus_novemcinctus ENSDNOG00000000486
