esox_lucius ENSELUG00000009015
gadus_morhua ENSGMOG00000008939
hippocampus_comes ENSHCOG00000005574
periophthalmus_magnuspinnatus ENSPMGG00000002207
seriola_dumerili ENSSDUG00000023141
seriola_lalandi_dorsalis ENSSLDG00000023278
scophthalmus_maximus ENSSMAG00000007401
monopterus_albus ENSMALG00000013029
monopterus_albus ENSMALG00000012988
mastacembelus_armatus ENSMAMG00000023164
anabas_testudineus ENSATEG00000019005
amphiprion_percula ENSAPEG00000007801
amphiprion_percula ENSAPEG00000007792
amphiprion_ocellaris ENSAOCG00000014835
acanthochromis_polyacanthus ENSAPOG00000002131
stegastes_partitus ENSSPAG00000022086
pundamilia_nyererei ENSPNYG00000006380
pundamilia_nyererei ENSPNYG00000006423
astatotilapia_calliptera ENSACLG00000026919
astatotilapia_calliptera ENSACLG00000026916
maylandia_zebra ENSMZEG00005008906
haplochromis_burtoni ENSHBUG00000015776
neolamprologus_brichardi ENSNBRG00000019527
oreochromis_niloticus ENSONIG00000008780
amphilophus_citrinellus ENSACIG00000002063
fundulus_heteroclitus ENSFHEG00000001231
fundulus_heteroclitus ENSFHEG00000001235
xiphophorus_maculatus ENSXMAG00000017489
xiphophorus_couchianus ENSXCOG00000020846
gambusia_affinis ENSGAFG00000001911
poecilia_reticulata ENSPREG00000018614
poecilia_formosa ENSPFOG00000009509
poecilia_mexicana ENSPMEG00000018546
poecilia_latipinna ENSPLAG00000009180
gambusia_affinis ENSGAFG00000001836
cyprinodon_variegatus ENSCVAG00000000207
kryptolebias_marmoratus ENSKMAG00000009852
oryzias_latipes ENSORLG00000023419
oryzias_latipes ENSORLG00000002834
oryzias_latipes ENSORLG00020018824
oryzias_latipes_asm223469v1 ENSORLG00015011929
oryzias_melastigma ENSOMEG00000009031
tetraodon_nigroviridis ENSTNIG00000015974
takifugu_rubripes ENSTRUG00000016635
mola_mola ENSMMOG00000000723
gasterosteus_aculeatus ENSGACG00000003928
labrus_bergylta ENSLBEG00000012650
cynoglossus_semilaevis ENSCSEG00000009894
acanthochromis_polyacanthus ENSAPOG00000010812
paramormyrops_kingsleyae ENSPKIG00000011883
pygocentrus_nattereri ENSPNAG00000028835
ictalurus_punctatus ENSIPUG00000012929
danio_rerio ENSDARG00000100151
scleropages_formosus ENSSFOG00015002033
lepisosteus_oculatus ENSLOCG00000015459
ornithorhynchus_anatinus ENSOANG00000029051
phascolarctos_cinereus ENSPCIG00000016151
notamacropus_eugenii ENSMEUG00000002240
monodelphis_domestica ENSMODG00000005532
sarcophilus_harrisii ENSSHAG00000009233
ornithorhynchus_anatinus ENSOANG00000021125
latimeria_chalumnae ENSLACG00000016537
xenopus_tropicalis ENSXETG00000022264
taeniopygia_guttata ENSTGUG00000003988
taeniopygia_guttata ENSTGUG00000003993
anser_brachyrhynchus ENSABRG00000014330
anas_platyrhynchos_platyrhynchos ENSAPLG00000003180
coturnix_japonica ENSCJPG00005008557
gallus_gallus ENSGALG00000032156
meleagris_gallopavo ENSMGAG00000008013
numida_meleagris ENSNMEG00000008009
junco_hyemalis ENSJHYG00000014239
junco_hyemalis ENSJHYG00000014216
zonotrichia_albicollis ENSZALG00000007036
serinus_canaria ENSSCAG00000003965
lonchura_striata_domestica ENSLSDG00000015785
ficedula_albicollis ENSFALG00000009698
parus_major ENSPMJG00000009651
cyanistes_caeruleus ENSCCEG00000017557
lepidothrix_coronata ENSLCOG00000014135
manacus_vitellinus ENSMVIG00005005511
calidris_pygmaea ENSCPGG00000002876
calidris_pugnax ENSCPUG00000012950
melopsittacus_undulatus ENSMUNG00000016899
dromaius_novaehollandiae ENSDNVG00000015344
nothoprocta_perdicaria ENSNPEG00000012458
apteryx_owenii ENSAOWG00000008644
apteryx_haastii ENSAHAG00000010383
apteryx_rowi ENSARWG00000005909
crocodylus_porosus ENSCPRG00005011078
pelodiscus_sinensis ENSPSIG00000014937
pelodiscus_sinensis ENSPSIG00000014931
chrysemys_picta_bellii ENSCPBG00000021273
chrysemys_picta_bellii ENSCPBG00000021271
chelonoidis_abingdonii ENSCABG00000014040
