sphenodon_punctatus ENSSPUG00000018200
anolis_carolinensis ENSACAG00000004913
ornithorhynchus_anatinus ENSOANG00000031857
procavia_capensis ENSPCAG00000003939
loxodonta_africana ENSLAFG00000030118
echinops_telfairi ENSETEG00000016054
dasypus_novemcinctus ENSDNOG00000025485
castor_canadensis ENSCCNG00000016729
dipodomys_ordii ENSDORG00000000321
mus_spicilegus ENSMSIG00000024937
mus_musculus ENSMUSG00000047284
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017439
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016603
mus_pahari MGP_PahariEiJ_G0017734
rattus_norvegicus ENSRNOG00000016109
meriones_unguiculatus ENSMUGG00000015711
cricetulus_griseus_crigri-picr ENSCGRG00015008750
cricetulus_griseus_chok1gshd ENSCGRG00001004519
cricetulus_griseus_crigri ENSCGRG00000007293
mesocricetus_auratus ENSMAUG00000004720
microtus_ochrogaster ENSMOCG00000007919
peromyscus_maniculatus_bairdii ENSPEMG00000008124
nannospalax_galili ENSNGAG00000023441
jaculus_jaculus ENSJJAG00000008773
chinchilla_lanigera ENSCLAG00000014798
octodon_degus ENSODEG00000017430
heterocephalus_glaber_female ENSHGLG00000009962
heterocephalus_glaber_male ENSHGLG00100016107
fukomys_damarensis ENSFDAG00000011570
cavia_porcellus ENSCPOG00000009550
cavia_aperea ENSCAPG00000009510
urocitellus_parryii ENSUPAG00010014532
ictidomys_tridecemlineatus ENSSTOG00000007523
spermophilus_dauricus ENSSDAG00000003689
marmota_marmota_marmota ENSMMMG00000019309
oryctolagus_cuniculus ENSOCUG00000015265
ochotona_princeps ENSOPRG00000013797
tupaia_belangeri ENSTBEG00000005592
pongo_abelii ENSPPYG00000007908
nomascus_leucogenys ENSNLEG00000009379
pan_paniscus ENSPPAG00000035488
pan_troglodytes ENSPTRG00000033982
homo_sapiens ENSG00000215041
gorilla_gorilla ENSGGOG00000001677
homo_sapiens ENSG00000261915
macaca_mulatta ENSMMUG00000006207
macaca_fascicularis ENSMFAG00000026826
macaca_nemestrina ENSMNEG00000043796
papio_anubis ENSPANG00000024188
theropithecus_gelada ENSTGEG00000023747
cercocebus_atys ENSCATG00000031328
mandrillus_leucophaeus ENSMLEG00000042547
chlorocebus_sabaeus ENSCSAG00000011806
colobus_angolensis_palliatus ENSCANG00000038209
piliocolobus_tephrosceles ENSPTEG00000014898
rhinopithecus_roxellana ENSRROG00000029947
rhinopithecus_bieti ENSRBIG00000038362
cebus_capucinus ENSCCAG00000024857
saimiri_boliviensis_boliviensis ENSSBOG00000011062
callithrix_jacchus ENSCJAG00000016494
aotus_nancymaae ENSANAG00000021923
carlito_syrichta ENSTSYG00000014159
prolemur_simus ENSPSMG00000019672
microcebus_murinus ENSMICG00000012465
propithecus_coquereli ENSPCOG00000027884
otolemur_garnettii ENSOGAG00000001072
erinaceus_europaeus ENSEEUG00000006738
sorex_araneus ENSSARG00000000497
tursiops_truncatus ENSTTRG00000009786
sus_scrofa ENSSSCG00000017941
capra_hircus ENSCHIG00000018834
ovis_aries ENSOARG00000011994
bos_taurus ENSBTAG00000010519
bos_mutus ENSBMUG00000006717
bison_bison_bison ENSBBBG00000000855
ursus_maritimus ENSUMAG00000015260
ursus_americanus ENSUAMG00000014839
ailuropoda_melanoleuca ENSAMEG00000016578
neovison_vison ENSNVIG00000002658
mustela_putorius_furo ENSMPUG00000010156
canis_lupus_dingo ENSCAFG00020008545
canis_lupus_familiaris ENSCAFG00000016148
vulpes_vulpes ENSVVUG00000027834
felis_catus ENSFCAG00000010887
equus_caballus ENSECAG00000012093
equus_asinus_asinus ENSEASG00005018984
pteropus_vampyrus ENSPVAG00000005054
myotis_lucifugus ENSMLUG00000013237
phascolarctos_cinereus ENSPCIG00000028823
notamacropus_eugenii ENSMEUG00000010662
sarcophilus_harrisii ENSSHAG00000006810
monodelphis_domestica ENSMODG00000006733
anolis_carolinensis ENSACAG00000001055
chelonoidis_abingdonii ENSCABG00000013542
pogona_vitticeps ENSPVIG00000009372
salvator_merianae ENSSMRG00000003181
chrysemys_picta_bellii ENSCPBG00000022251
gopherus_agassizii ENSGAGG00000014375
pelodiscus_sinensis ENSPSIG00000012457
notechis_scutatus ENSNSUG00000015543
latimeria_chalumnae ENSLACG00000015262
poecilia_mexicana ENSPMEG00000001995
poecilia_latipinna ENSPLAG00000007153
poecilia_formosa ENSPFOG00000008290
poecilia_reticulata ENSPREG00000012931
xiphophorus_maculatus ENSXMAG00000015663
gambusia_affinis ENSGAFG00000005319
cyprinodon_variegatus ENSCVAG00000005235
fundulus_heteroclitus ENSFHEG00000001742
kryptolebias_marmoratus ENSKMAG00000016452
haplochromis_burtoni ENSHBUG00000018681
maylandia_zebra ENSMZEG00005021453
pundamilia_nyererei ENSPNYG00000022407
astatotilapia_calliptera ENSACLG00000006699
neolamprologus_brichardi ENSNBRG00000002132
oreochromis_niloticus ENSONIG00000009220
amphilophus_citrinellus ENSACIG00000016087
takifugu_rubripes ENSTRUG00000012632
tetraodon_nigroviridis ENSTNIG00000005376
mola_mola ENSMMOG00000012522
gasterosteus_aculeatus ENSGACG00000019362
hippocampus_comes ENSHCOG00000011926
seriola_lalandi_dorsalis ENSSLDG00000020750
oryzias_latipes_asm223469v1 ENSORLG00015006907
oryzias_latipes ENSORLG00000006500
oryzias_latipes ENSORLG00020010101
oryzias_melastigma ENSOMEG00000010922
monopterus_albus ENSMALG00000008863
scophthalmus_maximus ENSSMAG00000008874
cynoglossus_semilaevis ENSCSEG00000002694
seriola_dumerili ENSSDUG00000020615
labrus_bergylta ENSLBEG00000027756
amphiprion_ocellaris ENSAOCG00000004160
amphiprion_percula ENSAPEG00000012378
acanthochromis_polyacanthus ENSAPOG00000000182
stegastes_partitus ENSSPAG00000016847
mastacembelus_armatus ENSMAMG00000003141
anabas_testudineus ENSATEG00000019768
periophthalmus_magnuspinnatus ENSPMGG00000019598
gadus_morhua ENSGMOG00000007693
esox_lucius ENSELUG00000020001
astyanax_mexicanus ENSAMXG00000019983
pygocentrus_nattereri ENSPNAG00000001574
ictalurus_punctatus ENSIPUG00000003190
danio_rerio ENSDARG00000078127
paramormyrops_kingsleyae ENSPKIG00000005869
scleropages_formosus ENSSFOG00015023238
lepisosteus_oculatus ENSLOCG00000013886
apteryx_owenii ENSAOWG00000005014
apteryx_rowi ENSARWG00000004938
lonchura_striata_domestica ENSLSDG00000012292
xenopus_tropicalis ENSXETG00000017842
eptatretus_burgeri ENSEBUG00000015705
petromyzon_marinus ENSPMAG00000007072
drosophila_melanogaster FBgn0283503
