poecilia_formosa ENSPFOG00000012586
poecilia_mexicana ENSPMEG00000024377
poecilia_latipinna ENSPLAG00000009204
poecilia_reticulata ENSPREG00000007319
xiphophorus_maculatus ENSXMAG00000026859
xiphophorus_couchianus ENSXCOG00000008672
gambusia_affinis ENSGAFG00000003110
fundulus_heteroclitus ENSFHEG00000009708
cyprinodon_variegatus ENSCVAG00000021436
kryptolebias_marmoratus ENSKMAG00000007145
oryzias_latipes ENSORLG00020009681
oryzias_latipes_asm223469v1 ENSORLG00015003931
oryzias_latipes ENSORLG00000006250
oryzias_melastigma ENSOMEG00000007942
seriola_lalandi_dorsalis ENSSLDG00000008983
seriola_dumerili ENSSDUG00000007262
scophthalmus_maximus ENSSMAG00000006216
amphiprion_ocellaris ENSAOCG00000022579
amphiprion_percula ENSAPEG00000014705
acanthochromis_polyacanthus ENSAPOG00000007684
stegastes_partitus ENSSPAG00000013434
anabas_testudineus ENSATEG00000004778
labrus_bergylta ENSLBEG00000026094
cynoglossus_semilaevis ENSCSEG00000014611
mastacembelus_armatus ENSMAMG00000009535
gasterosteus_aculeatus ENSGACG00000018268
mola_mola ENSMMOG00000004465
astatotilapia_calliptera ENSACLG00000005098
haplochromis_burtoni ENSHBUG00000001673
maylandia_zebra ENSMZEG00005011305
pundamilia_nyererei ENSPNYG00000000240
neolamprologus_brichardi ENSNBRG00000013575
oreochromis_niloticus ENSONIG00000020583
amphilophus_citrinellus ENSACIG00000007225
monopterus_albus ENSMALG00000007980
takifugu_rubripes ENSTRUG00000009948
tetraodon_nigroviridis ENSTNIG00000008967
hippocampus_comes ENSHCOG00000000744
periophthalmus_magnuspinnatus ENSPMGG00000019991
gadus_morhua ENSGMOG00000006151
esox_lucius ENSELUG00000004624
pygocentrus_nattereri ENSPNAG00000028586
astyanax_mexicanus ENSAMXG00000044100
ictalurus_punctatus ENSIPUG00000014922
danio_rerio ENSDARG00000037507
paramormyrops_kingsleyae ENSPKIG00000013680
scleropages_formosus ENSSFOG00015010721
scleropages_formosus ENSSFOG00015004112
lepisosteus_oculatus ENSLOCG00000014860
pogona_vitticeps ENSPVIG00000019454
anolis_carolinensis ENSACAG00000006433
notechis_scutatus ENSNSUG00000014334
salvator_merianae ENSSMRG00000002749
calidris_pugnax ENSCPUG00000008280
calidris_pygmaea ENSCPGG00000018041
anser_brachyrhynchus ENSABRG00000019124
anas_platyrhynchos_platyrhynchos ENSAPLG00000001241
gallus_gallus ENSGALG00000009628
meleagris_gallopavo ENSMGAG00000005553
coturnix_japonica ENSCJPG00005016924
numida_meleagris ENSNMEG00000020779
lonchura_striata_domestica ENSLSDG00000012268
lonchura_striata_domestica ENSLSDG00000003485
taeniopygia_guttata ENSTGUG00000005525
serinus_canaria ENSSCAG00000016148
junco_hyemalis ENSJHYG00000000191
zonotrichia_albicollis ENSZALG00000013724
ficedula_albicollis ENSFALG00000014669
cyanistes_caeruleus ENSCCEG00000003538
manacus_vitellinus ENSMVIG00005011485
manacus_vitellinus ENSMVIG00005011474
lepidothrix_coronata ENSLCOG00000009151
melopsittacus_undulatus ENSMUNG00000002588
apteryx_haastii ENSAHAG00000007360
apteryx_owenii ENSAOWG00000014765
apteryx_rowi ENSARWG00000012516
dromaius_novaehollandiae ENSDNVG00000002195
nothoprocta_perdicaria ENSNPEG00000006723
crocodylus_porosus ENSCPRG00005007192
gopherus_agassizii ENSGAGG00000016415
chelonoidis_abingdonii ENSCABG00000020235
chrysemys_picta_bellii ENSCPBG00000012110
pelodiscus_sinensis ENSPSIG00000012122
sphenodon_punctatus ENSSPUG00000009197
castor_canadensis ENSCCNG00000008460
dipodomys_ordii ENSDORG00000026591
mus_musculus ENSMUSG00000041633
mus_spicilegus ENSMSIG00000009925
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034683
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033513
mus_pahari MGP_PahariEiJ_G0032051
rattus_norvegicus ENSRNOG00000039063
meriones_unguiculatus ENSMUGG00000004366
peromyscus_maniculatus_bairdii ENSPEMG00000027348
microtus_ochrogaster ENSMOCG00000015728
cricetulus_griseus_crigri-picr ENSCGRG00015017944
cricetulus_griseus_crigri ENSCGRG00000011620
cricetulus_griseus_chok1gshd ENSCGRG00001004538
mesocricetus_auratus ENSMAUG00000000276
urocitellus_parryii ENSUPAG00010006419
spermophilus_dauricus ENSSDAG00000000311
marmota_marmota_marmota ENSMMMG00000019368
ictidomys_tridecemlineatus ENSSTOG00000024953
oryctolagus_cuniculus ENSOCUG00000004874
myotis_lucifugus ENSMLUG00000004357
phascolarctos_cinereus ENSPCIG00000010027
sarcophilus_harrisii ENSSHAG00000001954
latimeria_chalumnae ENSLACG00000017410
xenopus_tropicalis ENSXETG00000033266
petromyzon_marinus ENSPMAG00000006772
eptatretus_burgeri ENSEBUG00000015581
