paramormyrops_kingsleyae ENSPKIG00000018783
scleropages_formosus ENSSFOG00015017969
scleropages_formosus ENSSFOG00015020415
astyanax_mexicanus ENSAMXG00000020194
pygocentrus_nattereri ENSPNAG00000026085
danio_rerio ENSDARG00000068958
esox_lucius ENSELUG00000004380
takifugu_rubripes ENSTRUG00000006433
tetraodon_nigroviridis ENSTNIG00000011241
gasterosteus_aculeatus ENSGACG00000018697
amphiprion_ocellaris ENSAOCG00000006536
amphiprion_percula ENSAPEG00000012725
acanthochromis_polyacanthus ENSAPOG00000022788
stegastes_partitus ENSSPAG00000022057
scophthalmus_maximus ENSSMAG00000000872
mastacembelus_armatus ENSMAMG00000009249
mastacembelus_armatus ENSMAMG00000009225
labrus_bergylta ENSLBEG00000021409
mola_mola ENSMMOG00000014313
hippocampus_comes ENSHCOG00000009825
oryzias_latipes ENSORLG00000003263
oryzias_latipes_asm223469v1 ENSORLG00015016564
oryzias_latipes ENSORLG00020019003
oryzias_melastigma ENSOMEG00000001977
cynoglossus_semilaevis ENSCSEG00000005073
pundamilia_nyererei ENSPNYG00000000623
maylandia_zebra ENSMZEG00005019542
haplochromis_burtoni ENSHBUG00000016096
astatotilapia_calliptera ENSACLG00000014917
neolamprologus_brichardi ENSNBRG00000021140
oreochromis_niloticus ENSONIG00000006287
amphilophus_citrinellus ENSACIG00000000138
cyprinodon_variegatus ENSCVAG00000004761
fundulus_heteroclitus ENSFHEG00000000640
poecilia_latipinna ENSPLAG00000001539
poecilia_mexicana ENSPMEG00000020489
poecilia_formosa ENSPFOG00000001633
poecilia_reticulata ENSPREG00000012553
xiphophorus_maculatus ENSXMAG00000011030
xiphophorus_couchianus ENSXCOG00000007224
gambusia_affinis ENSGAFG00000018943
kryptolebias_marmoratus ENSKMAG00000011234
anabas_testudineus ENSATEG00000015711
seriola_dumerili ENSSDUG00000010524
seriola_dumerili ENSSDUG00000010515
seriola_lalandi_dorsalis ENSSLDG00000003949
seriola_lalandi_dorsalis ENSSLDG00000003918
monopterus_albus ENSMALG00000019498
gadus_morhua ENSGMOG00000013364
esox_lucius ENSELUG00000008385
astyanax_mexicanus ENSAMXG00000029348
pygocentrus_nattereri ENSPNAG00000005375
ictalurus_punctatus ENSIPUG00000009405
danio_rerio ENSDARG00000070495
lepisosteus_oculatus ENSLOCG00000014264
taeniopygia_guttata ENSTGUG00000003017
lonchura_striata_domestica ENSLSDG00000005235
junco_hyemalis ENSJHYG00000014991
zonotrichia_albicollis ENSZALG00000013922
serinus_canaria ENSSCAG00000017364
cyanistes_caeruleus ENSCCEG00000003735
parus_major ENSPMJG00000009137
ficedula_albicollis ENSFALG00000001819
manacus_vitellinus ENSMVIG00005008207
lepidothrix_coronata ENSLCOG00000002085
melopsittacus_undulatus ENSMUNG00000011436
calidris_pygmaea ENSCPGG00000008896
calidris_pugnax ENSCPUG00000006673
anser_brachyrhynchus ENSABRG00000012474
anas_platyrhynchos_platyrhynchos ENSAPLG00000019564
meleagris_gallopavo ENSMGAG00000003034
gallus_gallus ENSGALG00000023843
coturnix_japonica ENSCJPG00005016314
numida_meleagris ENSNMEG00000020233
apteryx_owenii ENSAOWG00000003488
apteryx_haastii ENSAHAG00000001457
apteryx_rowi ENSARWG00000015968
dromaius_novaehollandiae ENSDNVG00000017195
nothoprocta_perdicaria ENSNPEG00000003326
crocodylus_porosus ENSCPRG00005007900
gopherus_agassizii ENSGAGG00000000129
chelonoidis_abingdonii ENSCABG00000009600
chrysemys_picta_bellii ENSCPBG00000025985
pelodiscus_sinensis ENSPSIG00000005005
anolis_carolinensis ENSACAG00000014721
pogona_vitticeps ENSPVIG00000024095
notechis_scutatus ENSNSUG00000017187
salvator_merianae ENSSMRG00000010586
